"","Metabol","param_1_est","param_2_est","param_3_est","temp_est"
"1",-2.60502017044899,-1.24789638989586,-0.351619343195188,0.0798268837132324,-0.00293369131744348
"2",-1.74201684819988,-0.912941651618731,-0.285406626880726,0.0773100279028814,1.34174948446824
"3",-1.45507161150611,-1.27121505396273,-0.273362074110409,0.0718581778550637,-0.269844453010475
"4",-2.70627757262086,-1.69608171427934,-0.161746761353382,0.0668385970446414,0.135492510941209
"5",-1.61769790533942,-0.815508513214523,-0.280697094294817,0.0929907908878879,0.816588272481749
"6",-0.615184613579133,-1.48743955981627,-0.357082165864372,0.0835994834944428,-0.742775556538841
"7",-1.6937277224167,-1.66047485946158,-0.209134009275128,0.0724544674118341,0.362024086200992
"8",0.376626607206294,-0.643859716238546,-0.230316035838267,0.0834196030697511,2.78993844171923
"9",-1.06803288030851,-1.25974221384274,-0.260242836625833,0.0918045926005841,4.33195771766469
"10",-0.119084282592316,-0.827875311929633,-0.240958783609646,0.0762192682687635,0.404250237840272
"11",-1.5058145692619,-0.72434742063732,-0.308572297912531,0.0762071424480137,0.385846552407062
"12",-1.37421830419617,-2.08757587001988,-0.271827343002063,0.0879290803708669,3.32368519637009
"13",-0.687285747436958,-0.978955053537912,-0.326697918547901,0.0984474144081086,-1.85811280469153
"14",-0.775500504837542,-1.29879790811276,-0.2118943791434,0.0792238980010109,2.86897983230352
"15",-1.75712182472891,-1.38402736534995,-0.310436093053691,0.0967918339865005,0.654489719859327
"16",-0.837920078294216,-1.21927508427224,-0.196071548727166,0.070541315174622,-2.34486563607179
"17",-0.41002437078839,-0.880349642549916,-0.243079761143996,0.0775383246476892,3.03094247679726
"18",-2.02270646505371,-1.52612372685251,-0.160646355398975,0.0956352974533771,0.724787989662949
"19",1.14566953423674,-1.32577762054591,-0.194849642249496,0.0975329205800002,0.849785277033364
"20",-2.21475333762062,-1.27935664269115,-0.24371214232266,0.0746661900197904,-4.99518959956965
"21",-2.23092534854636,-1.81850807735259,-0.310374676491932,0.0766441540104767,0.124886968065546
"22",-1.51898642429458,-1.77799429714096,-0.238475990178795,0.0798012967186664,0.633366655609372
"23",-0.496158261835041,-1.25366774685247,-0.216551781390066,0.0757826936082359,-0.317306648521053
"24",-0.650154017003942,-0.789078307409191,-0.275094656454265,0.0854033521833587,0.308719696317136
"25",-1.3313643703217,-1.08698109987226,-0.347309335818467,0.0576679863419241,-1.47235668661441
"26",-0.793655950713685,-0.914025167933999,-0.188312756097775,0.0876278958732463,0.984332472413354
"27",0.53402263758806,-0.127561092213982,-0.306768532592963,0.0789199169298608,-3.41361083060414
"28",-1.32753682185777,-0.672920327373118,-0.219511450107839,0.109441089519066,1.73389883088395
"29",-1.24384183478848,-1.91337116231352,-0.316379295214996,0.0715159776310908,2.97261408261111
"30",-1.22801247070223,-1.05269413280038,-0.169648760858806,0.0822669547808174,1.38063485102704
"31",-0.15876479136525,-0.743765242698589,-0.234385537627363,0.0893233030755932,1.09733841663758
"32",-0.951762382270156,-1.28010577664374,-0.271493272578419,0.0938567857430158,1.59796369531146
"33",-0.462542221796355,-1.63677693734364,-0.215807538561586,0.0811404184516817,2.73142944114868
"34",-0.57586461782577,-1.53942752037748,-0.368488923353849,0.095119462692402,3.78644580797172
"35",0.653675173886952,-2.76949030744222,-0.195918281488219,0.0938959333337043,1.04100969686401
"36",-1.73279749847296,-0.873598935573531,-0.374340131141982,0.0903145972382887,3.77630257732481
"37",0.27509807800347,-1.83217273608546,-0.337260679250326,0.0898784324526713,0.666460950598733
"38",-0.220858261687138,-0.364456096044495,-0.316871446216766,0.075255684198084,1.47979066275032
"39",-0.3747481088391,0.148603057011655,-0.245313341289874,0.0788169561246041,2.88414249641311
"40",-1.70260616462524,-1.5560499599335,-0.242025981809371,0.088285285180526,-2.92684605124934
"41",1.79762118753437,-0.45195368001673,-0.188997711482078,0.0917064947522126,-1.24021487496728
"42",-2.10417177943374,-1.59185910808827,-0.271677979100908,0.0870934176986762,-0.758136804719186
"43",-1.393805612115,-2.28475556087918,-0.212665237589599,0.0974224783184696,6.22891538598821
"44",-1.73438896610208,-1.30136159904173,-0.259553516604704,0.101307378174438,1.02593236207447
"45",-3.71447787876392,-2.07748327565226,-0.352043826814449,0.0643333759931241,0.907297469861915
"46",-2.46053550270618,-1.13245208858678,-0.222664263758655,0.0703680981765752,0.442907659320527
"47",-0.297075083784687,-1.23993526593039,-0.259577174381248,0.0869464145083337,1.34992164025017
"48",-2.28077065709389,-1.67781720635126,-0.313131306264242,0.0755880294011003,-3.1436973982209
"49",-2.64033357857516,-1.64295394525133,-0.256089724150178,0.0725217687628645,0.691614721909722
"50",-3.00180261409729,-2.05758358659041,-0.293379213168409,0.103632979895895,0.852249231612074
"51",-0.416225725090431,-1.08415080396264,-0.200216303171054,0.0874794623460512,0.887178163481626
"52",0.972551861448473,-0.51844317796793,-0.270552344397134,0.0916791913729416,3.74580247899018
"53",-0.478739600757153,-1.18473060252035,-0.194094858325078,0.0906547366863647,3.39975182384548
"54",-2.3592044113263,-1.71814776249893,-0.190170016280271,0.0725473911382964,1.47039268632354
"55",-1.57913307300837,-1.74706912112519,-0.294954536486805,0.0879524898385521,-1.01846678238856
"56",-2.71472144813202,-1.87420067218949,-0.225550517688661,0.092729565773815,0.991659240111566
"57",-1.8001186614005,-1.34974620034892,-0.177966792726143,0.0924609613195434,2.46415993438404
"58",-1.11163713039194,-1.19566969356146,-0.207593970979661,0.0905905182848779,1.67304148800347
"59",-2.05280494584421,-1.82196097708484,-0.292357899786856,0.0603159955123538,-0.229018189534577
"60",-0.437513615368751,-0.613917274072332,-0.267333944110096,0.0762338156871762,1.19130325620562
"61",-0.593466310833806,-1.00554308756878,-0.249837008256193,0.0945279398522123,4.75081578485642
"62",-0.155042508648054,-1.72079541058203,-0.289273246535608,0.0965708395086358,1.54870164032146
"63",-2.65157554776023,-1.06769677738214,-0.274415042530118,0.0769341021856203,1.18228114168023
"64",-1.11040535048187,-1.76104038289358,-0.198274798967491,0.0768897441392261,0.540742228115238
"65",-3.61111182850232,-2.58236528559778,-0.305273382403209,0.0951919391030453,-1.2093909099472
"66",0.289078812344978,-0.531989489897091,-0.216924073619236,0.0889184085895629,1.22082664566476
"67",0.661816188929802,-0.966944385041689,-0.281977135329952,0.0822057652633321,-2.340647871959
"68",-2.86868201502205,-1.59145476145258,-0.352478456886343,0.0922030605803913,0.0627065589097611
"69",-2.00310616073004,-2.66966964047814,-0.221212976090128,0.0830889728303448,1.51055270444225
"70",-2.58780561986614,-0.801097116745843,-0.407596166698305,0.0777678061002546,-2.08776256284632
"71",-1.55844233967469,-0.810276790263761,-0.322561274732675,0.080269993133975,-0.331291509702458
"72",-4.0453247942085,-3.28785879634766,-0.301337836379815,0.0878799822311281,0.374259920256289
"73",-0.0941706612914761,-0.49223935113856,-0.320986557106262,0.0949782747891384,-3.31566692215783
"74",-1.17747824253991,-1.49506839842547,-0.277126625445497,0.0801743078876033,4.39874795301458
"75",-2.97594530039372,-1.34807888351137,-0.316833017418557,0.0989085964006623,-3.21697594427648
"76",0.909436181087483,-0.73853101987285,-0.232627035999467,0.0971015263937089,0.231726566506851
"77",-1.71177490392698,-1.50349602639919,-0.358871056649814,0.0693952408425824,0.652623455299049
"78",-1.61143850057182,-1.42681449129657,-0.280513914654513,0.0636915817855045,0.202032360147932
"79",-2.73206483695329,-2.15377606658938,-0.236533591249178,0.0818882821693445,-1.84574145832176
"80",-1.51027709415768,-1.34869337327943,-0.29479014812074,0.0714877501899322,-0.966695822202286
"81",-3.26171996836854,-0.789645754976217,-0.159041383406844,0.0865254082645632,-2.65383590602805
"82",-2.54582221484885,-1.67211005590097,-0.290624587196015,0.0840710433812606,-0.53040732713376
"83",-1.86788750771754,-1.71213033974532,-0.196949454046495,0.0658783951528956,-0.882773032771664
"84",-0.39432556782661,-0.792660735089331,-0.330714676589495,0.0645341445696951,-4.14546947471787
"85",-1.61872476355539,-1.01172911303337,-0.356015703095172,0.0963331988309254,-2.19766066264604
"86",-0.0405525078939073,-1.18466920176713,-0.355888429828907,0.0834913862831186,0.790904334332493
"87",-2.89209770491552,-1.45568197413699,-0.233611447311884,0.0768555219910401,4.00252912739506
"88",-3.12145157487187,-1.36117971882171,-0.288369374640415,0.0832855334275335,-1.35703959312077
"89",-0.995043967017672,-1.41742169266293,-0.331776297019452,0.0758522664211001,0.235680467311615
"90",-2.17634792282488,-1.68019926392642,-0.265042336271502,0.0930519697566136,1.8183692271259
"91",-1.85416001786702,-1.66695916048233,-0.358856022867778,0.102061218573591,1.36129540548934
"92",-0.124061286806658,-1.23789730445344,-0.230392141524963,0.0824054363859228,0.261842369785625
"93",-0.112535576219712,-1.14844223765263,-0.19051847268495,0.0607860205353586,0.442768120724207
"94",-1.32692813966043,-1.03621528938439,-0.279953180916198,0.0871057037592468,1.71678607854881
"95",-0.25260403331695,-0.821395871252104,-0.264553011157908,0.0820112638101636,1.35862746190602
"96",-0.751204022137115,-1.43869638258746,-0.26104730087487,0.0774298481618098,1.14770852214575
"97",-1.88516387900826,-1.71442081404143,-0.193638914971781,0.0950992223029453,-1.31001228937517
"98",0.486895234500002,-0.671685456155831,-0.337443317403232,0.071373734990382,2.0441663793163
"99",-0.952437561309154,-1.58757995614451,-0.242010228512062,0.0787787594609549,-2.71268317021389
"100",-2.59235409368612,-1.25263256617196,-0.340829502115798,0.0836001100156075,-1.74334492213277
"101",-2.98909522306868,-1.97486955660808,-0.282889472787801,0.0763559937544543,-0.323876532784412
"102",-0.453716735571907,-1.33418684277305,-0.264860118538289,0.0831277928247318,2.9208076798819
"103",-0.527711765587634,-0.794436433198863,-0.257631886448673,0.0843967601981932,1.56968607536128
"104",1.58007915417127,-1.48599405579038,-0.249861253886411,0.0748554347814064,2.10594369473411
"105",-1.78680956980129,-1.36482064864991,-0.26198496121235,0.0885359372318845,-1.78428546429269
"106",-2.32582340567073,-1.70731536892226,-0.211186305997518,0.104673392697226,-2.39197891999536
"107",-1.3135321679923,-1.04457681751167,-0.266176535081138,0.0765174011383585,0.684482031428381
"108",-0.492248458192313,-1.58382511652211,-0.317001542675952,0.0820668722991284,0.87931904398976
"109",-1.91633996918974,-1.35973876163788,-0.248277848876337,0.0839425550430651,2.94115200016403
"110",-1.15148049052352,-1.8323814613948,-0.292969591848597,0.0850963367410641,4.04097019291138
"111",-3.084037793966,-1.70500170028098,-0.310387940350341,0.0864761783029175,3.94081575689424
"112",-0.604724637307445,-1.18676187607884,-0.293805128543741,0.077114667217234,3.29167761378072
"113",-2.6657782343811,-1.48463266666561,-0.369446488932855,0.0699076031730718,1.4525587864406
"114",-0.131348670803219,-1.60941863056158,-0.293644066492527,0.0863977484905179,-2.67404663774924
"115",0.3624560817648,-0.573330229131272,-0.300334035340507,0.0668206593845402,1.34808175791356
"116",-1.44830290261163,-1.53503519711787,-0.252736559766467,0.0739539005724354,0.493844174635679
