M_vals
0.24995327
0.289511747
0.250941379
0.279774754
0.23943383
0.242058276
0.275217805
0.221629991
0.241260886
0.240110957
0.272643104
0.284564222
0.226213622
0.221992898
0.208027767
0.249489176
0.266716393
0.268243438
0.239287394
0.190545858
0.189840319
0.174408289
0.175394338
0.166078412
0.190769457
0.188134659
0.166083494
0.169469033
0.159533549
0.186204713
0.184724077
0.206292832
0.175950833
0.162163331
0.1744794
0.184846195
0.263934748
0.262194793
0.25761249
0.24514734
0.224211747
0.233172604
0.24401817
0.222187278
0.259405162
0.235927844
0.215501692
0.243867664
0.256870263
0.224168734
0.225290176
0.224400808
0.227637621
0.25363732
0.263465647
0.221622447
0.160995313
0.144875145
0.156507028
0.154324518
0.157173441
0.167092191
0.153605479
0.147806284
0.15520033
0.186890534
0.165611459
0.179406277
0.207993024
0.211280182
0.261681622
0.235112161
0.232285707
0.189583823
0.23784425
0.228392547
0.222999668
0.230436474
0.227144839
0.210976227
0.233419194
0.220045739
0.224506833
0.205479682
0.226132502
0.20445502
0.236483272
0.211517953
0.189394015
0.12935885
0.156177829
0.185514014
0.220279126
0.1428585
0.13485383
0.135639409
0.172489291
0.193287132
0.19479086
0.188505733
0.193671343
0.214305916
0.207971883
0.181377181
0.19406256
0.21915651
0.177813233
0.214002178
