M_vals
0.302372943
0.339751029
0.311121238
0.318707985
0.296182812
0.308863958
0.320925165
0.286063532
0.295091419
0.295303436
0.327046001
0.334687629
0.28724991
0.283220752
0.267366939
0.315355658
0.322889145
0.3183391
0.297986752
0.280556062
0.279946083
0.277901842
0.268547806
0.257424428
0.269037558
0.279462489
0.263874752
0.255444818
0.257299452
0.281798742
0.277563882
0.300367997
0.252629268
0.260504356
0.25889846
0.270408288
0.320339418
0.30764097
0.30234494
0.299236998
0.27569908
0.316454217
0.318668269
0.288884592
0.32158766
0.304033436
0.292068442
0.290925364
0.315158241
0.277954751
0.282071607
0.291409298
0.31031243
0.293757517
0.304978859
0.286486497
0.255719099
0.225944257
0.219324166
0.237014789
0.233053448
0.257837985
0.230900033
0.213082803
0.232224851
0.260884207
0.231191913
0.264386153
0.301169867
0.272194683
0.316236409
0.292772452
0.283762978
0.253014916
0.300147425
0.28708184
0.270946763
0.285730944
0.280312702
0.263609558
0.29728113
0.282563486
0.28351604
0.265880261
0.288050374
0.266486852
0.294548567
0.272127697
0.277051658
0.235246025
0.242525908
0.266987817
0.291069769
0.235828131
0.239057944
0.222757684
0.275984936
0.284488316
0.274942045
0.290007922
0.269394586
0.28903565
0.287245056
0.264596167
0.265392587
0.296214331
0.251191407
0.288714964
