M_vals
0.204106493
0.233768119
0.204371776
0.227665508
0.194803033
0.196416909
0.223840012
0.181764037
0.198134602
0.196207348
0.221619249
0.231341939
0.184547208
0.182412083
0.169898738
0.20408078
0.219109311
0.218323409
0.195102831
0.155926687
0.154408516
0.141334847
0.142024198
0.135402356
0.15439908
0.153415889
0.13650261
0.136161647
0.130502632
0.152613671
0.150304067
0.167368873
0.143834907
0.133179301
0.142121173
0.15067463
0.214881303
0.213983759
0.210369258
0.200743549
0.182766763
0.189947426
0.198799462
0.180268051
0.209310129
0.193236005
0.176004419
0.198737939
0.209043144
0.182646828
0.184741803
0.182262572
0.184225365
0.20701717
0.21477936
0.180127684
0.130066183
0.118516477
0.127963776
0.125387679
0.127311543
0.135842216
0.125308205
0.12024927
0.125822585
0.15229672
0.134436271
0.146625544
0.169824876
0.172236799
0.21426873
0.190231397
0.187663474
0.15328404
0.193545923
0.185718782
0.180235859
0.188153323
0.185520514
0.172630328
0.190154822
0.178351109
0.181785831
0.167063318
0.183447494
0.166397114
0.192792909
0.172338947
0.15378063
0.105717906
0.126673124
0.151739563
0.180474621
0.116595397
0.109687133
0.109513411
0.139766262
0.157207115
0.159442928
0.153403718
0.156628766
0.174387052
0.168063846
0.147237588
0.158284474
0.178567711
0.144031357
0.174683681
