M_vals
0.212494033
0.249038314
0.217141766
0.231136526
0.203280155
0.213701328
0.231038368
0.192255558
0.205167573
0.205945597
0.23578098
0.243316621
0.192822151
0.190852286
0.176225229
0.219245524
0.232224758
0.226478551
0.205876158
0.179197098
0.179866695
0.172061962
0.167244299
0.158226804
0.173400592
0.17924197
0.160922736
0.157201483
0.152903789
0.179403482
0.175897836
0.196041793
0.157171906
0.1571319
0.160708642
0.171436058
0.228101558
0.219170138
0.215394817
0.207982806
0.185427886
0.215077256
0.222464253
0.195115998
0.22615058
0.209065341
0.196326365
0.202572951
0.220922257
0.189216381
0.192687504
0.197802364
0.210640944
0.205418068
0.218640378
0.193072235
0.153317448
0.129140983
0.131010107
0.138913044
0.139556095
0.156488241
0.135086348
0.123395409
0.136193024
0.165131049
0.14008061
0.164539653
0.199170029
0.180975022
0.224688427
0.201124557
0.194144927
0.160427382
0.206441198
0.194654337
0.185675322
0.196916928
0.189766822
0.174811399
0.202606291
0.190084948
0.19186537
0.176515681
0.194128625
0.175814845
0.201244833
0.181479784
0.177389263
0.128711464
0.143080828
0.170087308
0.196917901
0.134802818
0.132409712
0.125017803
0.168770825
0.182557055
0.178365511
0.183426975
0.172611562
0.192028696
0.189225352
0.164147481
0.171703114
0.198723193
0.157948339
0.191130973
