"rho","p_value"
-0.224091441987633,0.0197290402239218
-0.186848478194345,0.0528334134855594
-0.208378598877711,0.0304527391955473
-0.213595567708931,0.026445765442664
-0.161611689245509,0.0947259539178752
-0.15664723123443,0.105448434882329
-0.221937953483787,0.0209725926098979
-0.189163954771489,0.0499122795773154
-0.222705014654405,0.0205221368324956
-0.309540150652419,0.00111469424105102
-0.251891453978658,0.00854300896712392
-0.238198697429865,0.0130474703316294
-0.222743129495181,0.0204999725219946
-0.284246189442419,0.00286978167533199
-0.259924156672209,0.00659485577313242
-0.222867002727703,0.0204280805774202
-0.10728374807436,0.269096729745485
-0.290130167987221,0.00232036696440122
-0.198297223492448,0.0396609885473553
-0.20165132948074,0.0363682040662356
-0.188887622175863,0.0502537191111552
-0.283622058924712,0.00293444051347195
-0.222404860283294,0.0206974017708527
-0.217807257614684,0.0235470955463783
-0.243510953363026,0.0110997459531608
-0.193104076436712,0.0452489117514773
-0.179139751647391,0.0635893544286492
-0.18270348925995,0.0584138235009391
-0.219984567894015,0.022158245366732
-0.145679685801124,0.132486400571986
-0.220732571644245,0.0216976069786725
-0.179878226687426,0.062487278855585
-0.154341283367479,0.110741346008091
-0.185385821179564,0.0547502073887855
-0.265884364898562,0.00541505908413834
-0.234630195462209,0.0145174617490411
-0.224677457664565,0.0194018312310826
-0.187653654205739,0.0518020547099822
-0.145074612703804,0.134119355553504
-0.175985748573173,0.0684757759376446
-0.247360552281406,0.0098521864443256
-0.151439791113403,0.117692375424756
-0.210965643695384,0.0284057293568711
-0.161421115041629,0.0951210190735054
-0.26576049166604,0.00543752836576924
-0.175928576312009,0.0685670823379848
-0.206587201361237,0.0319422516718556
-0.228870090149929,0.0171942914607795
-0.18340384945921,0.0574384134552117
-0.269162241205301,0.00484973366057225
-0.2200083896695,0.0221434471233693
-0.177920076742557,0.0654441777283148
-0.166585675966782,0.0848656447112173
-0.223443489694441,0.0200963513775908
-0.241033488712583,0.0119739264000311
-0.241714791491455,0.011727724539082
-0.183494372206053,0.0573133200630505
-0.20297105584261,0.0351371297229876
-0.268395180034684,0.00497708747052636
-0.183170396059457,0.0577620558171578
-0.186881828680024,0.0527903611808976
-0.141101140552902,0.145226446902448
-0.183537251401926,0.0572541432982284
-0.287609824140905,0.00254288163491993
-0.179020642769965,0.0637685820575373
-0.269443338156025,0.00480379635248982
-0.232128909036281,0.0156317673133498
-0.180530943335716,0.0615261975704273
-0.232419534697198,0.0154985978009872
-0.244892616341158,0.0106369183997288
-0.252877675483738,0.00827926348814014
-0.214195876451154,0.0260148954257757
-0.179673359418255,0.0627914435441817
-0.197220479240525,0.0407695333396459
-0.282821647268415,0.00301927855698097
-0.182651081353883,0.0584873555095624
-0.218436152487488,0.0231384924913133
-0.340327413289266,0.000313562785504259
-0.223329145172113,0.0201617779784938
-0.2212804724804,0.0213654318681097
-0.123210987163648,0.203944573905156
-0.230232695707673,0.0165252471700278
-0.262134817437219,0.00613303142722174
-0.161778441673904,0.0943813361354481
-0.205982128263917,0.0324590691304245
-0.287771812214203,0.0025280216088784
-0.154717667420143,0.109863573099516
-0.105954493002296,0.275108307081545
-0.238227283560447,0.0130362390872937
-0.260805562365154,0.00640715181982258
-0.215205919731719,0.0253034391795255
-0.211832756323039,0.0277463070864878
-0.189354528975369,0.0496779229634678
-0.270658248705761,0.00460968627234913
-0.249161478508074,0.00931209077318732
-0.165971074159269,0.0860377726032278
-0.256460470516686,0.00738055049935451
-0.349713192830366,0.000207347349186651
-0.18682465641886,0.0528641828371507
-0.181650566783512,0.0599057424540908
-0.211546895017219,0.0279622463175831
-0.20381434669478,0.0343689958922318
-0.224191493444671,0.0196728412927626
-0.250795652306347,0.00884471888636241
-0.207892634657816,0.0308508762237181
-0.155622894888574,0.107774667870925
-0.186996173202352,0.0526429726455404
-0.245774022034103,0.0103505837225086
-0.244239899692868,0.0108534129539736
-0.111219105384486,0.25182298177101
-0.205100722570971,0.0332245361270887
-0.218450445552779,0.0231292770426874
-0.14140605927911,0.144350250035154
-0.147351974440173,0.128052213916843
-0.132215618296988,0.172557172890256
-0.211032344666743,0.0283545363588585
-0.146113242114951,0.131325696679142
-0.16585672963694,0.086257258713569
-0.309254289346599,0.0011272058188928
-0.1636937124229,0.0904937963657045
-0.303665700817812,0.00139898015219066
-0.205696266958097,0.0327056802176097
-0.242748656547505,0.0113625723684559
-0.207573422866317,0.0311147875863836
-0.287404956871734,0.00256178795162515
-0.226850003588799,0.0182292198347437
-0.269352815409182,0.00481854717437169
-0.15262135117746,0.114822079348762
-0.156404249124482,0.105996654188514
-0.156952149960638,0.104763613989429
-0.285870834530498,0.00270744093172014
-0.226873825364284,0.018216709008643
-0.168429481389323,0.0814255019990266
-0.179487549569472,0.0630683563612064
-0.217507103243572,0.023744276584205
-0.181903077603654,0.059545142386035
-0.248918496398127,0.00938340689873505
-0.233891720422173,0.0148390310451521
-0.276627985642308,0.00375395818249073
-0.155065465342224,0.109057293565479
-0.186333927843868,0.0535013226978231
-0.229375111790212,0.0169436413018916
-0.273769372584105,0.00414415317578755
-0.222462032544458,0.0206639191467261
-0.137685097948349,0.155318790175829
-0.147733122847933,0.127057675320964
-0.172245729822024,0.0746597420659298
-0.240904851124964,0.0120209155981975
-0.226054356287599,0.0186513631017264
-0.187367792899918,0.0521662998639824
-0.276232544169257,0.00380589586902411
-0.2873001410596,0.00257150986737393
-0.242558082343625,0.0114291238303075
-0.198640257059432,0.0393131648251101
-0.284355769609651,0.00285856259678581
-0.206106001496439,0.032352692990848
-0.206625316202013,0.0319099303784518
-0.197025140681548,0.0409733895156843
-0.292779149421155,0.00210558194941457
-0.262287276800323,0.00610226637628112
-0.15613744523905,0.106601184273289
-0.198082827513083,0.0398796829588651
-0.147895110921231,0.126636795116127
-0.212199611665509,0.0274712632861493
-0.202280224353544,0.0357771087268291
-0.174823245929504,0.0703518097749284
-0.235759347620199,0.0140374840481521
-0.307682052164587,0.00119833606531744
-0.267423251594894,0.00514273208696103
-0.254978756081517,0.0077411968038446
-0.177686623342804,0.0658041678339695
-0.235816519881363,0.0140135529921794
-0.135341035240623,0.162541803191499
-0.207001700254676,0.0315922389583216
-0.281949770285663,0.003114195349091
-0.239184918934945,0.0126648313823679
-0.233158009737234,0.0151646350268232
-0.263811870431365,0.00580207054337426
-0.139428851913853,0.150103376480533
-0.21175176228639,0.0278073454724443
-0.196882210028637,0.0411230913715432
-0.282821647268415,0.00301927855698097
-0.223391081788374,0.0201263158626067
-0.195300444136432,0.0428105024316633
-0.266184519269673,0.005360956612171
-0.251877160913367,0.00854688518373659
-0.213204890590977,0.0267294254136623
-0.196234257735445,0.0418074803312017
-0.146889831995763,0.129266082403637
-0.198001833476434,0.0399625629032152
-0.147780766398903,0.126933775788243
-0.241190712430785,0.0119167132018238
-0.253754316821587,0.00805087915439431
-0.306695830659507,0.00124501574099035
-0.141372708793431,0.144445889072839
-0.215344086029532,0.0252074200627188
-0.148919447267087,0.124000077962074
-0.22718350844559,0.018054741421327
-0.265412693743958,0.00550105932158279
-0.181107430302454,0.0606874238764424
-0.213090546068649,0.0268129362233031
-0.214962937621772,0.0254730573206868
-0.218941174127771,0.0228147800102675
-0.175471198222697,0.0693010897757724
-0.219293736404949,0.0225910978501687
-0.256531935843141,0.00736353786841567
-0.260600695095983,0.00645035246136064
-0.219784464979941,0.0222828856840835
-0.167295564876236,0.0835276751337663
-0.22901302080284,0.0171230295061956
-0.257470513797251,0.00714330220820181
-0.185633567644609,0.0544215752503299
-0.15777638339242,0.102929872945694
-0.251839046072591,0.00855722934014178
-0.263988151569954,0.00576822118078226
-0.177057728469999,0.0667819475746286
-0.197020376326451,0.04097837223402
-0.19461914135756,0.043554885656791
-0.250357331637422,0.00896800572267124
-0.293365165098087,0.00206056541084171
-0.21372420529655,0.0263529280264772
-0.221151834892781,0.0214430261034558
-0.257117951520073,0.00722533727973797
-0.190702841467822,0.048045709825306
-0.268347536483714,0.00498509508950819
-0.149009970013931,0.123769112012703
-0.23563071003258,0.0140914589599914
-0.238679897294663,0.0128595310270008
-0.276223015459063,0.00380715528223407
-0.307229438430372,0.00121955756400318
-0.195915045943945,0.0421481211871852
-0.223986626175499,0.0197880634628338
-0.192775335935019,0.0456236217449459
-0.27379319435959,0.00414075705984678
-0.146885067640666,0.129278642231285
-0.175776116948905,0.0688110483887073
-0.239223033775722,0.0126502420123671
-0.216478002542619,0.0244310814201698
-0.221442460553699,0.0212680635818173
-0.242224577486835,0.0115464098334236
-0.126931948494409,0.19051135090145
-0.205434227427762,0.0329331279652266
-0.22376270148594,0.019914667926833
-0.248985197369485,0.00936378225660039
-0.141834851237841,0.143124863716278
-0.282492906766722,0.00305475700831516
-0.231309439959596,0.0160126190290908
-0.210346277532774,0.0288848524513028
-0.205529514529702,0.0328502657315941
-0.244049325488988,0.0109173468548806
-0.328154486016418,0.0005260519111764
-0.219060283005196,0.0227390004882586
-0.203437962642116,0.0347100696766203
-0.317558560280679,0.00081136744751301
-0.193151719987682,0.0451948187246157
-0.170597262958461,0.077524554672293
-0.250447854384265,0.00894242107199535
-0.129561872507956,0.181412239698975
-0.2661416400738,0.0053686559606091
-0.182136531003407,0.0592133385643809
-0.142816308387824,0.140349724199048
-0.182746368455823,0.0583537172668385
-0.215301206833659,0.0252371857738742
-0.0513835697211997,0.597409693092199
-0.163345914500819,0.0911901455970524
-0.191284092789656,0.0473559025294429
-0.163255391753976,0.0913720819065391
-0.180392777037903,0.061728625148373
-0.181007378845417,0.0608323225780379
-0.263807106076268,0.00580298783594856
-0.213833785463781,0.026274063391786
-0.270677306126149,0.00460669801080064
-0.207906927723107,0.0308391037433923
-0.270658248705761,0.00460968627234913
-0.287057158949652,0.00259417505932682
-0.230061178924181,0.0166082029916533
-0.160296727238736,0.0974784508618196
-0.258261396743354,0.00696226903335238
-0.22638786114439,0.0184734014137693
-0.101256838876649,0.297073322318596
-0.224777509121602,0.0193464359780634
-0.175947633732397,0.0685366359175065
-0.179149280357585,0.0635750339576477
-0.204600465285786,0.03366572492295
-0.251319731367017,0.00869927171253671
-0.184137560144149,0.0564309156741631
-0.0732281378409679,0.451350241533102
-0.276213486748869,0.00380841506871877
-0.229122600970071,0.0170685684510323
-0.18992625158701,0.048980305677653
-0.227011991662098,0.0181442922583106
-0.247327201795727,0.00986244240695595
-0.192618112216818,0.0458037398944057
-0.1350599382899,0.163424479091994
-0.257613444450161,0.00711028024424355
-0.198787952067439,0.0391641955887477
-0.218007360528758,0.0234164211220969
-0.154045893351465,0.111434046624973
-0.16467993392798,0.0885421322736471
-0.139533667725987,0.149794128704841
-0.235211446784043,0.014268632277341
-0.220823094391088,0.0216424222312685
-0.157233246911361,0.104135382804507
-0.189054374604258,0.0500474478951005
-0.182155588423795,0.0591863194510424
-0.170330459073028,0.0779964153670499
-0.188882857820766,0.0502596228796476
-0.274231515028515,0.00407871120879369
-0.185595452803832,0.0544720281994228
-0.134240469213215,0.166018027627465
-0.236788448321152,0.0136121221587889
-0.179678123773352,0.062784356266797
-0.298429674566204,0.00170631367257743
-0.176600350380687,0.0675004408991292
-0.274140992281672,0.00409145644869091
-0.244463824382427,0.0107787099917477
-0.113586989867698,0.241804842432528
-0.248423003468038,0.00953032565481607
-0.229127365325168,0.0170662039813792
-0.171774058667421,0.0754705968197421
-0.26744707337038,0.00513861417042823
-0.18275113281092,0.058347041923743
-0.204648108836756,0.0336234952446044
-0.241457516316217,0.011820170776148
-0.062017610297715,0.523720728699441
-0.173746501677581,0.0721263220330383
-0.181912606313848,0.0595315696710091
-0.292669569253924,0.00211409767835051
-0.184490122421327,0.0559519770219059
-0.251572242187159,0.00862994786918318
-0.201660858190934,0.0363591872409308
-0.212418771999971,0.0273080602714627
-0.261648853217324,0.00623201597389052
-0.17336535326982,0.0727630603662681
-0.160263376753056,0.097549071280154
-0.235178096298364,0.0142828084219895
-0.226392625499487,0.018470869753876
-0.200445947641197,0.0375240806371398
-0.279267438366049,0.00342325386406461
-0.236721747349794,0.0136393477455205
-0.295251849716501,0.00192148325928465
-0.141491817670857,0.144104540781311
-0.248237193619255,0.00958593927669486
-0.294446673705107,0.00197976499505893
-0.22474892299102,0.0193622492743288
-0.109942258218489,0.257341918977194
-0.169434760314791,0.0795974005788774
-0.201851432394814,0.0361792447522393
-0.269781607367912,0.00474903069481352
-0.191107811651067,0.0475642336040662
-0.178077300460758,0.0652026386478692
-0.304285066980423,0.00136616977100801
-0.21827416441419,0.0232431540876257
-0.0991033503728024,0.307518583618292
-0.25928573308921,0.00673384205824576
-0.13520286894281,0.162975216754951
-0.210555909157042,0.028721925626139
-0.139957695329621,0.148547969043272
-0.258451970947234,0.0069192586445725
-0.197806494917456,0.040163042616005
-0.27416004970206,0.00408877028335833
-0.23399177187921,0.0147951044208543
-0.172807923723471,0.0737024485376812
-0.185690739905773,0.0543459678870987
-0.222128527687667,0.0208598925120853
-0.2166685767465,0.0243026299698443
-0.234801712245701,0.0144436473558699
-0.233682088797905,0.0149314352514188
-0.199488312266699,0.0384642111284836
-0.349846594773082,0.000206112694374478
-0.22460599233811,0.0194414828606379
-0.174961412227317,0.0701266851673434
-0.189283063648914,0.0497656998611307
-0.251877160913367,0.00854688518373659
-0.276999605339875,0.00370572899742597
-0.19931203112811,0.0386394029938497
-0.193385173387436,0.0449305391056821
-0.223962804400014,0.0198014990114302
-0.31574334098872,0.00087252616364614
-0.24783222343601,0.00970813767246312
-0.209512515390798,0.0295406418811682
-0.205105486926068,0.0332203578891626
-0.279877275818466,0.00335066667939592
-0.149252952123878,0.123150787334648
-0.185023730192192,0.055233448896791
-0.192999260624578,0.0453681058015578
-0.153574222196861,0.112547115420641
-0.24347283852225,0.0111127597236329
-0.217883487296236,0.0234972414454617
-0.249628385307581,0.00917638899647393
-0.156961678670832,0.104742269557624
-0.150906183342539,0.119006692964971
-0.165580397041314,0.086789524249012
-0.173646450220544,0.0722930288191195
-0.24215311216038,0.0115716790828467
-0.234058472850568,0.0147658827973264
-0.136898979357344,0.157713868863793
-0.226683251160404,0.0183170034326317
-0.305280817195697,0.00131488476156184
-0.27143960294167,0.00448857649735465
-0.183203746545136,0.0577157299164951
-0.221861723802235,0.0210178188778932
-0.200307781343384,0.0376585196403923
-0.215596596849673,0.0250327400101339
-0.237269648185949,0.0134171074143358
-0.209669739108999,0.0294160218849632
-0.257808783009138,0.00706536872520022
-0.22968003051642,0.0167938408432401
-0.0838097705114162,0.388489235709174
-0.208383363232808,0.0304488575300915
-0.254750067036861,0.00779822431216401
-0.147961811892589,0.126463802803888
-0.275556005745482,0.003896247279136
-0.219217506723397,0.0226393017055199
-0.183846934483232,0.0568282413005754
-0.248418239112941,0.00953174809464063
-0.208407185008293,0.0304294554865602
-0.182312812141996,0.0589637964248145
-0.186514973337554,0.0532655294323069
-0.182136531003407,0.0592133385643809
-0.182708253615047,0.0584071425281014
-0.193661505983062,0.044619379865904
-0.181550515326475,0.0600491146585614
-0.167119283737647,0.0838583405477309
-0.147699772362254,0.127144460180017
-0.118365638029994,0.222437390939979
-0.285099009004783,0.00278350397728279
-0.191069696810291,0.0476093778822069
-0.214334042748967,0.0259165782580052
-0.15322642427478,0.113373383056763
-0.225130071398781,0.019152318160577
-0.228012506232469,0.0176272715857726
-0.207440020923601,0.0312256434098161
-0.224625049758498,0.0194309022747667
-0.160649289515914,0.0967343535109614
-0.204571879155204,0.0336910841864085
-0.275417839447669,0.00391493376207274
-0.262239633249353,0.00611186570370243
-0.268571461173273,0.00494755888113694
-0.172626878229785,0.0740096434689132
-0.217859665520751,0.0235128111429685
-0.317787249325335,0.000803947046842122
-0.12172927272848,0.209478635869327
-0.0946629714223937,0.329803530029017
-0.261982358074115,0.00616393409019666
-0.187544074038508,0.0519414333165177
-0.268571461173273,0.00494755888113694
-0.231757289338715,0.0158034945170837
-0.182041243901467,0.0593485855363263
-0.212304427477643,0.0273931064837905
-0.257732553327586,0.00708286521143843
