"intercept_mod","scal_mod_temp","scal_mod_weight","scal_mod_t_w","p_mod_temp","p_mod_weight","p_mod_t_w","r_sq_con","aic_mod"
0.216669363452907,-0.00355515875531525,0.00090544390882202,-0.00214213284984426,0.162611994246297,0.932280334382484,0.461371484085387,0.367084593998113,-351.633555118309
0.226335874517959,-0.00284318273115593,-0.0179634325521515,0.000411497432925052,0.27838422224639,0.0899920388703615,0.891936450109456,0.530562797002733,-375.779129307108
0.201898545771302,-0.00535628511994757,0.0159455976377077,0.00201907565774853,0.0589364606597951,0.2270497707398,0.539258664579631,0.616258627067871,-369.644512674669
0.211183115137907,-0.00367049727567494,0.000477530817119429,0.000786780608727245,0.209225064390846,0.965362738726083,0.821822294738358,0.382749138070883,-341.201320800409
0.220597608371194,-0.00157124964133846,-0.00417785672392439,-0.00475641477888904,0.549482416219493,0.60571294376304,0.14312260018288,0.480615074781191,-370.310511234122
0.215651445090558,0.000785508079559015,-0.00888560865802786,-0.000841592562345808,0.804713898177596,0.526462416943446,0.802339544522021,0.475550916334186,-366.231815827762
0.21763344139606,-0.000441132509877128,-0.00486557828690103,-0.00174429386879469,0.867051160523921,0.629901340117311,0.54069287410976,0.449506601186577,-347.578483198473
0.209357881447171,-0.00588303577859439,0.00804127566289481,0.00469129264137761,0.0282487699625971,0.317481855282053,0.134937291353546,0.671394916690353,-400.651053596526
0.219206213341168,-0.000911167303552383,-0.00623818167712958,0.00309330152174653,0.75854849146622,0.422354321997712,0.319602162502784,0.589232409444699,-355.395332447945
0.233622282371025,-0.00793195310020476,-0.0195240333547663,0.00332729925671439,0.0330040156899595,0.126052460946461,0.420624753896838,0.446955970480022,-359.148813320287
0.212751602967369,0.000401160497932241,0.00129600224163921,-0.00132668185593298,0.888497210549206,0.849832312497447,0.729455666934297,0.395403085618327,-356.28341212316
0.21354016223693,0.00320648305849782,-0.00219379272970473,-0.0039897211823801,0.385880714443136,0.707913880947381,0.371313454986922,0.382258780015186,-334.110225526828
0.222726992753154,0.00126386028201483,-0.0142327287335871,-0.00520944257279106,0.63370460890688,0.0741805576438213,0.0579472648810515,0.547496969924041,-401.652171671693
0.197510794040068,0.00370397266029318,0.0193455238585766,-0.00173536318053566,0.331666970662328,0.0997711617167021,0.701193412968181,0.668287472275889,-361.306262497131
0.214316995631375,0.00352020716412786,-0.000129824288131607,-0.00163676014342598,0.183791451945812,0.989219834738492,0.568020651540577,0.596316842526377,-355.320536120161
0.219556923391148,-0.00751269233160012,-0.00906130787268349,0.00756310339068331,0.0185927957095039,0.263659661799042,0.0259929376162014,0.587122486769562,-360.004959033858
0.212390286942481,-0.00133791904035712,0.00594480567463771,5.06638294814689e-05,0.616595719643383,0.611898195619995,0.986123512647576,0.507072563017278,-352.592865138758
0.203327021686789,-0.00197936355433095,0.0189524486717813,-0.00196467898692685,0.514927899594256,0.101826817731082,0.565911916009356,0.627927270414312,-370.179616062899
0.224115411788776,0.00189024033181718,-0.0134497071830163,-0.00266714804258878,0.612301033464673,0.231281696001491,0.490424342341039,0.51724969769316,-360.362530034068
0.200000252579915,-0.00104389105384346,0.0150663239883547,0.00342518293301894,0.656893430235892,0.194510988017339,0.240421100655074,0.698642098326704,-370.419254999508
0.218136524749181,-4.36106149040227e-05,-0.00727685463016695,-0.00135347930331187,0.985607499261265,0.513141109104588,0.546274013942756,0.41363249502008,-357.039313681347
0.210233077272016,-0.0055849493574777,0.00871538998844187,0.0022518757301338,0.0611230066476441,0.381834875017035,0.225455826143729,0.478642897606192,-330.015469962214
0.211679077270067,-0.00194559327384186,0.00307929214941694,0.000384775535028308,0.435739513418193,0.76414161233428,0.89131865083635,0.607221043223131,-382.708094445565
0.215726958867801,-0.00928665444186161,-0.00615192542666559,0.00651301484257987,0.0103634900757852,0.615132155209217,0.0918337105961018,0.517241288121629,-369.556160945074
0.220358133823485,-0.000436979635134727,-0.00396510067206881,-0.0037314319047422,0.867345984626446,0.577840933268355,0.177564838263105,0.42331179085244,-351.563725100633
0.21021498628245,-0.0041483130021108,0.00800058706455017,0.00351956251462288,0.2137859905192,0.230792101803664,0.362325546861706,0.607129384536935,-361.473742621885
0.223937610509393,-0.00570363353846305,-0.0117674105839164,0.00315739707076176,0.111748873007473,0.30370217067609,0.351736257090947,0.413137748387112,-364.451043716912
0.223363667716708,-0.00430192516022012,-0.0128030148064207,0.00355062443049144,0.201837789439716,0.280612206492476,0.399555254422854,0.507734276773472,-356.392937551007
0.21405962700547,-0.000446199524518887,-0.00359848134162237,-0.000152473864854452,0.878048477962418,0.672208980606706,0.929700835473876,0.503476923993671,-321.405374012949
0.227404160684475,0.0016334484861678,-0.0168521755471284,-0.00564038511737205,0.615746515105589,0.151308634560795,0.150077747597484,0.461075617962488,-361.02977628492
0.208156698908765,-0.00198542810031836,0.00386730667843568,0.00170755208918435,0.500975396361489,0.590623710479766,0.607608488077327,0.50804480635916,-347.902693062508
0.210689303656679,0.000976550098332799,0.000452284788007044,-0.0036364873313154,0.728278961008212,0.942277852656384,0.334601786434579,0.527968546145608,-348.871201724852
0.21118073737942,-0.00591840132911972,0.00402990854869869,0.00402422705596057,0.0197180973864073,0.685688791980121,0.190143538061774,0.64067511660029,-397.915463550152
0.20968377749448,-0.00428545299751639,0.0050534005380291,0.00397155838854799,0.236808754486303,0.636467314178952,0.365757258453738,0.571556799734864,-355.127894061169
0.227318756646886,0.00514296952242714,-0.0236224683055713,-0.0072283752259465,0.183569265288357,0.00552253602239084,0.074342478840756,0.370430525133994,-356.479599306073
0.211874179762,-0.000755177335913672,-0.000746715097477125,-0.000732074908501128,0.729899442638344,0.938168250976301,0.780299373856283,0.508540316034613,-375.142480972588
0.211008297057004,-0.00454307598823371,0.00376500246203486,0.00180986001583309,0.0966401429313952,0.394280389381859,0.522426163055922,0.561852834636245,-386.402938574008
