"","intercept_mod","scal_mod","p_mod","rsq_mod","adj_rsq_mod","aic_mod"
"1.67",0.231085390716628,-0.0195718808454784,0.0189930381978294,0.0508149281268618,0.0418603519771151,-358.15642292775
"1.68",0.225061020181546,-0.0144193581123125,0.0332789011856259,0.0420409001908772,0.0330035501926778,-375.473667894974
"1.69",0.228560879667352,-0.022509289042623,0.00524443475065796,0.0712037120700185,0.0624414829386035,-370.669990633961
"1.70",0.228641030691303,-0.015790423303343,0.0553579518292319,0.0341994239157922,0.0250880977263185,-350.241429299444
"1.71",0.223737919093714,-0.0150971389893853,0.0692965220485165,0.0307911360219994,0.0216476561731503,-347.13042283228
"1.72",0.214368210308824,-0.00143155303255664,0.850747226713013,0.000335542783993976,-0.00909525398219491,-357.618759574346
"1.73",0.226348007938094,-0.0196122620651153,0.0109950403580309,0.0594477282546837,0.0505745936155768,-362.640368584275
"1.74",0.22549212033487,-0.01481202853271,0.0767706662631169,0.0292499790289178,0.0200919599631527,-350.785408603644
"1.75",0.226318520314782,-0.0142807210079586,0.0635951936742113,0.0320896587628815,0.0229584291285689,-366.66304021383
"1.76",0.234299826188169,-0.0240578440153414,0.00349886898812845,0.0776426899922604,0.0689412059355835,-348.392920212776
"1.77",0.235643815162709,-0.0196977566126821,0.0275643950280853,0.0449758241247109,0.0359661620881515,-329.766680694148
"1.78",0.225093725760559,-0.0172013732875734,0.0235533533901053,0.0474358375939037,0.0384493832315819,-378.032253064244
"1.79",0.225049241403773,-0.0105753588159598,0.128022540842455,0.021715946162009,0.0124868513144807,-368.949576422552
"1.80",0.223892227864508,-0.0130089946221685,0.0833657061015432,0.0280167726157602,0.0188471195272295,-350.602861977273
"1.81",0.23449440816633,-0.0228683498084721,0.00178648894313768,0.0883309559688341,0.0797303046100495,-359.667482815486
"1.82",0.224776007985131,-0.0117708449168369,0.0918248940958672,0.0265790132740111,0.0173957964181055,-356.720260630946
"1.83",0.227344236321173,-0.0159046611238936,0.0241311678754679,0.0470561555960813,0.0380661193281198,-368.542121076623
"1.84",0.23161048555186,-0.0246146173204845,0.000621416626513343,0.105057497898819,0.0966146441054119,-380.550282704157
"1.85",0.228587370161522,-0.0174737593744773,0.0199200424988158,0.0500655046431532,0.0411038584605413,-348.366883733716
"1.86",0.223765520623347,-0.0139350326311952,0.033266897090159,0.042046506344196,0.0330092092342356,-397.952187300982
"1.87",0.234582582546817,-0.0233838861230442,0.000821688739847948,0.10064352023361,0.0921590251414741,-366.155800796611
"1.88",0.232540525602915,-0.0247466161189391,0.00176315828248926,0.0885397652178646,0.0799410837576557,-359.977108890905
"1.89",0.230917660249275,-0.0239922047145535,0.00363917007376413,0.0770171526401943,0.0683097672877432,-364.457271198089
"1.90",0.226971176993887,-0.0158760063984843,0.0314243160760614,0.0429326442554671,0.0339037069371224,-360.157803336168
"1.91",0.229626830298243,-0.0174718364193138,0.015699578339964,0.0538155296590734,0.0448892610709514,-370.314733521898
"1.92",0.227006274491201,-0.0180236077744179,0.0213009032375069,0.0490125382362235,0.0400409584082633,-351.699100394432
"1.93",0.234895175754322,-0.0280775844811762,0.000691765907971076,0.1033640573272,0.0949052276793437,-358.136972329875
"1.94",0.227665181491271,-0.0168170507421725,0.0471258306178258,0.0366644060727674,0.0275763344319444,-359.096087300754
"1.95",0.224696809419417,-0.019107006214303,0.0149765333177663,0.0545597035166716,0.0456404554366401,-372.111990058598
"1.96",0.233538586780579,-0.0229942120138873,0.0124952373636241,0.0574227147974018,0.0485304762577545,-338.633835009963
"1.97",0.223809834836982,-0.0110904043245448,0.15259524866577,0.0192072236475835,0.00995446160652291,-336.720899350593
"1.98",0.23107971019074,-0.0233681965810914,0.00601774834722289,0.0690163627506901,0.060233498248338,-354.572492910365
"1.99",0.228569358860503,-0.0162871569026098,0.0471454383476728,0.036658016357407,0.0275698844362504,-348.496790744559
"1.100",0.225467952629844,-0.0110320534252659,0.119092043831262,0.0227622665475021,0.0135430426470068,-357.327892379887
"1.101",0.223943006298013,-0.014673112934847,0.0793956972000663,0.0287461197521627,0.0195833472969943,-340.714453398967
"1.102",0.219672777653348,-0.00769913552885331,0.282810752701422,0.0108742370447378,0.00154286192251818,-358.092855264296
"1.103",0.23543654493898,-0.0272544021974152,0.00181324241598912,0.0880948297260366,0.0794919507611879,-358.10865157302
"1.104",0.225144897659233,-0.0177677573730333,0.0239840512356518,0.0471519381356022,0.038162805476504,-368.317565084395
"1.105",0.232306724939166,-0.0256668486963515,0.00108536274083165,0.0962376555218957,0.0877115956683285,-363.272418167367
"1.106",0.227311366284041,-0.0170535694518594,0.0229968341537714,0.0478106227790958,0.0388277041260683,-373.152662912358
"1.107",0.223960826000365,-0.0143962656789453,0.0865052815878828,0.0274657026778541,0.0182908508163243,-345.179582189326
"1.108",0.224150263596907,-0.0158851210240168,0.0323333755466963,0.0424889722114061,0.03345584930774,-367.040436507746
"1.109",0.227672472933868,-0.0134916955853067,0.0932373565572385,0.0263528013221034,0.0171674503911797,-359.021261708388
"1.110",0.229258574353745,-0.0229378313578452,0.00384017399337657,0.0761617579753419,0.0674463028619017,-371.261998519178
"1.111",0.227223235843932,-0.0181449209076222,0.0148605946283313,0.0546824079993354,0.045764317508763,-374.899381212185
"1.112",0.22251485183205,-0.00907538214636844,0.197855640499054,0.015593761339588,0.00630691003147077,-343.711845717405
"1.113",0.232588866111801,-0.0164329785855975,0.0163348116704952,0.0531898609550184,0.0442576898319524,-354.679325521282
"1.114",0.229893769040456,-0.0195842955882348,0.0218095755772139,0.0486420856435313,0.039667010979791,-341.258110447636
"1.115",0.234254171448303,-0.0253826736036515,0.00500563452857455,0.0719449953263117,0.0631897594331636,-347.177812840674
"1.116",0.2283554286005,-0.0190308685714103,0.0130013793342152,0.0567945857795634,0.0478964214944648,-358.035398193814
"1.117",0.228400382505305,-0.0158181340288772,0.0243218002415303,0.0469329245390441,0.0379417257139406,-384.101577785262
"1.118",0.231288470653211,-0.0243671890075129,0.000998234472983428,0.0975632349281838,0.0890496805407137,-370.602125458079
"1.119",0.223463049986906,-0.0132271069257375,0.0984500502300531,0.0255486816220342,0.0163557446562042,-362.087771343441
"1.120",0.230183245539544,-0.0210569787719857,0.0131351558238733,0.0566326965214299,0.0477330049791791,-360.162354814384
"1.121",0.228306079729471,-0.0215460740943367,0.00615992155892798,0.0686451086081904,0.0598587417082675,-361.592165391204
"1.122",0.230845055310306,-0.0200394248377796,0.0134614473091985,0.0562447264993984,0.0473413748626001,-350.631654386531
"1.123",0.221871857092676,-0.0106424189687231,0.171759114118956,0.0175455635422813,0.00827712546249137,-357.430639312524
"1.124",0.231024672895518,-0.0236843347125719,0.00463588427190736,0.0731657291350552,0.0644220095985935,-349.309088946924
"1.125",0.232598646191465,-0.0247220821311046,0.00283050764262387,0.0810150875731579,0.0723454185879989,-364.579565785814
"1.126",0.221359905817168,-0.0146818603708405,0.0574214115851404,0.033641481593558,0.0245248917972707,-370.658809377623
"1.127",0.229132334551586,-0.0243663620251501,0.00171304137468014,0.0889977739161678,0.0804034132927354,-364.495119638859
"1.128",0.225158995080747,-0.0149347919357084,0.0410505618734291,0.0387898557593613,0.029721835530676,-362.981122654276
"1.129",0.219643904454222,-0.0114186161676629,0.0799341735258089,0.0286449492362667,0.0194812223422691,-366.641619797335
"1.130",0.236557600284289,-0.0275978950821052,0.000564321154477488,0.106578133289556,0.0981496251130426,-340.690433737807
"1.131",0.232531352643292,-0.0214771701240547,0.0135719405990023,0.0561154996489491,0.0472109288909202,-343.041340761417
"1.132",0.231458032776137,-0.0214432684673041,0.00212677758937358,0.0855604278922017,0.0769336394760903,-373.28640586493
"1.133",0.228605357908482,-0.0215944129777244,0.00470599855304896,0.0729269231238371,0.0641809507004769,-376.631617345415
"1.134",0.232662941339317,-0.0265927598706114,0.00314520951735928,0.0793380212283731,0.070652530862603,-344.230437444273
"1.135",0.231839924757532,-0.0188989990601801,0.0311503224086565,0.0430689570611813,0.0340413057127018,-345.444583737024
"1.136",0.225897199941358,-0.0166959061873726,0.0317510210175694,0.042771693797569,0.033741238078678,-355.770723650024
"1.137",0.224105360266353,-0.0137732247107424,0.0650997604963089,0.0317354308822982,0.0226008594755274,-357.148711199676
"1.138",0.231254602712853,-0.0231089237466746,0.00200491802218098,0.0864982139841917,0.077880272606684,-361.963350063947
"1.139",0.22785472013861,-0.0175257763748141,0.0405271591772122,0.0389879996286506,0.029921848681751,-353.952368655831
"1.140",0.235542739915702,-0.0250059013943835,0.00740085336364206,0.0657283325124599,0.056914448856917,-337.421429424512
"1.141",0.225812024792351,-0.0107457337060568,0.157122671820339,0.01879426844004,0.00953761059513458,-350.087882290501
"1.142",0.225486526339703,-0.0184984868677222,0.0171637345050176,0.0524095472714624,0.0434700146985516,-368.715385617642
"1.143",0.230428198449701,-0.01607029507165,0.055340810882266,0.0342041491984348,0.0250928675870992,-356.793119697011
"1.144",0.230414474321946,-0.0130946501260268,0.0910506713431888,0.0267045952926219,0.0175225631727409,-351.212341749616
"1.145",0.240813227089999,-0.0252795679162922,0.00438822289638361,0.0740391955916229,0.0653037163047513,-351.205121459336
"1.146",0.232717082395394,-0.0211691143452049,0.00489254978232079,0.0723084862948832,0.063556679561816,-362.919373898119
"1.147",0.232376438699194,-0.0201473890564238,0.0160706223271267,0.0534470227906471,0.0445172777226341,-345.834003178228
"1.148",0.229308498513736,-0.0125978610595998,0.0746468212693586,0.029671192165285,0.0205171468083536,-339.638089381534
"1.149",0.224319086174655,-0.0191992035686244,0.0216838131366675,0.0487328494752978,0.0397586310741214,-361.806677003712
"1.150",0.235470906157105,-0.0221014566570477,0.00513994293270025,0.0715238245115792,0.0627646153088582,-332.459157886702
"1.151",0.230794459616819,-0.0172256082947929,0.0175345768110859,0.0520727565977899,0.0431300467543727,-364.578718051834
"1.152",0.226194507958767,-0.0168104462427307,0.0224596866391061,0.0481812423415815,0.0392018200995209,-362.74199949601
"1.153",0.224515534181796,-0.00941239487886839,0.191757259487966,0.0160222437677177,0.00673943474665828,-370.676477404377
"1.154",0.225903122997003,-0.0161005560619333,0.0388295106148343,0.0396493706937109,0.0305894590964816,-357.022023335039
"1.155",0.229571697157934,-0.018961477054664,0.00853917549734692,0.0634564288138254,0.0546211121045218,-364.400421827325
"1.156",0.228981883773927,-0.0220345516580801,0.00311603082907924,0.0794862992547601,0.0708022077382955,-376.054322073974
"1.157",0.231049076885704,-0.0191484858575508,0.022159122932634,0.0483925887665518,0.0394151603586889,-359.793170209883
"1.158",0.226391103576054,-0.0196901584057836,0.0152277874461991,0.0542970570296033,0.045375331152524,-336.006637365267
"1.159",0.22556508730154,-0.0129688988397063,0.0997071112944879,0.02536161068599,0.0161669089000087,-343.716804239936
"1.160",0.227231819928481,-0.0166683204131876,0.0299221894749315,0.0436954709740195,0.0346737301341516,-369.152524509742
"1.161",0.229693970101468,-0.0160804691859216,0.0461477972227057,0.0369866780800848,0.0279016467412176,-361.751347765376
"1.162",0.231516714685141,-0.0183813557127293,0.00908235570017894,0.06247775217406,0.053633202666268,-361.713972019104
"1.163",0.219132506733784,-0.0122358799323445,0.116034645278589,0.0231403232582849,0.0139246659305328,-357.933409024002
"1.164",0.226175504109402,-0.0181974785390034,0.0123178599288424,0.0576489461840168,0.0487588419027338,-348.698136922897
"1.165",0.224736694572529,-0.0146580079611178,0.0677797436707805,0.0311252928389948,0.0219849654129475,-348.350243155536
"1.166",0.236830546670946,-0.0272272677966263,0.000849398991712242,0.100118875716765,0.0916294311480552,-352.672903834733
"1.167",0.229249589953692,-0.0176223058924807,0.0369993538243201,0.0403966697354353,0.0313438081291656,-359.959631612646
"1.168",0.227403485662761,-0.0174033435492403,0.00975289568969506,0.0613478660480349,0.0524926572371672,-381.572691917975
"1.169",0.233828819223327,-0.0229732133112531,0.00664835087278404,0.0674321608750774,0.058634351072012,-356.473103693204
"1.170",0.228264284002893,-0.0218087372260851,0.0047695343885726,0.0727135802804296,0.0639655951887353,-363.074659681094
"1.171",0.227226544427104,-0.0175781093390231,0.0422012598077614,0.0383632722954157,0.0292912276944289,-342.312494716542
"1.172",0.228113197130598,-0.0170581369643254,0.0234893763671776,0.0474784602812806,0.038492408019783,-364.723867295072
"1.173",0.232026839075187,-0.0144285460150172,0.0504979563912618,0.0356042584140625,0.0265061853802329,-338.525352274196
"1.174",0.229628415449623,-0.0200092253410083,0.00823554172398021,0.0640311819130353,0.0552012874027807,-361.186256248982
"1.175",0.237258642770043,-0.0233707848561362,0.00528160484953546,0.0710913799584382,0.0623280910901215,-348.415952079927
"1.176",0.231692093074178,-0.0214896561938988,0.00402699978838919,0.0754059343798327,0.0666833488551141,-366.186863709374
"1.177",0.225062799909002,-0.0140535327237703,0.0484971180416887,0.0362240636192668,0.0271318378043542,-387.910492832223
"1.178",0.220598107926146,-0.0116438416018582,0.115260367296236,0.0232377889416356,0.0140230511014622,-359.306555799926
"1.179",0.23020745672797,-0.0118635601235414,0.13424911556075,0.0210327649008951,0.0117972249471299,-327.692620116894
"1.180",0.232991134305627,-0.0218455274845757,0.0175066649424594,0.0520978527081872,0.0431553796205285,-345.175352092942
"1.181",0.226650738434904,-0.0118631713968957,0.0650045784424658,0.0317575838804852,0.0226232214642633,-357.117152664876
"1.182",0.224811869705043,-0.0126057804735389,0.129549652970507,0.0215450584414607,0.0123143514456253,-346.739500183327
"1.183",0.235825412780392,-0.0185468522294821,0.0151796417772723,0.0543470439888928,0.0454257896869011,-351.259708428649
"1.184",0.223847138930444,-0.0174881012209434,0.0197088438706842,0.0502330777411565,0.0412730124368277,-371.526591492273
"1.185",0.242668802903996,-0.0341198427610577,3.44805811444704e-05,0.150050608626333,0.142032218141675,-367.277519316018
"1.186",0.229222620294392,-0.0172185729835417,0.0432323274491088,0.0379911419215521,0.0289155866566609,-341.062084752207
"1.187",0.222831083049529,-0.0106475509004685,0.193300381725976,0.0159123483355401,0.00662850256512049,-349.625256410991
"1.188",0.222544770364369,-0.0134326087241448,0.0339970777868666,0.0417092275661353,0.0326687485809101,-365.038554508577
"1.189",0.226346539419215,-0.0198771855938184,0.0122592024534595,0.0577244842369283,0.048835092578786,-356.665791536211
"1.190",0.231457041460723,-0.020508763750928,0.0124815469780068,0.0574400599028029,0.0485479849962255,-362.367231700644
"1.191",0.2370009523732,-0.0288578893018583,0.000259435726730161,0.118793246832434,0.110479975576136,-371.15358594527
"1.192",0.225506344398251,-0.0180920630805362,0.011545061329455,0.0586745953963533,0.0497941670510358,-363.474508894299
"1.193",0.233192184612284,-0.0247982914815557,0.00312415611740915,0.0794448699243315,0.070760387565127,-361.8832590511
"1.194",0.233551295034732,-0.0245732903659331,0.00373319602506452,0.0766112850133166,0.0679000707209892,-355.985973628023
"1.195",0.22900073048859,-0.0191289684130066,0.0172936885561089,0.0522906922845161,0.0433500384381436,-356.385203112772
"1.196",0.235206718842476,-0.0215814521427627,0.0120490653194874,0.057998124993145,0.0491113148515708,-348.771091624054
"1.197",0.229970679036356,-0.0154303701143679,0.0469622384315033,0.0367178249318885,0.0276302572425665,-359.031686327757
"1.198",0.22707239402196,-0.0153565801018962,0.0362668584871962,0.0407065096162336,0.0316565710277074,-346.562864143404
"1.199",0.220959797618763,-0.00973401178374582,0.180102875504925,0.0168865333065473,0.00761187796038254,-365.827815728702
"1.200",0.223186044580514,-0.0155768249497342,0.0476133016564178,0.0365063636389022,0.0274168010317219,-358.610342405295
"1.201",0.232204036419372,-0.0194280958746186,0.0150677680041879,0.0544638193600214,0.0455436667124743,-337.834963741689
"1.202",0.23045255706461,-0.0186580585741777,0.0185175671417229,0.051213878674145,0.0422630662088067,-365.862940889513
"1.203",0.224243204811726,-0.0130515810348819,0.0872733362236102,0.0273341370110312,0.0181580439639653,-364.228777463406
"1.204",0.232681854726111,-0.0192233889334798,0.0246654563702825,0.0467132454626246,0.037719974193404,-348.162211953576
"1.205",0.230686308664626,-0.0141288895530317,0.081199516655784,0.0284100351787941,0.0192440921144429,-350.521464503801
"1.206",0.233772921380598,-0.0221749274783097,0.00333479736638172,0.0784068204393568,0.0697125451604826,-370.637894543298
"1.207",0.228716605427752,-0.0155143780656583,0.0365676228061648,0.0405785148975321,0.0315273688116596,-353.412763560802
"1.208",0.223508731687167,-0.0145316369468315,0.0478117975218366,0.0364424905630751,0.0273523253797078,-369.663162712828
"1.209",0.223112697269877,-0.0150779846577927,0.0545550241729473,0.0344224259391598,0.0253132035423593,-363.215074841274
"1.210",0.227745599362187,-0.014167786222794,0.0616280021356168,0.0325663207387066,0.0234395879154867,-360.115070614129
"1.211",0.231966105673815,-0.0229701914272698,0.00444017589669435,0.0738519434785788,0.0651146976623388,-355.227817214944
"1.212",0.231800171831891,-0.0206706958236821,0.00333678383208533,0.0783973460998045,0.0697029814403686,-371.563003347225
"1.213",0.228741544192822,-0.0160131304084551,0.0574402976262674,0.0336364723225403,0.0245198352689793,-354.065398076335
"1.214",0.23667208523739,-0.0261734940133272,0.00256464692568079,0.0825838710396108,0.0739290018984748,-359.012773232451
"1.215",0.231205201072624,-0.0178837141631119,0.0219387293431225,0.0485494277412517,0.0395734789463578,-353.087392303184
"1.216",0.228687209408639,-0.0189085779194462,0.00518013616928292,0.0713999266357973,0.0626395485851915,-370.388101456402
"1.217",0.228968004961645,-0.0171521279992405,0.0211858286604306,0.0490975938181194,0.0401268164013091,-361.044450836473
"1.218",0.226540111391047,-0.0184526658397193,0.0131412704607893,0.0566253368110471,0.0477255758375663,-367.941111408018
"1.219",0.22530561770376,-0.0148413445225815,0.0464226072415895,0.0368954143372756,0.0278095220197027,-361.468064264898
"1.220",0.225170395278619,-0.0154330359291317,0.0156679807127932,0.0538473181959115,0.0449213494996465,-372.286911406854
"1.221",0.223280718459152,-0.0123606242171858,0.0919864811553431,0.0265529462387199,0.017369483467387,-337.166349078224
"1.222",0.223407691191964,-0.0198182199825248,0.0063767531700388,0.0680951401176829,0.0593035848357741,-363.907272232355
"1.223",0.223893181929787,-0.0162005278297591,0.0224654493959963,0.0481772183943817,0.0391977581905549,-367.249759364902
"1.224",0.219649022881222,-0.0128208286600707,0.0747277254382769,0.0296549154581871,0.0205007165474151,-373.869744481461
"1.225",0.233494641620375,-0.020400645402413,0.00889388831566028,0.0628104844705033,0.0539690739466401,-340.13384920532
"1.226",0.234043187206139,-0.0192276519675249,0.0360984495877895,0.0407786571566444,0.0317293992052919,-347.36730907047
"1.227",0.229271786123031,-0.0172277609701924,0.0230841692808422,0.0477511991442992,0.0387677198909434,-355.663127912468
"1.228",0.231881107428752,-0.0240727147568594,0.00201214951344416,0.0864409970534578,0.0778225158935847,-376.126811246401
"1.229",0.227296806801315,-0.0170973698149937,0.0454605787987588,0.0372173933201182,0.0281345385401192,-350.956438379182
"1.230",0.232462821726581,-0.0197136433786081,0.0127996131598814,0.0570419664555075,0.0481461359503706,-358.266188729877
"1.231",0.23479728832998,-0.0257904399134968,0.00236278653429577,0.0838874732576271,0.0752449022506234,-340.136744079278
"1.232",0.229234787425351,-0.0215100182251114,0.00124737030434697,0.0940323713625301,0.0854855069414219,-365.675294438193
"1.233",0.226803244834678,-0.0141120858932572,0.0582928128709262,0.0334121307102584,0.0242933772263928,-363.775240687128
"1.234",0.232115018047419,-0.0210571858721103,0.00537097951342626,0.0708244905522691,0.0620586838593659,-342.806699050697
"1.235",0.233806924744781,-0.0233003092118627,0.000676825548473555,0.103708934679688,0.0952533585917601,-354.423420717312
"1.236",0.23363878409117,-0.0190616112293835,0.0340413342270699,0.04168902515449,0.0326483555804756,-340.789591004087
"1.237",0.226312971066297,-0.0158496841151204,0.0170596995156584,0.0525053571130523,0.0435667284065716,-372.169190647129
"1.238",0.223588562237613,-0.0137299356232825,0.0828292792677184,0.0281131369680447,0.0189443929771771,-355.018812297384
"1.239",0.231185543871405,-0.015066899584901,0.0785111107256253,0.0289139105256263,0.0197527210022831,-340.412426825476
"1.240",0.230463725442691,-0.0207957208545384,0.00138815837254801,0.0923360726628541,0.0837732054238243,-376.657319455608
"1.241",0.228554985886858,-0.0173680275098574,0.016694158140842,0.0528467644223594,0.0439113565395514,-370.381138003222
