"intercept_mod","scal_mod_temp","scal_mod_weight","scal_mod_t_w","p_mod_temp","p_mod_weight","p_mod_t_w","rsq_mod","adj_rsq_mod","aic_mod"
0.23386830523992,-0.00210564080263474,-0.0205095913953227,-0.00761272737994404,0.522602699854394,0.0136169904570467,0.0415794549349001,0.249571552688522,0.227924578246845,-388.501984623849
0.230526153450625,-0.00166627332327471,-0.0166728160601107,-0.00666761514378857,0.552647361602989,0.00320122911183708,0.0122086896481365,0.198224335629316,0.175096191464777,-367.028184262141
0.223301695313218,0.0020394900647146,-0.00927841611947639,-0.0100008929560954,0.561785118918449,0.200625895693776,0.00628466007693696,0.189496739379186,0.166116837630508,-373.425396494449
0.232968918744105,-0.00206926746431357,-0.0213671028940149,-0.00483445057882987,0.53774979914998,0.00292637239739289,0.182092904566991,0.162354658385315,0.138191811992584,-360.311043526286
0.2274068344132,0.00376234131437879,-0.0175971531026255,-0.0104619223524478,0.206309609699953,0.000147632593569695,9.43069671151386e-05,0.195963375214923,0.17277001103843,-367.566959425597
0.22858585711061,-0.00129668653863435,-0.0154074620227928,-0.00541447306957486,0.669851667772148,0.0415465914893437,0.068762250234152,0.1343121934296,0.109340429778531,-354.228271411763
0.229245045417188,-0.0042605883049695,-0.0136151177796172,-0.00499332193916142,0.180046307195545,0.0743090495025168,0.155145526883915,0.194381222278579,0.171142219075077,-372.937891603371
0.226185909784449,-0.00436424516831931,-0.0189413535299962,-0.00385372973346471,0.101172226427242,0.00554527740708638,0.0454286497028504,0.159372424278632,0.135123551902054,-356.390444399163
0.226581397505973,-0.000124311447607738,-0.0156678160711127,-0.00719120737487788,0.969998293939597,0.0597967195604381,0.0556096084057708,0.164012075966238,0.139897039696034,-374.300094053789
0.229260088035858,-0.00266763691127406,-0.0189148284626689,-0.00583778113974299,0.436267399051568,0.015509727270528,0.0884280750642404,0.194867917343936,0.171642953421166,-370.62438541057
0.229521261699413,0.00082268608745499,-0.0141028168974989,-0.0086161055367249,0.752044789935846,0.00172980002528444,0.000961656125068315,0.207750934585722,0.184897596160311,-382.749834874319
0.235993010094261,-0.00292348384249116,-0.0255105075212017,-0.00527296008620922,0.336395234730292,4.74751535940157e-05,0.0749330723044138,0.23323748611718,0.211119336678252,-381.947670078193
0.227992706465102,0.00586926492618583,-0.012057124432812,-0.0125939491606595,0.0509102868238123,0.00665606521287415,2.16268089020242e-05,0.215763727354025,0.193141527181545,-373.661459713299
0.235080496941487,-0.00539211485900314,-0.0150316693528495,-0.0011502072938146,0.127776214635066,0.0490845207997312,0.760328405994093,0.116317559910067,0.0908267202920883,-344.646265617607
0.233567204575372,0.00389389995981202,-0.0180094892688324,-0.0114700886068925,0.304641771441738,0.0314029351840629,0.00857345286693444,0.174824668480436,0.151021533917371,-354.751465234991
0.229871813936356,-0.00161656511403473,-0.0165719010989147,-0.00380550641896636,0.557034154780416,0.0134227583223629,0.143405696334545,0.125339657978702,0.100109071189626,-379.09149476029
0.228134152500384,-0.00534294365882529,-0.0180910694730335,-0.00256930325677172,0.109953141258943,0.0177824576132177,0.472609832315067,0.197235209196099,0.174078532538294,-385.804231579593
0.227023044920446,-0.0008858076284099,-0.0136592885787748,-0.00649012063052085,0.799807070318179,0.102092362723213,0.0836471234231672,0.178607431958046,0.15491341557222,-383.552943286084
0.229382417863802,-0.00225532101246532,-0.0173217625664903,-0.00532532530089074,0.407094304698503,0.00678061575571278,0.0236890146126757,0.16402812845386,0.139913555236183,-376.988916825153
0.224690395967734,-0.00224698089200616,-0.012951158096369,-0.00484862523751691,0.340701246465922,0.0190547711418131,0.0215473042761641,0.176001135132732,0.152231937107714,-401.385763790681
0.230827907624988,0.00223422159289528,-0.0197183821336879,-0.0104740112103959,0.594198469421987,0.00961832410519522,0.018454722676356,0.243104044988762,0.221270507824976,-371.109280979672
0.220680949093747,-0.00241277395372961,-0.00745494029607006,-0.0083921004606274,0.57045059216175,0.375853165935954,0.0631934853643297,0.232345384221026,0.210201501073555,-379.951995837751
0.227996388129139,-0.00109695192618549,-0.0220528842382008,-0.00584840436227326,0.611635397626307,0.000140185767265955,0.0017526658643255,0.202565504715038,0.179562586581818,-382.541349333723
0.233230105305903,0.00031346921595333,-0.0163865568368293,-0.00940209082787408,0.908887566911336,0.000203276966851093,0.00036591838266987,0.284414227743514,0.263772330466885,-396.57464224851
0.225348060830798,-0.00425530009490419,-0.01714751030173,-0.00295460472514382,0.08507797522117,0.00998997788931922,0.0813211941353083,0.147879052792775,0.123298640854105,-374.542744140304
0.235007261445391,-0.00666726160270394,-0.0154421636186431,-0.00235752039836108,0.109128195258565,0.0770044423348731,0.563497624913522,0.181612066142614,0.158004721896728,-356.701304373747
0.226757193055831,-0.00186210887477321,-0.0147076264074417,-0.00656313058970002,0.64490345918902,0.0791061274589381,0.107987223183475,0.207986780220562,0.185140245034617,-378.058723133073
0.222195330873593,-0.00245134503758638,-0.00988224372350707,-0.00321877338354175,0.202021971964437,0.0538714703435909,0.053871324186583,0.126290389493127,0.101087227651583,-391.332822744819
0.228615972265226,0.00733567171421522,-0.0108614748633002,-0.0145727232085239,0.0527472076173026,0.00986791293974033,0.000104124600298086,0.199538031953757,0.1764477828755,-367.595245920835
0.229757129062431,-0.00466236968829159,-0.0138420203169943,-0.00582636629333347,0.0301673660183075,0.0144775678831044,0.00134717318513077,0.207718588274744,0.18486431678267,-374.827031215496
0.231021548842828,-0.00280399104189087,-0.0176374097373859,-0.00483968967621073,0.272404448123201,0.0141335923646455,0.00445391914857574,0.14118661108006,0.116413147938138,-342.712853206858
0.223162436373244,-0.000731930039029605,-0.0139222323503255,-0.00668044606391045,0.800055788878977,0.0214666166432958,0.0269389250964,0.173901255440058,0.150071483962367,-385.683825021088
0.23316351689994,-0.00382544695372831,-0.0196812158043387,-0.00558568496130005,0.33106282541196,0.034385396274068,0.169498034722414,0.191869152014649,0.16855768524584,-350.596904987628
0.233280251781412,-0.00447171139926324,-0.0200965681641353,-0.00293207816791511,0.212973328166532,0.0252515339301707,0.46857625825939,0.162055537978075,0.137884063112058,-361.43859880242
