"","intercept_mod","scal_mod","p_mod","r_sq_con","aic_mod"
"R2c.117",0.216617397586363,-0.00511390717526953,0.0167270228823985,0.441228320233338,-385.851318871925
"R2c.118",0.212047754968241,-0.000873838598107546,0.663499642959839,0.457434627690429,-383.06801099983
"R2c.119",0.213937185436835,0.000675438713134483,0.732608653608033,0.561757638945604,-386.814705051385
"R2c.120",0.206891412106525,-0.000814364363144329,0.67126820807235,0.527171018723098,-383.206036522837
"R2c.121",0.210554961390515,-0.00164416940141885,0.444101761321302,0.474146859369612,-380.468395019864
"R2c.122",0.215033081441753,0.000941865035207661,0.597707028477439,0.568122292136608,-397.990367936421
"R2c.123",0.21754397581204,-0.00258473740606153,0.266894129910486,0.476450089766448,-357.362223079109
"R2c.124",0.208793805640587,0.000224693030750591,0.911997685761727,0.591803274094397,-393.4741649758
"R2c.125",0.213245409008862,0.00254712925154296,0.204344554899079,0.614984794866799,-382.37611095316
"R2c.126",0.214023730323245,-0.00289002303303876,0.176604068246845,0.456774797581682,-381.609598686199
"R2c.127",0.216489800601129,-0.0016455004117038,0.39335624613626,0.468988307800765,-382.892759777405
"R2c.128",0.21424786526511,0.00196476254998412,0.305957923516514,0.640987897437725,-393.429121387052
"R2c.129",0.216590466925778,-0.00410386530402382,0.073426582534226,0.450981626987223,-375.409874954598
"R2c.130",0.213281261997519,-0.00158890036105618,0.437248533656693,0.575965461173632,-397.321993775189
"R2c.131",0.217046047273041,-0.00380038540703247,0.102405176880201,0.456321234737799,-369.444379057734
"R2c.132",0.215368462434519,-0.000353835577657479,0.880566824849915,0.426764858487437,-362.70288981438
"R2c.133",0.208246876582077,0.00170394119942873,0.376944516430301,0.585406412767124,-393.321661402446
"R2c.134",0.210784452199951,-0.00161072988781853,0.410780821543524,0.505043343391899,-376.590365733639
"R2c.135",0.212148666491002,-0.000667004107532868,0.749670542706298,0.501684777359757,-370.731094285948
"R2c.136",0.215782400649459,-0.00222485315258655,0.283177987671536,0.510219232902511,-373.850886228394
"R2c.137",0.218014917329529,-0.00610790814184385,0.00415813418170983,0.497724924871573,-373.637411089925
"R2c.138",0.210148020831325,0.00126112884205353,0.534192969343573,0.509450965509477,-381.573858026835
"R2c.139",0.213487031335366,-0.000741576009086768,0.727020416483673,0.588707344227084,-387.058394452109
"R2c.140",0.218497677065232,-0.00255797863757491,0.318526077974862,0.532153730813646,-362.258303927863
"R2c.141",0.214573464449381,0.000656552443587053,0.750466220089177,0.47599892251973,-386.108208922544
"R2c.142",0.21144341906385,-0.00054731395314722,0.766915516801404,0.423632190003252,-387.058579160249
"R2c.143",0.214892651956371,-0.00321809415919974,0.147461406031184,0.444084168014108,-374.938173501233
"R2c.144",0.213207625649917,-0.000933805566081902,0.646147328170505,0.498887200459971,-395.613571860106
"R2c.145",0.215742354059058,-0.00187972913151955,0.383932173088172,0.511411921049828,-372.196136405253
"R2c.146",0.213828726007707,-0.00179721988013257,0.408205080576627,0.449576369884254,-374.599756182103
"R2c.147",0.218440159149617,-0.00320654692248227,0.120788579267851,0.451191031303144,-369.120187107523
"R2c.148",0.215508194054052,0.00250709576743661,0.249086806997453,0.54246253017557,-379.187098963096
"R2c.149",0.215643482838089,-0.00167851566138756,0.361356852385522,0.545429154513127,-389.82290816048
"R2c.150",0.216634124158817,-0.0032479714634189,0.105007854166799,0.485933902693713,-375.313344320498
"R2c.151",0.21318858465534,-0.00128315949424553,0.59312850364394,0.401843813490102,-362.601365766837
"R2c.152",0.212144527029253,-0.00100475396791291,0.657031527619863,0.482515425518533,-365.074956657625
"R2c.153",0.213073867712156,-0.00037773184215912,0.879641629259229,0.462857524266642,-370.77943380343
"R2c.154",0.212164775716669,0.000706913852598155,0.726672431059087,0.60358385007485,-404.977532210862
"R2c.155",0.211836647422767,-0.000239649462200915,0.896372427569441,0.452615496646112,-394.1738269018
"R2c.156",0.212801245061801,-0.000101076248412409,0.959882699557356,0.548326064990558,-383.109805236814
"R2c.157",0.211204664122747,-6.88121443053715e-05,0.975471021634589,0.453741729947982,-380.678013587031
"R2c.158",0.211310652745318,-0.000236659714088476,0.896356156539289,0.584268436230395,-404.78190952285
"R2c.159",0.214232211705658,-0.00318638733499442,0.14004476207338,0.420497157052879,-376.665065838036
"R2c.160",0.214510021972801,-0.00298259609609567,0.101630873859915,0.533425947774345,-400.671557567004
"R2c.161",0.214358331165586,1.86367138144987e-05,0.993497279206055,0.437108007256369,-374.967983803655
"R2c.162",0.212691070422,-0.00120374594496771,0.537803302258611,0.486845814092396,-379.702062063344
"R2c.163",0.213945670500187,-0.00166294332220735,0.484210068862173,0.489695749235702,-369.481865995753
"R2c.164",0.211283911832427,0.000333089031309153,0.883413122356477,0.509994035761501,-372.79813286354
"R2c.165",0.212287635066268,-0.00217617258021919,0.227189452015082,0.577200247920899,-421.486751060548
"R2c.166",0.215808277318568,-0.00019910765815513,0.913337457582531,0.566292412332548,-408.007303716741
"R2c.167",0.21584238937919,-0.0017493964703122,0.427858110108675,0.544606351707748,-375.743738399294
"R2c.168",0.212416674065748,-0.00162005370121439,0.49887129138009,0.409997553515828,-353.306348464089
"R2c.169",0.216940266025341,-0.00363995029978359,0.0599987410327798,0.428628007506626,-378.766096637694
"R2c.170",0.215309982274412,-0.00418979708265674,0.0463696808872567,0.523214830755402,-382.199106860572
"R2c.171",0.206551900201081,-0.000179891329883716,0.926190743446912,0.519371665399661,-395.560596101075
"R2c.172",0.211351119165987,-0.00127627879788906,0.526749809053972,0.486384820853898,-400.34611103327
"R2c.173",0.206418621407248,0.00168336582222308,0.435071109268005,0.594747758323651,-411.122607735907
"R2c.174",0.216570630999648,-0.0016008140253348,0.47402364530199,0.509063242810205,-357.080928542917
"R2c.175",0.209900040321154,-0.000207560908907257,0.926047877600494,0.470767609046973,-367.700880854036
"R2c.176",0.208228947534622,-0.00107167105088768,0.651637992675476,0.460627454477057,-367.079705178519
"R2c.177",0.213063258072822,0.00162466295001118,0.467696746354498,0.558327166007144,-368.043891489379
"R2c.178",0.215000449364687,-0.00304447620588249,0.0889716496748799,0.54680656887697,-396.617679739932
"R2c.179",0.212684103109431,-0.0023919857600759,0.289705736216832,0.464514342318199,-380.032680218478
"R2c.180",0.213010052495811,-0.0018965122913419,0.410356640016123,0.420242434804006,-373.415718979823
"R2c.181",0.216274393677442,-0.0027322639386969,0.22035501728046,0.443526849641183,-377.74286798775
"R2c.182",0.211259263270873,-0.00249412561436639,0.208512246195164,0.56368246659495,-391.498100958451
"R2c.183",0.210550044155093,-0.0013738365545107,0.477307517341586,0.548145766285158,-393.513627069963
"R2c.184",0.218331395307049,-0.00310190378459056,0.157328305690398,0.54155067074676,-390.961526443899
"R2c.185",0.215519901524586,-0.00397003515911456,0.0648134686349861,0.520294238186117,-384.136696354811
"R2c.186",0.214774486796036,-0.00503697974634114,0.0198399997825948,0.429276780286298,-384.781387897514
"R2c.187",0.216712028998269,-0.000132994057796939,0.953363400189573,0.505262089794671,-358.754112554658
"R2c.188",0.216305240320595,-0.00475119039299678,0.019855516360559,0.515999423124067,-385.968839259638
"R2c.189",0.217275825440087,-0.000972826645346861,0.659674439228163,0.513470963344979,-372.137528399157
"R2c.190",0.213088531803696,-0.00147077444533163,0.470557622367848,0.541986414308608,-378.016379398594
"R2c.191",0.216264185294978,-0.00285333503734111,0.186372703784274,0.472946481855339,-383.694293763513
"R2c.192",0.214415559654938,-0.000310865602554567,0.874150027494952,0.403653630402822,-376.715363721825
"R2c.193",0.214719729758148,-0.00199937603433824,0.305007028102725,0.514993954335262,-393.221478192439
"R2c.194",0.212105050563086,-0.00080523232952555,0.650781529910835,0.462193167865316,-390.108175190828
"R2c.195",0.214515887677243,0.00148142043145428,0.509100263374841,0.49077025171361,-368.49636898868
"R2c.196",0.21375320571284,-0.00330922639404041,0.144576409628912,0.456500771283915,-374.260132367599
"R2c.197",0.217222367732322,-0.00201138390905473,0.430018572463169,0.446593584505919,-357.548835178042
"R2c.198",0.214616649063733,-0.000665146511409119,0.792948211342882,0.508782320671139,-381.876247376206
"R2c.199",0.215625614125341,-0.00413282832463758,0.035846121502691,0.438101995371679,-391.402454982181
"R2c.200",0.216069403119578,-0.00294487309400537,0.130883080109019,0.453715000700953,-368.541998678978
"R2c.201",0.219541045627011,-0.00204877408427438,0.339130130696822,0.447173017270042,-356.890375715977
"R2c.202",0.21534808650224,-0.00410297552961039,0.0553044849998185,0.500537120491683,-387.138804003642
"R2c.203",0.218874127177639,-0.00328010857500214,0.178598881981084,0.418686267261715,-357.114120215504
"R2c.204",0.205760161193135,0.00118207808866501,0.532780544823022,0.524485626827621,-392.938234440764
"R2c.205",0.213114672313939,-0.00289867573665092,0.127014485765197,0.421829842047739,-376.896860215422
"R2c.206",0.21255484814529,-0.00222576510469136,0.278233656991573,0.490715184869715,-380.22304017135
"R2c.207",0.222250268240551,-0.00830925584234536,0.000425351533994703,0.465018262146701,-379.588638789304
"R2c.208",0.216798158003248,-0.00227637916058224,0.317029822861129,0.512455099396876,-362.922585963065
"R2c.209",0.210155900582816,0.0013125280540307,0.529152982569786,0.593482057392733,-384.833302487826
"R2c.210",0.213941056379644,-0.00400389377041919,0.101012145352987,0.358975745481252,-360.647839990752
"R2c.211",0.213775493214763,0.00135520456334785,0.558299675974811,0.468399997397937,-357.887221482064
"R2c.212",0.210980001875946,-0.00261856689818817,0.124531790878116,0.541853725859495,-410.965152618686
"R2c.213",0.211238721649566,-0.00299373031710169,0.160762944313465,0.443404518246644,-367.254343568478
"R2c.214",0.216113133769275,-0.00269345364617428,0.240822081185364,0.51147758963788,-385.871764067851
"R2c.215",0.210203367490827,0.00207310981019163,0.395655126995692,0.465236146220563,-349.818661930115
"R2c.216",0.216783454091023,-0.000989901124442767,0.621560524198323,0.563645219808682,-375.379069572822
"R2c.217",0.21255074306945,0.0011831933375202,0.551742458002748,0.533180755012619,-378.147545267808
"R2c.218",0.213773126220312,-0.00123191806883208,0.526492101048811,0.48888725907084,-389.674699148154
"R2c.219",0.213363284907797,0.00144952096184803,0.474116131119277,0.555559698838176,-376.312660421893
"R2c.220",0.215424428404864,-0.00246904969422592,0.290199045863735,0.454578103525176,-368.107859800429
"R2c.221",0.216859980964396,-0.00275079099578134,0.22042120960936,0.431837431807245,-372.397650034063
"R2c.222",0.215111531884913,-0.00242658896312146,0.281330249441581,0.380499586787962,-362.759278729329
"R2c.223",0.210063961545294,-0.0015696594817451,0.406232092313455,0.598382796679871,-409.616752856233
"R2c.224",0.21592239862849,-0.0046011686384265,0.0224365297625353,0.50081713685702,-381.977739421863
"R2c.225",0.216158243448945,-0.00312088741306754,0.107332402219472,0.543071996934025,-382.756803603602
"R2c.226",0.213577523026578,-0.000626301025108633,0.783605201729113,0.390149295749967,-348.550999365874
"R2c.227",0.21520555110415,-0.00167123255513761,0.504269770413379,0.370840302527279,-355.538123200368
"R2c.228",0.210185247828041,-0.000814356344756111,0.704315609499081,0.4143535052336,-369.731847958077
"R2c.229",0.211794109678769,-0.00229051243315045,0.262862170610465,0.42832294900356,-378.549657688653
"R2c.230",0.21238006748181,-0.00162890610167278,0.466202568925284,0.480067977527091,-378.763757291372
"R2c.231",0.215766250341207,-0.000910304164746459,0.681224156696447,0.461740346390623,-371.181506702312
"R2c.232",0.208324935509021,-0.00261220003459638,0.159425149209175,0.527000515325901,-415.486108861445
"R2c.233",0.212033774666729,-0.00212938382913578,0.308727072554035,0.491569172065276,-383.08059175112
"R2c.234",0.216042351615876,-0.00127834991494862,0.561333986789544,0.51065115012781,-376.122510439496
"R2c.235",0.212102784047918,-0.00503906546637628,0.0107103782684834,0.489488415357484,-393.245912613225
"R2c.236",0.213183370766446,-4.1003211485436e-05,0.984749422662449,0.536519234812574,-379.211502582022
"R2c.237",0.211282884857953,0.000805778555040377,0.649312005788722,0.642240219128111,-408.310720591517
"R2c.238",0.217036879344615,-0.00280635569090753,0.224670614622124,0.449381172181136,-372.517894986016
"R2c.239",0.214203949144925,0.000549979828074822,0.800107293774884,0.570772442503367,-394.839628604226
"R2c.240",0.213524078915765,-0.000438150276100181,0.834368761720427,0.55503574753255,-398.473335585498
"R2c.241",0.214682754701343,-0.00104683447083497,0.601036667831627,0.480841636271531,-386.906041378206
"R2c.242",0.210195149839053,0.00193069967614129,0.384551189559852,0.585866127223433,-390.639269490169
"R2c.243",0.215372818558846,-0.00333712119887655,0.133085167133037,0.385270781118021,-367.902260039328
"R2c.244",0.217346896972629,-0.00215707734063149,0.33878879439015,0.502455006111295,-376.011283605185
"R2c.245",0.209637548039459,-0.000752810090610737,0.715080365277741,0.501893745045733,-374.110357483073
"R2c.246",0.214418482390435,-0.00127523710659941,0.541622834183164,0.437020477394375,-362.440459413009
"R2c.247",0.21907153518959,-0.00563892589493944,0.00549863939566843,0.506200592355666,-399.994003987301
"R2c.248",0.208920042471656,0.00189511059136592,0.295684990481756,0.534215288590934,-387.793585323582
"R2c.249",0.210337421034364,0.00150540265259331,0.432813687949754,0.566162321156387,-388.385443812188
"R2c.250",0.218184291758768,-0.00543745119065701,0.0169919974616585,0.495501082955042,-390.656219401469
"R2c.251",0.211611077071956,-0.00117577655361117,0.523046904162724,0.515328156789094,-395.501319485755
"R2c.252",0.21156617679664,-0.00166492234646745,0.415441146590974,0.550063920137239,-378.697718765907
"R2c.253",0.21136558224281,0.000834601309538176,0.666551109893622,0.642634789865221,-396.082639389097
"R2c.254",0.213857085445319,-0.00142266980680208,0.490262674640356,0.533821834733156,-382.93650435268
"R2c.255",0.212913071627052,0.00238164625319558,0.279575379140622,0.505769700746897,-358.767361779071
"R2c.256",0.212790929951231,-0.00190072066962587,0.408003182049741,0.485954036736778,-381.862743312629
"R2c.257",0.213695395489895,-0.00244828182391375,0.215077006436875,0.45844626955223,-398.264308295944
"R2c.258",0.216189276201226,-0.00116900787391787,0.597821491855023,0.575335521929668,-388.895526306993
"R2c.259",0.210928904644821,-0.00215062201386965,0.322296926200601,0.459195622319595,-372.628380373937
"R2c.260",0.216142481347308,-0.00415184311938765,0.096174874735879,0.41170475358286,-379.619557092718
"R2c.261",0.213088685123978,-0.00168781966366876,0.478290448866117,0.499400428454819,-395.123186071463
"R2c.262",0.217356913643878,-0.000780574856786216,0.707454261284291,0.47807849420176,-383.007440523068
"R2c.263",0.209728632319808,-0.00249408894154686,0.265111448512211,0.530999135398575,-387.895985538745
"R2c.264",0.212709682040018,-0.00223437590046286,0.357887637775294,0.492581599340767,-376.801023801158
"R2c.265",0.211357857847224,0.00294175031192806,0.159789406648638,0.576024762974079,-369.312553564018
"R2c.266",0.212369924957486,-0.0018697124739092,0.326097067310165,0.604882737782294,-402.476663697183
"R2c.267",0.213272996674198,-0.000174562030583887,0.932611374517776,0.550652900509291,-396.636332522039
"R2c.268",0.215589537192353,-0.00335815465425822,0.0895347670634582,0.486139622190092,-393.966316762345
"R2c.269",0.205979019814763,0.00410041921025366,0.0366057381766919,0.650194864736888,-396.224905933655
"R2c.270",0.206153167236924,0.00423429246848224,0.0142333379791382,0.688051573230329,-430.907565082639
"R2c.271",0.216607333120219,-0.000974512639856485,0.668317798969078,0.455077231625316,-365.582540831311
"R2c.272",0.213447152310107,-0.00145975891710444,0.500192390450855,0.515521575956729,-374.037491260764
"R2c.273",0.211541373604734,-0.00151210309904114,0.461646185991185,0.510387272095581,-396.597180160717
"R2c.274",0.212596319928046,0.000165664248600204,0.932687280458456,0.587668811135242,-412.475679424333
"R2c.275",0.213739550495428,-0.00343673720433462,0.079796179767566,0.474853441340216,-389.287474352709
"R2c.276",0.210202105085852,-0.000868893470376686,0.669220490803908,0.461687061596848,-378.082591372573
"R2c.277",0.215056956535776,-0.0014506098740041,0.511146550967833,0.445135748297538,-367.376083349428
"R2c.278",0.21329142042048,0.000269720982081662,0.906651801328666,0.464747943429456,-363.349004391229
"R2c.279",0.214704100845726,-0.0023493174969181,0.314222626397842,0.39533308237993,-363.505256606204
"R2c.280",0.209535885775681,-0.000437120559644222,0.840425433913749,0.537044647517039,-386.20688315965
"R2c.281",0.214721758193828,-0.00177358602078391,0.367308226014993,0.480271209426248,-386.177852021719
"R2c.282",0.21098652650293,-0.000202029329626128,0.920863590292632,0.598916701745537,-395.487234392615
"R2c.283",0.214294577194914,-0.00415088263013544,0.0749620405526367,0.417440681923004,-378.175556173554
"R2c.284",0.212770517651411,0.00045427395622656,0.837384229942687,0.495942084074647,-370.135782882298
