"","MyNumber","Collections","ID","sciname","Label","Station","Notes","Muscle","Otolith","Lat_dec.x","Long_dec.x","Year.x","Min.Depth","Max.Depth","Salinity","SST","Weight.x","Weight_SD","Sex","Year.y","Lat_dec.y","Long_dec.y","Min_Depth","Max_Depth","Temp","DIC","Suess","Depth_Mid","D18O_vals","Province","Phyto","Phyto_sd","d13C","d18O","Genus","Species","FamCode","BodyShapeI","Compressed","AspectRatio","DepthOverTL","DemersPelag","AnaCat","DepthRangeShallow","DepthRangeDeep","LongevityWild","Length","LTypeMaxM","Weight.y","Family","Order","Neritic","Oceanic","Estuaries","DietTroph","DietSeTroph","FoodTroph","FoodSeTroph","UseTroph","UseTrophSe","Schooling","Shoaling","Temperature","temp","sd_temp","min_temp","max_temp"
"86","BAS_177","BAS","28","Krefftichthys anderssoni","KRA","JR16003/129/2","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,1.1,0,"M",2017,-54.66,-45.2,82,208,0,1.85,-0.1,145,-0.371859103,"SANT",-24,2,-3.65,3.49,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",-0.879350929905473,1.18767422042056,-4.03812769048646,5.71423600673885
"87","BAS_178","BAS","26","Krefftichthys anderssoni","KRA","JR16003/129/2","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,1.5,0,"F",2017,-54.66,-45.2,82,208,0,1.85,-0.1,145,-0.371859103,"SANT",-24,2,-4.46,3.84,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",-2.77651707608032,1.19050146613208,-5.95822826745995,3.86178528618642
"88","BAS_221","BAS","27","Krefftichthys anderssoni","KRA","JR16003/129/2","RAS",NA,"C",-54.99,-49.105,2016,NA,NA,NA,NA,0.9,0,"M",2017,-54.66,-45.2,82,208,0,1.85,-0.1,145,-0.371859103,"SANT",-24,2,-3.84,3.81,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",-2.61366262548917,1.18928519005919,-5.79364821800508,4.02056677651948
"89","BAS_188","BAS","#26","Protomyctophum bolini","PRM","JR177/305/1","RAS",1,"Y",-52.83,-40.12,2008,NA,NA,NA,NA,1.8,0,"F",2008,-52.83,-40.12,200,401.2,NA,1.9,-0.1,300.6,-0.06824851,"SANT",-24,2,-3.13,3.85,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",-1.86105445837861,1.21890410451512,-4.92651494336038,4.56469350562957
"90","BAS_189","BAS","#126","Protomyctophum bolini","PRM","JR177/301/1","RAS",1,"Y",-52.9,-40.21,2008,NA,NA,NA,NA,0.8,0,"M",2008,-52.9,-40.21,203,402,NA,1.9,-0.1,302.5,-0.06824851,"SANT",-24,2,-1.62,3.41,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",0.788561587709582,1.23356971247521,-2.30505894472664,7.2684191272961
"91","BAS_191","BAS","#30","Protomyctophum bolini","PRM","JR177/301/1","RAS",NA,"Y",-52.9,-40.21,2008,NA,NA,NA,NA,0.6,0,"J",2008,-52.9,-40.21,203,402,NA,1.9,-0.1,302.5,-0.06824851,"SANT",-24,2,-2.27,3.49,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",0.324029857539533,1.22808806395241,-2.74651502431583,6.75843395721754
"92","BAS_192","BAS","#25","Protomyctophum bolini","PRM","JR177/328/1","RAS",1,"Y",-52.72,-39.08,2008,NA,NA,NA,NA,1.6,0,"M",2008,-52.72,-39.08,204.1,405,NA,1.9,-0.11,304.55,-0.052425493,"SANT",-24,2,-3.07,3.99,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",-2.3526136428412,1.21626609548915,-5.48653617344283,4.20467285686931
"93","BAS_193","BAS","#26","Protomyctophum bolini","PRM","JR177/328/1","RAS",1,"Y",-52.72,-39.08,2008,NA,NA,NA,NA,2.2,0,"F",2008,-52.72,-39.08,204.1,405,NA,1.9,-0.11,304.55,-0.052425493,"SANT",-24,2,-3.95,3.52,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",0.204875329075186,1.22081488948325,-3.04102502990271,6.98086189644244
"94","BAS_194","BAS","#34","Protomyctophum bolini","PRM","JR177/301/1","RAS",1,"Y",-52.9,-40.21,2008,NA,NA,NA,NA,0.7,0,"J",2008,-52.9,-40.21,203,402,NA,1.9,-0.1,302.5,-0.06824851,"SANT",-24,2,-1.95,3.55,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",-0.0245362077326283,1.22478905413694,-3.07760708400771,6.37594507965863
"95","BAS_195","BAS","#33","Protomyctophum bolini","PRM","JR177/301/1","RAS",1,"Y",-52.9,-40.21,2008,NA,NA,NA,NA,0.8,0,"M",2008,-52.9,-40.21,203,402,NA,1.9,-0.1,302.5,-0.06824851,"SANT",-24,2,-1.76,3.48,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",0.382299300779628,1.2287058244549,-2.69133301436718,6.82218210347736
"96","BAS_196","BAS","#27","Protomyctophum bolini","PRM","JR177/328/1","RAS",1,"Y",-52.72,-39.08,2008,NA,NA,NA,NA,1.6,0,"F",2008,-52.72,-39.08,204.1,405,NA,1.9,-0.11,304.55,-0.052425493,"SANT",-24,2,-1.78,3.49,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",0.362617841081978,1.22258689863983,-2.89296388860877,7.15806545215987
"97","BAS_200","BAS","64","Protomyctophum bolini","PRM","JR16003/112/2","RAS",1,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,0.6,0,"M",2016,-55.26,-41.2,NA,NA,NA,1.85,-0.09,NA,-0.372243345,"ANTA",-29,1,-2.85,3.26,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",0.626888337456476,1.20157138227152,-2.14521183321457,6.47751329444489
"98","BAS_201","BAS","59","Protomyctophum bolini","PRM","JR16003/112/2","RAS",NA,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,2.3,0,"M",2016,-55.26,-41.2,NA,NA,NA,1.85,-0.09,NA,-0.372243345,"ANTA",-29,1,-3.37,3.32,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",0.333636190853855,1.19722085815715,-2.42681225557511,6.15995031377876
"99","BAS_203","BAS","61","Protomyctophum bolini","PRM","JR16003/112/2","RAS",1,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,1.7,0,"M",2016,-55.26,-41.2,NA,NA,NA,1.85,-0.09,NA,-0.372243345,"ANTA",-29,1,-3.43,3.71,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",-1.84404815781278,1.18654230905333,-4.66532208379225,4.0957909394489
"100","BAS_204","BAS","62","Protomyctophum bolini","PRM","JR16003/112/2","RAS",1,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,0.8,0,"M",2016,-55.26,-41.2,NA,NA,NA,1.85,-0.09,NA,-0.372243345,"ANTA",-29,1,-3.27,3.38,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",0.0402867645227754,1.19358300962834,-2.70841267793566,5.84238733311263
"101","BAS_205","BAS","63","Protomyctophum bolini","PRM","JR16003/112/2","RAS",1,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,1,0,"M",2016,-55.26,-41.2,NA,NA,NA,1.85,-0.09,NA,-0.372243345,"ANTA",-29,1,-3.33,3.65,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",-1.48421459996311,1.1861777342196,-4.28373881995967,4.41335392011503
"102","BAS_212","BAS","70","Protomyctophum bolini","PRM","JR16003/113/1","RAS",1,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,1.1,0,"M",2017,-55.29,-41.35,196.7,398,2.06,1.85,-0.09,297.35,-0.055642206,"ANTA",-29,1,-3.88,3.64,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",-0.567405226478157,1.21828270520429,-3.75825653497003,6.10094827894807
"103","BAS_213","BAS","74","Protomyctophum bolini","PRM","JR16003/129/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,1.7,0,"F",2017,-54.68,-45.22,195.6,406.8,1.65,1.85,-0.1,301.2,-0.086165227,"SANT",-24,2,-3.72,3.52,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",-0.638241297635504,1.22155911630824,-4.06004232825637,6.47872479283599
"104","BAS_214","BAS","77","Protomyctophum bolini","PRM","JR16003/129/1","RAS",1,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,0.5,0,"M",2017,-54.68,-45.22,195.6,406.8,1.65,1.85,-0.1,301.2,-0.086165227,"SANT",-24,2,-3.08,3.94,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",-2.99449441711481,1.2153503622441,-6.36416302062456,4.01901365227185
"105","BAS_215","BAS","78","Protomyctophum bolini","PRM","JR16003/129/1","RAS",1,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,1.9,0,"F",2017,-54.68,-45.22,195.6,406.8,1.65,1.85,-0.1,301.2,-0.086165227,"SANT",-24,2,-3.4,3.67,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",-1.5056883633019,1.21532847326083,-4.88294257553072,5.5225025989387
"106","BAS_217","BAS","76","Protomyctophum bolini","PRM","JR16003/129/1","RAS",1,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,1.5,0,"M",2017,-54.68,-45.22,195.6,406.8,1.65,1.85,-0.1,301.2,-0.086165227,"SANT",-24,2,-4.02,3.71,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",-1.73711001348869,1.21441739475311,-5.10238264147055,5.26751001389942
"107","BAS_218","BAS","75","Protomyctophum bolini","PRM","JR16003/129/1","RAS",1,"Y",-54.99,-49.105,2016,NA,NA,NA,NA,1.2,0,"M",2017,-54.68,-45.22,195.6,406.8,1.65,1.85,-0.1,301.2,-0.086165227,"SANT",-24,2,-2.97,3.83,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",-2.39803387068415,1.2135917204885,-5.76070283929004,4.60121245015976
"108","BAS_219","BAS","66","Protomyctophum bolini","PRM","JR16003/113/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,2.1,0,"F",2017,-55.29,-41.35,196.7,398,2.06,1.85,-0.09,297.35,-0.055642206,"ANTA",-29,1,-3.9,3.8,"Protomyctophum","bolini",167,"fusiform / normal","No",0.91,21.4,"pelagic","migratory",200,400,NA,6.7,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.04,0,3.09,0.26,3.04,0,"No","No","Polar",-1.46779111519781,1.21609034768417,-4.63601679872935,5.15586264845509
