"","Comp","Z","p_value"
"10.130","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-5.27246177899937","2.01908813610864e-06"
"11.130","Electrona antarctica - Protomyctophum bolini","3.06850797421678","0.0322695880358939"
"12.130","Electrona carlsbergi - Protomyctophum bolini","0.284659168057286","1"
"13.130","Gymnoscopelus braueri - Protomyctophum bolini","2.71087683434884","0.100658321609448"
"14.130","Gymnoscopelus nicholsi - Protomyctophum bolini","-1.92361789615234","0.816037442555659"
"15.130","Krefftichthys anderssoni - Protomyctophum bolini","3.86691183447153","0.00165333380062416"
"1.131","Electrona antarctica - Electrona carlsbergi","2.61352170580176","0.134421586762421"
"2.131","Electrona antarctica - Gymnoscopelus braueri","0.0708117224819263","1"
"3.131","Electrona carlsbergi - Gymnoscopelus braueri","-2.57616547091844","0.149854236307628"
"4.131","Electrona antarctica - Gymnoscopelus nicholsi","5.10520780496529","4.95646797101248e-06"
"5.131","Electrona carlsbergi - Gymnoscopelus nicholsi","2.67863216017966","0.110885329699967"
"6.131","Gymnoscopelus braueri - Gymnoscopelus nicholsi","5.09321556594881","5.2806155828052e-06"
"7.131","Electrona antarctica - Krefftichthys anderssoni","-1.32444147605083","1"
"8.131","Electrona carlsbergi - Krefftichthys anderssoni","-3.93114311087113","0.00126814388816174"
"9.131","Gymnoscopelus braueri - Krefftichthys anderssoni","-1.41349257656923","1"
"10.131","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-6.31733604531848","3.99165776393877e-09"
"11.131","Electrona antarctica - Protomyctophum bolini","3.32972455048344","0.0130397904481571"
"12.131","Electrona carlsbergi - Protomyctophum bolini","0.588675159542469","1"
"13.131","Gymnoscopelus braueri - Protomyctophum bolini","3.30151480384384","0.0144246390108692"
"14.131","Gymnoscopelus nicholsi - Protomyctophum bolini","-2.23401987484965","0.38222648053856"
"15.131","Krefftichthys anderssoni - Protomyctophum bolini","4.71500738041306","3.6255298213756e-05"
"1.132","Electrona antarctica - Electrona carlsbergi","2.40300692922704","0.243913189616998"
"2.132","Electrona antarctica - Gymnoscopelus braueri","0.022030313661043","1"
"3.132","Electrona carlsbergi - Gymnoscopelus braueri","-2.4104938351091","0.238964108369444"
"4.132","Electrona antarctica - Gymnoscopelus nicholsi","4.8564604187976","1.79253983115303e-05"
"5.132","Electrona carlsbergi - Gymnoscopelus nicholsi","2.62176363299159","0.131214114921132"
"6.132","Gymnoscopelus braueri - Gymnoscopelus nicholsi","4.88482362719897","1.55282217294658e-05"
"7.132","Electrona antarctica - Krefftichthys anderssoni","-1.22373147074321","1"
"8.132","Electrona carlsbergi - Krefftichthys anderssoni","-3.62029529935257","0.00441400469335905"
"9.132","Gymnoscopelus braueri - Krefftichthys anderssoni","-1.26204694336538","1"
"10.132","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-5.97778834092189","3.39281019058122e-08"
"11.132","Electrona antarctica - Protomyctophum bolini","3.21118048173592","0.0198286325278905"
"12.132","Electrona carlsbergi - Protomyctophum bolini","0.686597913354175","1"
"13.132","Gymnoscopelus braueri - Protomyctophum bolini","3.23084017501537","0.0185140402497855"
"14.132","Gymnoscopelus nicholsi - Protomyctophum bolini","-2.0868339600683","0.553547192757945"
"15.132","Krefftichthys anderssoni - Protomyctophum bolini","4.49288711838075","0.000105396050115166"
"1.133","Electrona antarctica - Electrona carlsbergi","2.42758179062746","0.22799788697837"
"2.133","Electrona antarctica - Gymnoscopelus braueri","-0.489649947680575","1"
"3.133","Electrona carlsbergi - Gymnoscopelus braueri","-2.93227409015811","0.0504734446637822"
"4.133","Electrona antarctica - Gymnoscopelus nicholsi","4.96317494629855","1.04025092441283e-05"
"5.133","Electrona carlsbergi - Gymnoscopelus nicholsi","2.7043682819728","0.102651592846505"
"6.133","Gymnoscopelus braueri - Gymnoscopelus nicholsi","5.44150698805518","7.92475803914077e-07"
"7.133","Electrona antarctica - Krefftichthys anderssoni","-0.803581917350445","1"
"8.133","Electrona carlsbergi - Krefftichthys anderssoni","-3.23714405914746","0.0181098671485348"
"9.133","Gymnoscopelus braueri - Krefftichthys anderssoni","-0.318035829728075","1"
"10.133","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-5.71693409591335","1.62694737270594e-07"
"11.133","Electrona antarctica - Protomyctophum bolini","2.30085644938494","0.320996196889492"
"12.133","Electrona carlsbergi - Protomyctophum bolini","-0.222318810252741","1"
"13.133","Gymnoscopelus braueri - Protomyctophum bolini","2.82698515313845","0.0704827595942356"
"14.133","Gymnoscopelus nicholsi - Protomyctophum bolini","-2.99326602931584","0.0414013569743917"
"15.133","Krefftichthys anderssoni - Protomyctophum bolini","3.14502098286653","0.0249112377069216"
"1.134","Electrona antarctica - Electrona carlsbergi","2.53565196425584","0.168357329017845"
"2.134","Electrona antarctica - Gymnoscopelus braueri","0.302130015922884","1"
"3.134","Electrona carlsbergi - Gymnoscopelus braueri","-2.27271879776937","0.34564696689151"
"4.134","Electrona antarctica - Gymnoscopelus nicholsi","5.02621626859448","7.50377570951544e-06"
"5.134","Electrona carlsbergi - Gymnoscopelus nicholsi","2.67033018540767","0.113665035672965"
"6.134","Gymnoscopelus braueri - Gymnoscopelus nicholsi","4.81050202666581","2.25827515383511e-05"
"7.134","Electrona antarctica - Krefftichthys anderssoni","-0.574886280297708","1"
"8.134","Electrona carlsbergi - Krefftichthys anderssoni","-3.12441902859678","0.0267234821809859"
"9.134","Gymnoscopelus braueri - Krefftichthys anderssoni","-0.888481048129229","1"
"10.134","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-5.57994918512675","3.60883291412795e-07"
"11.134","Electrona antarctica - Protomyctophum bolini","3.77531387084193","0.00239709471485697"
"12.134","Electrona carlsbergi - Protomyctophum bolini","1.10020768454141","1"
"13.134","Gymnoscopelus braueri - Protomyctophum bolini","3.51858687810268","0.00650777602495001"
"14.134","Gymnoscopelus nicholsi - Protomyctophum bolini","-1.76331640480631","1"
"15.134","Krefftichthys anderssoni - Protomyctophum bolini","4.40706792623191","0.000157169004963281"
"1.135","Electrona antarctica - Electrona carlsbergi","2.36570051312519","0.269939930301665"
"2.135","Electrona antarctica - Gymnoscopelus braueri","0.178078368760102","1"
"3.135","Electrona carlsbergi - Gymnoscopelus braueri","-2.22119548835101","0.395065854781169"
"4.135","Electrona antarctica - Gymnoscopelus nicholsi","4.69619874404529","3.97571496345056e-05"
"5.135","Electrona carlsbergi - Gymnoscopelus nicholsi","2.49806420888907","0.187310360096138"
"6.135","Gymnoscopelus braueri - Gymnoscopelus nicholsi","4.58607993878137","6.77468600337589e-05"
"7.135","Electrona antarctica - Krefftichthys anderssoni","-0.669039644634786","1"
"8.135","Electrona carlsbergi - Krefftichthys anderssoni","-3.04386048403656","0.035034514394161"
"9.135","Gymnoscopelus braueri - Krefftichthys anderssoni","-0.858191921488459","1"
"10.135","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-5.32929594411296","1.4789133871237e-06"
"11.135","Electrona antarctica - Protomyctophum bolini","2.81411030455949","0.073368662531696"
"12.135","Electrona carlsbergi - Protomyctophum bolini","0.338744409988171","1"
"13.135","Gymnoscopelus braueri - Protomyctophum bolini","2.67049133216115","0.11361049059345"
"14.135","Gymnoscopelus nicholsi - Protomyctophum bolini","-2.27336660454367","0.345061453049123"
"15.135","Krefftichthys anderssoni - Protomyctophum bolini","3.5286832536496","0.0062644901775808"
"1.136","Electrona antarctica - Electrona carlsbergi","2.19515689665959","0.422285175077992"
"2.136","Electrona antarctica - Gymnoscopelus braueri","-0.628388470617386","1"
"3.136","Electrona carlsbergi - Gymnoscopelus braueri","-2.83178940383389","0.0694324862193399"
"4.136","Electrona antarctica - Gymnoscopelus nicholsi","4.65214577183849","4.92748079994774e-05"
"5.136","Electrona carlsbergi - Gymnoscopelus nicholsi","2.60598988092482","0.137413752023227"
"6.136","Gymnoscopelus braueri - Gymnoscopelus nicholsi","5.24914519843995","2.29209901539556e-06"
"7.136","Electrona antarctica - Krefftichthys anderssoni","-1.53032000252606","1"
"8.136","Electrona carlsbergi - Krefftichthys anderssoni","-3.70768566394616","0.00313743086879826"
"9.136","Gymnoscopelus braueri - Krefftichthys anderssoni","-0.913721986996535","1"
"10.136","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-6.04045165117534","2.30525146752431e-08"
"11.136","Electrona antarctica - Protomyctophum bolini","2.59564302742081","0.141621147947264"
"12.136","Electrona carlsbergi - Protomyctophum bolini","0.299176785628208","1"
"13.136","Gymnoscopelus braueri - Protomyctophum bolini","3.2661774894296","0.0163514851134172"
"14.136","Gymnoscopelus nicholsi - Protomyctophum bolini","-2.42055251932503","0.232454108196235"
"15.136","Krefftichthys anderssoni - Protomyctophum bolini","4.17989947642614","0.000437456977190476"
"1.137","Electrona antarctica - Electrona carlsbergi","2.07938857367687","0.563724748217539"
"2.137","Electrona antarctica - Gymnoscopelus braueri","0.616324251231576","1"
"3.137","Electrona carlsbergi - Gymnoscopelus braueri","-1.50584699902305","1"
"4.137","Electrona antarctica - Gymnoscopelus nicholsi","5.32661196700463","1.50092412986618e-06"
"5.137","Electrona carlsbergi - Gymnoscopelus nicholsi","3.36811116499267","0.0113527609005693"
"6.137","Gymnoscopelus braueri - Gymnoscopelus nicholsi","4.83819046608013","1.96539826877656e-05"
"7.137","Electrona antarctica - Krefftichthys anderssoni","0.232629621635068","1"
"8.137","Electrona carlsbergi - Krefftichthys anderssoni","-1.87846585001003","0.90476196831513"
"9.137","Gymnoscopelus braueri - Krefftichthys anderssoni","-0.388710458556537","1"
"10.137","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-5.17482359790679","3.42189614224786e-06"
"11.137","Electrona antarctica - Protomyctophum bolini","3.41679674257233","0.00950438513020509"
"12.137","Electrona carlsbergi - Protomyctophum bolini","1.21378669259627","1"
"13.137","Gymnoscopelus braueri - Protomyctophum bolini","2.83708152868538","0.0682919771794084"
"14.137","Gymnoscopelus nicholsi - Protomyctophum bolini","-2.381205789631","0.258841033513937"
"15.137","Krefftichthys anderssoni - Protomyctophum bolini","3.22579198724191","0.0188436934173584"
"1.138","Electrona antarctica - Electrona carlsbergi","2.16466038190967","0.456205547872176"
"2.138","Electrona antarctica - Gymnoscopelus braueri","-1.2153389703009","1"
"3.138","Electrona carlsbergi - Gymnoscopelus braueri","-3.37093386813439","0.0112370758338828"
"4.138","Electrona antarctica - Gymnoscopelus nicholsi","4.0426197339772","0.00079285958669362"
"5.138","Electrona carlsbergi - Gymnoscopelus nicholsi","2.03688951030553","0.624916733265622"
"6.138","Gymnoscopelus braueri - Gymnoscopelus nicholsi","5.14859244477744","3.93672645844848e-06"
"7.138","Electrona antarctica - Krefftichthys anderssoni","-1.33493210160371","1"
"8.138","Electrona carlsbergi - Krefftichthys anderssoni","-3.48707480870176","0.00732502110297461"
"9.138","Gymnoscopelus braueri - Krefftichthys anderssoni","-0.121156506563077","1"
"10.138","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-5.25351705729484","2.23832773247317e-06"
"11.138","Electrona antarctica - Protomyctophum bolini","2.47211591153567","0.201473937987635"
"12.138","Electrona carlsbergi - Protomyctophum bolini","0.210078466026277","1"
"13.138","Gymnoscopelus braueri - Protomyctophum bolini","3.73565895236153","0.00280836407394335"
"14.138","Gymnoscopelus nicholsi - Protomyctophum bolini","-1.91341689215759","0.835420553596185"
"15.138","Krefftichthys anderssoni - Protomyctophum bolini","3.8568154589246","0.00172310730289791"
"1.139","Electrona antarctica - Electrona carlsbergi","3.40080551861776","0.0100781414483182"
"2.139","Electrona antarctica - Gymnoscopelus braueri","0.885671062301716","1"
"3.139","Electrona carlsbergi - Gymnoscopelus braueri","-2.58157399511153","0.147526357549016"
"4.139","Electrona antarctica - Gymnoscopelus nicholsi","4.93431265416306","1.20650261537696e-05"
"5.139","Electrona carlsbergi - Gymnoscopelus nicholsi","1.81439658641644","1"
"6.139","Gymnoscopelus braueri - Gymnoscopelus nicholsi","4.2057282184058","0.000390364236935294"
"7.139","Electrona antarctica - Krefftichthys anderssoni","-0.659073550359552","1"
"8.139","Electrona carlsbergi - Krefftichthys anderssoni","-4.08172781077343","0.000670531969335342"
"9.139","Gymnoscopelus braueri - Krefftichthys anderssoni","-1.56493820977307","1"
"10.139","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-5.56100446342222","4.02339504654875e-07"
"11.139","Electrona antarctica - Protomyctophum bolini","3.70607574219293","0.00315743059947539"
"12.139","Electrona carlsbergi - Protomyctophum bolini","0.15741651993568","1"
"13.139","Gymnoscopelus braueri - Protomyctophum bolini","2.85727427977922","0.0640944639935905"
"14.139","Gymnoscopelus nicholsi - Protomyctophum bolini","-1.73125610653711","1"
"15.139","Krefftichthys anderssoni - Protomyctophum bolini","4.42221248955229","0.000146542957026076"
"1.140","Electrona antarctica - Electrona carlsbergi","3.46801628413459","0.00786473273482709"
"2.140","Electrona antarctica - Gymnoscopelus braueri","0.345141580689682","1"
"3.140","Electrona carlsbergi - Gymnoscopelus braueri","-3.17451904217486","0.0225127564022669"
"4.140","Electrona antarctica - Gymnoscopelus nicholsi","5.68701085169644","1.9392336678762e-07"
"5.140","Electrona carlsbergi - Gymnoscopelus nicholsi","2.49100753033289","0.191072129992486"
"6.140","Gymnoscopelus braueri - Gymnoscopelus nicholsi","5.44004970177021","7.9898563452035e-07"
"7.140","Electrona antarctica - Krefftichthys anderssoni","-0.287705405787677","1"
"8.140","Electrona carlsbergi - Krefftichthys anderssoni","-3.78909818601054","0.00226792726762357"
"9.140","Gymnoscopelus braueri - Krefftichthys anderssoni","-0.641119847229614","1"
"10.140","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-5.99527577634146","3.04710613957341e-08"
"11.140","Electrona antarctica - Protomyctophum bolini","3.57913917300311","0.00517091787658681"
"12.140","Electrona carlsbergi - Protomyctophum bolini","-0.0338744409988172","1"
"13.140","Gymnoscopelus braueri - Protomyctophum bolini","3.27627386497653","0.0157779764071801"
"14.140","Gymnoscopelus nicholsi - Protomyctophum bolini","-2.60271330494551","0.138733890706015"
"15.140","Krefftichthys anderssoni - Protomyctophum bolini","3.91739371220614","0.0013426723698757"
"1.141","Electrona antarctica - Electrona carlsbergi","2.29878583027584","0.322756557404543"
"2.141","Electrona antarctica - Gymnoscopelus braueri","0.870459655250042","1"
"3.141","Electrona carlsbergi - Gymnoscopelus braueri","-1.48108165140206","1"
"4.141","Electrona antarctica - Gymnoscopelus nicholsi","5.32661196700463","1.50092412986618e-06"
"5.141","Electrona carlsbergi - Gymnoscopelus nicholsi","3.17384495532832","0.0225651038035418"
"6.141","Gymnoscopelus braueri - Gymnoscopelus nicholsi","4.61522566448065","5.89002624177966e-05"
"7.141","Electrona antarctica - Krefftichthys anderssoni","-0.549708778970801","1"
"8.141","Electrona carlsbergi - Krefftichthys anderssoni","-2.86025532063961","0.0634950088112143"
"9.141","Gymnoscopelus braueri - Krefftichthys anderssoni","-1.43873351543653","1"
"10.141","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-5.86120543812478","6.8927855874558e-08"
"11.141","Electrona antarctica - Protomyctophum bolini","3.75066090079266","0.00264553628947549"
"12.141","Electrona carlsbergi - Protomyctophum bolini","1.31597933392884","1"
"13.141","Gymnoscopelus braueri - Protomyctophum bolini","2.91785253306076","0.0528676484940232"
"14.141","Gymnoscopelus nicholsi - Protomyctophum bolini","-2.08829124635326","0.551573559116774"
"15.141","Krefftichthys anderssoni - Protomyctophum bolini","4.35658604849729","0.000198160158045597"
"1.142","Electrona antarctica - Electrona carlsbergi","2.10899684042437","0.524172815370826"
"2.142","Electrona antarctica - Gymnoscopelus braueri","-0.577771202324749","1"
"3.142","Electrona carlsbergi - Gymnoscopelus braueri","-2.69543766233444","0.105444344877205"
"4.142","Electrona antarctica - Gymnoscopelus nicholsi","4.63695509176718","5.30368791461993e-05"
"5.142","Electrona carlsbergi - Gymnoscopelus nicholsi","2.66742449423748","0.114652592893819"
"6.142","Gymnoscopelus braueri - Gymnoscopelus nicholsi","5.18939646075643","3.16465161979262e-06"
"7.142","Electrona antarctica - Krefftichthys anderssoni","-1.04617763326075","1"
"8.142","Electrona carlsbergi - Krefftichthys anderssoni","-3.15032301288999","0.0244635057116001"
"9.142","Gymnoscopelus braueri - Krefftichthys anderssoni","-0.474529650705383","1"
"10.142","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-5.60035119311624","3.20876959751466e-07"
"11.142","Electrona antarctica - Protomyctophum bolini","2.77083647415387","0.0838687481483859"
"12.142","Electrona carlsbergi - Protomyctophum bolini","0.556508673551995","1"
"13.142","Gymnoscopelus braueri - Protomyctophum bolini","3.39238218376614","0.0103931583192241"
"14.142","Gymnoscopelus nicholsi - Protomyctophum bolini","-2.25150731026922","0.365301366129453"
"15.142","Krefftichthys anderssoni - Protomyctophum bolini","3.86691183447153","0.00165333380062416"
"1.143","Electrona antarctica - Electrona carlsbergi","2.33757265971507","0.29114141412756"
"2.143","Electrona antarctica - Gymnoscopelus braueri","-0.260429779350192","1"
"3.143","Electrona carlsbergi - Gymnoscopelus braueri","-2.61857968695898","0.132444999253369"
"4.143","Electrona antarctica - Gymnoscopelus nicholsi","4.66012087887593","4.74035606730219e-05"
"5.143","Electrona carlsbergi - Gymnoscopelus nicholsi","2.48768674042409","0.192865397421277"
"6.143","Gymnoscopelus braueri - Gymnoscopelus nicholsi","4.93437136088774","1.20613980762915e-05"
"7.143","Electrona antarctica - Krefftichthys anderssoni","-0.100972270946449","1"
"8.143","Electrona carlsbergi - Krefftichthys anderssoni","-2.46372509953581","0.206252287845728"
"9.143","Gymnoscopelus braueri - Krefftichthys anderssoni","0.161542008750768","1"
"10.143","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-4.79447187753121","2.44655913147677e-05"
"11.143","Electrona antarctica - Protomyctophum bolini","3.27255064122026","0.015987266613384"
"12.143","Electrona carlsbergi - Protomyctophum bolini","0.812417265635496","1"
"13.143","Gymnoscopelus braueri - Protomyctophum bolini","3.57916513138422","0.00517040432853994"
"14.143","Gymnoscopelus nicholsi - Protomyctophum bolini","-1.83472343276954","0.99820017691257"
"15.143","Krefftichthys anderssoni - Protomyctophum bolini","3.41762312263345","0.00947557716032929"
"1.144","Electrona antarctica - Electrona carlsbergi","2.83055030106093","0.0697020057228756"
"2.144","Electrona antarctica - Gymnoscopelus braueri","-0.0377662519903603","1"
"3.144","Electrona carlsbergi - Gymnoscopelus braueri","-2.90124624083986","0.0557522520712684"
"4.144","Electrona antarctica - Gymnoscopelus nicholsi","4.99355630644117","8.8916239690834e-06"
"5.144","Electrona carlsbergi - Gymnoscopelus nicholsi","2.37727047595675","0.261619406229743"
"6.144","Gymnoscopelus braueri - Gymnoscopelus nicholsi","5.07572813052924","5.79022353326289e-06"
"7.144","Electrona antarctica - Krefftichthys anderssoni","-0.127461100467467","1"
"8.144","Electrona carlsbergi - Krefftichthys anderssoni","-2.98835194626539","0.0420729537307257"
"9.144","Gymnoscopelus braueri - Krefftichthys anderssoni","-0.090867379922308","1"
"10.144","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-5.15442158991729","3.81622478431866e-06"
"11.144","Electrona antarctica - Protomyctophum bolini","2.2394862899006","0.376864385979879"
"12.144","Electrona carlsbergi - Protomyctophum bolini","-0.689729164202806","1"
"13.144","Gymnoscopelus braueri - Protomyctophum bolini","2.30702181247191","0.315804062089904"
"14.144","Gymnoscopelus nicholsi - Protomyctophum bolini","-3.07778863384374","0.031281416000884"
"15.144","Krefftichthys anderssoni - Protomyctophum bolini","2.39788919239422","0.247347791145334"
"1.145","Electrona antarctica - Electrona carlsbergi","2.76422778354653","0.0855865396690977"
"2.145","Electrona antarctica - Gymnoscopelus braueri","0.724115428787395","1"
"3.145","Electrona carlsbergi - Gymnoscopelus braueri","-2.09423749939746","0.543582432442684"
"4.145","Electrona antarctica - Gymnoscopelus nicholsi","4.68860340400963","4.12613863982858e-05"
"5.145","Electrona carlsbergi - Gymnoscopelus nicholsi","2.1377585037851","0.488045227627611"
"6.145","Gymnoscopelus braueri - Gymnoscopelus nicholsi","4.09934631960343","0.000621478012904286"
"7.145","Electrona antarctica - Krefftichthys anderssoni","-1.13954420068136","1"
"8.145","Electrona carlsbergi - Krefftichthys anderssoni","-3.90410048990568","0.00141864720957507"
"9.145","Gymnoscopelus braueri - Krefftichthys anderssoni","-1.88802222727461","0.885344498007128"
"10.145","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-5.73442153133292","1.46768565349872e-07"
"11.145","Electrona antarctica - Protomyctophum bolini","3.77872332414661","0.00236451669683718"
"12.145","Electrona carlsbergi - Protomyctophum bolini","0.872195690927526","1"
"13.145","Gymnoscopelus braueri - Protomyctophum bolini","3.09453910513191","0.0295678421143813"
"14.145","Gymnoscopelus nicholsi - Protomyctophum bolini","-1.41939684155483","1"
"15.145","Krefftichthys anderssoni - Protomyctophum bolini","4.98256133240652","9.41221385305989e-06"
"1.146","Electrona antarctica - Electrona carlsbergi","2.49153564680206","0.190788304754399"
"2.146","Electrona antarctica - Gymnoscopelus braueri","-0.228957902691559","1"
"3.146","Electrona carlsbergi - Gymnoscopelus braueri","-2.74382972090418","0.0910905432082754"
"4.146","Electrona antarctica - Gymnoscopelus nicholsi","4.20402070973486","0.000393322395343095"
"5.146","Electrona carlsbergi - Gymnoscopelus nicholsi","1.90530321016963","0.851110026534185"
"6.146","Gymnoscopelus braueri - Gymnoscopelus nicholsi","4.44618045542484","0.000131115794208781"
"7.146","Electrona antarctica - Krefftichthys anderssoni","-1.48468578137104","1"
"8.146","Electrona carlsbergi - Krefftichthys anderssoni","-3.9633095968616","0.00110876731785487"
"9.146","Gymnoscopelus braueri - Krefftichthys anderssoni","-1.2721433189123","1"
"10.146","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-5.54788888685754","4.33709284299348e-07"
"11.146","Electrona antarctica - Protomyctophum bolini","2.82066694553004","0.0718858948927642"
"12.146","Electrona carlsbergi - Protomyctophum bolini","0.217764263563824","1"
"13.146","Gymnoscopelus braueri - Protomyctophum bolini","3.08949091735845","0.0300749755342982"
"14.146","Gymnoscopelus nicholsi - Protomyctophum bolini","-1.77060283623113","1"
"15.146","Krefftichthys anderssoni - Protomyctophum bolini","4.36163423627076","0.000193641830343961"
"1.147","Electrona antarctica - Electrona carlsbergi","3.1139014138345","0.0276946755243865"
"2.147","Electrona antarctica - Gymnoscopelus braueri","-0.130870553772151","1"
"3.147","Electrona carlsbergi - Gymnoscopelus braueri","-3.27841963851577","0.0156585123866793"
"4.147","Electrona antarctica - Gymnoscopelus nicholsi","4.69619874404529","3.97571496345056e-05"
"5.147","Electrona carlsbergi - Gymnoscopelus nicholsi","1.83556662208499","0.996326661604526"
"6.147","Gymnoscopelus braueri - Gymnoscopelus nicholsi","4.85713518778466","1.78644429086879e-05"
"7.147","Electrona antarctica - Krefftichthys anderssoni","-1.36666624390117","1"
"8.147","Electrona carlsbergi - Krefftichthys anderssoni","-4.47854269104529","0.000112731512759897"
"9.147","Gymnoscopelus braueri - Krefftichthys anderssoni","-1.25195056781846","1"
"10.147","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-5.94135618379779","4.24010499570066e-08"
"11.147","Electrona antarctica - Protomyctophum bolini","2.61977146619243","0.131983065509882"
"12.147","Electrona carlsbergi - Protomyctophum bolini","-0.607178005466192","1"
"13.147","Gymnoscopelus braueri - Protomyctophum bolini","2.78659965095076","0.0798963577241707"
"14.147","Gymnoscopelus nicholsi - Protomyctophum bolini","-2.44386909988445","0.217960464271557"
"15.147","Krefftichthys anderssoni - Protomyctophum bolini","4.03855021876922","0.000806738700501962"
"1.148","Electrona antarctica - Electrona carlsbergi","2.60908046578963","0.136178837610833"
"2.148","Electrona antarctica - Gymnoscopelus braueri","-0.20876344850227","1"
"3.148","Electrona carlsbergi - Gymnoscopelus braueri","-2.84317577055618","0.0669996446084967"
"4.148","Electrona antarctica - Gymnoscopelus nicholsi","4.80025490253376","2.37695707286171e-05"
"5.148","Electrona carlsbergi - Gymnoscopelus nicholsi","2.38432715451293","0.256655755439923"
"6.148","Gymnoscopelus braueri - Gymnoscopelus nicholsi","5.03055225569536","7.33603597556887e-06"
"7.148","Electrona antarctica - Krefftichthys anderssoni","-1.64388102413596","1"
"8.148","Electrona carlsbergi - Krefftichthys anderssoni","-4.23686705736465","0.000339990369891557"
"9.148","Gymnoscopelus braueri - Krefftichthys anderssoni","-1.45387807875692","1"
"10.148","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-6.28964760590416","4.77281153387405e-09"
"11.148","Electrona antarctica - Protomyctophum bolini","1.93394682067304","0.796794999544148"
"12.148","Electrona carlsbergi - Protomyctophum bolini","-0.762317252057414","1"
"13.148","Gymnoscopelus braueri - Protomyctophum bolini","2.17072074258845","0.449284323832129"
"14.148","Gymnoscopelus nicholsi - Protomyctophum bolini","-3.15065294809194","0.0244358904684371"
"15.148","Krefftichthys anderssoni - Protomyctophum bolini","3.62459882134537","0.00434115517765064"
"1.149","Electrona antarctica - Electrona carlsbergi","3.88490067993938","0.00153557595024164"
"2.149","Electrona antarctica - Gymnoscopelus braueri","0.429591116390349","1"
"3.149","Electrona carlsbergi - Gymnoscopelus braueri","-3.51440208883526","0.00661117675713202"
"4.149","Electrona antarctica - Gymnoscopelus nicholsi","5.11242337799916","4.77078011059306e-06"
"5.149","Electrona carlsbergi - Gymnoscopelus nicholsi","1.55994105965522","1"
"6.149","Gymnoscopelus braueri - Gymnoscopelus nicholsi","4.78572815982143","2.55552782120041e-05"
"7.149","Electrona antarctica - Krefftichthys anderssoni","-0.46735736838071","1"
"8.149","Electrona carlsbergi - Krefftichthys anderssoni","-4.38545914309056","0.000173612072936519"
"9.149","Gymnoscopelus braueri - Krefftichthys anderssoni","-0.908673799223074","1"
"10.149","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-5.57266275370193","3.76312397919404e-07"
"11.149","Electrona antarctica - Protomyctophum bolini","3.13538571211638","0.0257442432309664"
"12.149","Electrona carlsbergi - Protomyctophum bolini","-0.886713308498447","1"
"13.149","Gymnoscopelus braueri - Protomyctophum bolini","2.74116596098961","0.0918323638402973"
"14.149","Gymnoscopelus nicholsi - Protomyctophum bolini","-2.41180880161524","0.238104049939339"
"15.149","Krefftichthys anderssoni - Protomyctophum bolini","3.64983976021268","0.00393605925432546"
"1.150","Electrona antarctica - Electrona carlsbergi","3.0167862989027","0.0383204765925549"
"2.150","Electrona antarctica - Gymnoscopelus braueri","0.191191650701199","1"
"3.150","Electrona carlsbergi - Gymnoscopelus braueri","-2.86737179984105","0.0620844681201863"
"4.150","Electrona antarctica - Gymnoscopelus nicholsi","4.83747206870846","1.97251285225663e-05"
"5.150","Electrona carlsbergi - Gymnoscopelus nicholsi","2.05971994092847","0.591379829281362"
"6.150","Gymnoscopelus braueri - Gymnoscopelus nicholsi","4.71723570442812","3.58605996515517e-05"
"7.150","Electrona antarctica - Krefftichthys anderssoni","-0.431689241500925","1"
"8.150","Electrona carlsbergi - Krefftichthys anderssoni","-3.47227253196278","0.00774108219789061"
"9.150","Gymnoscopelus braueri - Krefftichthys anderssoni","-0.63102347168269","1"
"10.150","Gymnoscopelus nicholsi - Krefftichthys anderssoni","-5.26371806128958","2.11756330159744e-06"
"11.150","Electrona antarctica - Protomyctophum bolini","2.76742702084918","0.0847510409688004"
"12.150","Electrona carlsbergi - Protomyctophum bolini","-0.365502371785556","1"
"13.150","Gymnoscopelus braueri - Protomyctophum bolini","2.60991307887961","0.135847846549395"
"14.150","Gymnoscopelus nicholsi - Protomyctophum bolini","-2.45698467644912","0.210162994245957"
"15.150","Krefftichthys anderssoni - Protomyctophum bolini","3.2409365505623","0.0178706547304473"
