"chi","df","p_value"
50.4362037115935,5,1.12828085375518e-09
49.3552772544181,5,1.8774918683974e-09
58.6767650898548,5,2.28049881353991e-11
57.5433056767962,5,3.90732837991192e-11
49.2721178132715,5,1.95245468222983e-09
46.5218918481068,5,7.11046469057286e-09
57.9857798165137,5,3.16678272048325e-11
59.2652686387071,5,1.72394133851732e-11
50.8255213346673,5,9.39060080292971e-10
56.5302559781356,5,6.31958257575705e-11
49.5268170050358,5,1.73180673913407e-09
48.1854031553069,5,3.25546431022541e-09
47.1238881367237,5,5.3604599321547e-09
52.7574423857208,5,3.77194370083166e-10
60.4828003479948,5,9.65942896222817e-12
44.9959086945041,5,1.45365853672032e-08
56.6857072825375,5,5.87028870751362e-11
43.1797155237437,5,3.39775918046674e-08
50.1132617250988,5,1.31377681402098e-09
57.2711348437653,5,4.44629396565571e-11
55.3300301707679,5,1.11641239255578e-10
55.461911351804,5,1.04877654614613e-10
52.388512227682,5,4.49030984861941e-10
49.7015747078916,5,1.59498032492852e-09
44.3393843711635,5,1.97637070328467e-08
48.7119597428542,5,2.54136386421285e-09
50.9679628104259,5,8.78042608706387e-10
47.121511820566,5,5.36644369009955e-09
46.8191509159059,5,6.18478273776258e-09
44.2650651859005,5,2.04626533449694e-08
55.8196129452371,5,8.85216148056030e-11
50.6357609334843,5,1.02696738979794e-09
59.2001984033058,5,1.77811727466124e-11
60.4575997092329,5,9.77599659102494e-12
51.183569292302,5,7.93125128176935e-10
55.0563611613431,5,1.27097159159532e-10
51.977449718017,5,5.45253524278943e-10
52.0320930496777,5,5.31363272713558e-10
51.0188893938389,5,8.57200904829375e-10
55.9545693249133,5,8.30351137166459e-11
41.2146775315094,5,8.49094250596671e-08
64.1002014014468,5,1.722220451779e-12
56.4602343915194,5,6.53302061961593e-11
44.4786988382992,5,1.85169915789659e-08
46.0295196977874,5,8.95728939160382e-09
50.1559267464698,5,1.2876259838857e-09
56.9028729030106,5,5.29550493939532e-11
46.3451965044831,5,7.72488963866767e-09
55.898120849284,5,8.52874178659741e-11
60.1181474328022,5,1.14900991552983e-11
47.6648174973622,5,4.15785332669147e-09
53.0006413392118,5,3.36232921740196e-10
52.8938257753877,5,3.53646515017105e-10
55.0797233083909,5,1.25698281333475e-10
55.5814734338394,5,9.90999976890924e-11
46.7559973868833,5,6.37082231488777e-09
45.4991047129727,5,1.14848874351435e-08
49.8349484372321,5,1.49785824111475e-09
51.2132745592469,5,7.82086512844267e-10
42.7527670212889,5,4.14690297823573e-08
62.0658349717912,5,4.54454950832613e-12
54.5336315694796,5,1.62799477945188e-10
60.4777004572954,5,9.68290639737155e-12
42.7562847876422,5,4.14010309188662e-08
56.2241295659849,5,7.30716211539014e-11
35.8174935750361,5,1.03308460738599e-06
50.2395885603558,5,1.23784472166391e-09
44.740629914716,5,1.63813773932301e-08
47.3419587224341,5,4.83873425233384e-09
38.6915973675269,5,2.73961533282939e-07
54.6144911733672,5,1.56684155872825e-10
59.2376353502934,5,1.74674390138512e-11
46.629325607597,5,6.76096401228275e-09
58.2683942797571,5,2.76891495029332e-11
47.8768540873079,5,3.76356239358971e-09
47.7434118741117,5,4.00711571624868e-09
62.1054705556239,5,4.4595063905369e-12
33.5114813026449,5,2.97819880876773e-06
50.7613833633674,5,9.67898670470084e-10
52.3261503131217,5,4.62456781705567e-10
61.9055350945571,5,4.90533054729507e-12
55.8128206827556,5,8.88071151076307e-11
54.9267221690973,5,1.35146763971362e-10
45.9199722487847,5,9.42927431509143e-09
67.0637701993185,5,4.17942813028251e-13
50.4736511257757,5,1.10853739033186e-09
51.725753769505,5,6.1406007116926e-10
57.4783102371266,5,4.02978993270293e-11
52.8213747476564,5,3.65967162766187e-10
51.8522776930934,5,5.78452678057044e-10
57.3501504330473,5,4.28260029057903e-11
42.7074140874763,5,4.23557398947493e-08
47.1311032423056,5,5.34233244570061e-09
59.5717161675551,5,1.49013949910257e-11
43.3820117842727,5,3.0915204121048e-08
49.6360297668077,5,1.64498691751099e-09
53.2942689742886,5,2.92648372164249e-10
57.5335336302019,5,3.92550037225578e-11
55.3126960758014,5,1.12562004964355e-10
56.8267595143642,5,5.49026542482267e-11
53.1562825258866,5,3.1237972508521e-10
47.9202379787689,5,3.68760480752655e-09
48.5388166705064,5,2.75700852742117e-09
53.4868028664334,5,2.67178083214499e-10
48.8129794790388,5,2.42340559668623e-09
44.5237440155524,5,1.81309042827255e-08
62.4510648660988,5,3.78218507604372e-12
45.9128641295029,5,9.46074253648904e-09
43.2022060532996,5,3.36227115836977e-08
46.7758136797291,5,6.31185390205635e-09
56.2977659114507,5,7.05637572448735e-11
55.334442172169,5,1.11408081726597e-10
50.7430164350735,5,9.7631860697563e-10
52.0831052116109,5,5.1871488558428e-10
61.4672429935545,5,6.04451015895823e-12
49.1032096416012,5,2.11402879310615e-09
54.4534584873168,5,1.69097989585991e-10
61.4648539484467,5,6.05139324641398e-12
51.0100533984719,5,8.60781316604567e-10
59.104546970352,5,1.86085455628221e-11
59.6521283646244,5,1.43421883589283e-11
53.291933106737,5,2.92971812129684e-10
51.2396181209755,5,7.72425427106084e-10
60.7888155659281,5,8.34991785155472e-12
50.6021782810447,5,1.04335851130846e-09
51.5354927839476,5,6.71762901678747e-10
55.4178299454339,5,1.07091618147531e-10
55.6760574759439,5,9.4755305404058e-11
54.5660358472483,5,1.60320688419666e-10
43.2927888919396,5,3.22304094617945e-08
49.06886998482,5,2.14847396280547e-09
63.9719504959556,5,1.83093723526412e-12
55.5061708582784,5,1.0270070200665e-10
47.1388419180109,5,5.32295746245717e-09
56.0334064458983,5,7.99885040369995e-11
55.6431438823718,5,9.62451806337375e-11
61.9587943369847,5,4.7823968082767e-12
48.9832563284448,5,2.23680781686611e-09
53.5575780910572,5,2.58381884370794e-10
49.0257349916736,5,2.19253576145679e-09
56.1608553749306,5,7.52975144921614e-11
53.7172069632617,5,2.39589043390469e-10
48.1117156836445,5,3.37021415694152e-09
47.4636536926053,5,4.56992912901916e-09
52.7739263235741,5,3.74267149443868e-10
57.7833480610443,5,3.48638110014742e-11
46.3245334734569,5,7.8001139609337e-09
59.4175385471534,5,1.60351764973069e-11
55.0248762083297,5,1.29007022679848e-10
53.2370475568306,5,3.00675141821704e-10
42.079388884155,5,5.67648361736725e-08
58.3104691933106,5,2.71411064352059e-11
55.0550045287711,5,1.27178867174587e-10
45.2038575556839,5,1.31880474278079e-08
55.8405904654904,5,8.76456335361209e-11
51.9430314257792,5,5.54187951705157e-10
56.4065970677127,5,6.70137000633091e-11
50.8113359716975,5,9.45363559790195e-10
44.6595347200525,5,1.70149153981309e-08
45.4773387867943,5,1.16025868807088e-08
42.45843029953,5,4.75711729707196e-08
50.620435856085,5,1.03441518914432e-09
54.3251705521523,5,1.79686179746233e-10
66.6870308303588,5,5.00452597887954e-13
51.4005024779374,5,7.1595417703651e-10
55.2712035380169,5,1.14796936741035e-10
47.235342771692,5,5.08715696956616e-09
54.6888540683723,5,1.51262740798495e-10
51.9066536642019,5,5.6378983828791e-10
36.417396372144,5,7.8362388573948e-07
51.7395906117155,5,6.10061849202486e-10
48.000738489505,5,3.55068987013195e-09
41.3427821066728,5,7.99953223697811e-08
60.1069934535325,5,1.15512480035561e-11
63.466563835685,5,2.33028690684214e-12
52.6856919762379,5,3.90204255580854e-10
59.5848288271798,5,1.48087430193893e-11
53.4383519060287,5,2.73371414404066e-10
53.7693406929809,5,2.33751890229144e-10
55.5336739116485,5,1.01370712881552e-10
53.9594582411536,5,2.13642288030078e-10
49.1806326919415,5,2.03837537947202e-09
46.3009450456507,5,7.88688147475896e-09
41.7195326266136,5,6.71253439372943e-08
52.6155681372286,5,4.03351675594413e-10
54.3874717149051,5,1.74464015546295e-10
50.3963238055564,5,1.14969263004009e-09
56.9775416084133,5,5.11114367359377e-11
53.8588256333704,5,2.24061634847629e-10
46.2571275808999,5,8.05062157045386e-09
52.3323886558754,5,4.6109590519434e-10
48.9713092093428,5,2.24941920174241e-09
58.7735653894585,5,2.17794959080765e-11
43.0182131289127,5,3.66380019382279e-08
55.8012276599035,5,8.92965309454046e-11
52.7641157745356,5,3.76006566554819e-10
53.5545793187172,5,2.58748651810281e-10
48.7998346288459,5,2.4384399157459e-09
54.6743880373116,5,1.52302512460695e-10
47.9955711669292,5,3.55932411601928e-09
58.6958130169821,5,2.25994571852681e-11
46.875429181276,5,6.02356643503932e-09
56.6589941604627,5,5.94516228643964e-11
58.0513629444482,5,3.06964760808013e-11
57.6106391931739,5,3.78437767348587e-11
59.6214438626999,5,1.45530606449645e-11
50.4369905921487,5,1.12786239912325e-09
50.7870550258839,5,9.56251278012338e-10
51.4764587534676,5,6.90743552136172e-10
58.3237734183753,5,2.69700768516329e-11
50.6811013487427,5,1.00524430165542e-09
52.4896133870685,5,4.28086459545621e-10
62.5848199379543,5,3.54852710122892e-12
47.2710839279647,5,5.0024918398639e-09
53.0963039231466,5,3.21365093440824e-10
49.0264722188033,5,2.19177517592902e-09
57.559727127076,5,3.8769801355613e-11
58.0413527823276,5,3.08427902327077e-11
56.7526809693779,5,5.68668149116046e-11
48.4733132300079,5,2.84326781151469e-09
53.4121895477435,5,2.76775013611836e-10
49.8376642797255,5,1.49594312211408e-09
61.989052576876,5,4.71392950629125e-12
46.9119203462274,5,5.92127927796908e-09
60.1855096682162,5,1.11276113154888e-11
56.2738617320419,5,7.13683094162606e-11
53.0570132833433,5,3.27390543631054e-10
59.0002014014469,5,1.95550072398582e-11
52.8602481724489,5,3.5930422921859e-10
57.9796933269794,5,3.17595152333532e-11
46.6106873212292,5,6.82034520000077e-09
52.8452660929171,5,3.61857711767566e-10
54.8699422673732,5,1.38830714634908e-10
51.3660724561299,5,7.27682193772454e-10
54.1600054808124,5,1.94297826797319e-10
55.7551828918702,5,9.12670974330773e-11
51.6675970898043,5,6.31152565446683e-10
49.8178703414409,5,1.50995729695235e-09
52.0683147501181,5,5.22350915681728e-10
53.3195358877496,5,2.8917243470104e-10
54.1228016524491,5,1.97749422161399e-10
55.3302039051578,5,1.11632048848851e-10
58.5284178020154,5,2.44708617740732e-11
44.99682749327,5,1.45303345294789e-08
60.7897133777058,5,8.34634928840864e-12
53.467933512801,5,2.69573269794626e-10
60.7948976897482,5,8.32577278587148e-12
59.0115438428174,5,1.94498410127246e-11
64.2227355881458,5,1.62437665699711e-12
41.1558121333194,5,8.72672551829415e-08
42.5089988417707,5,4.64625304837014e-08
55.080060520372,5,1.25678202666983e-10
56.0112105757588,5,8.08347853571759e-11
53.8973021989525,5,2.2001926436471e-10
45.7786227801921,5,1.00750954436191e-08
55.1160260112414,5,1.23554976733793e-10
57.2719771636322,5,4.44451644784661e-11
43.4299931410946,5,3.02301871385849e-08
58.7648199695136,5,2.18702207739025e-11
50.9569517951501,5,8.82614913849122e-10
53.1132865518116,5,3.18795078049614e-10
43.3606864796458,5,3.12246049180213e-08
56.0731445977178,5,7.84953994492992e-11
42.3178546143496,5,5.07935348088007e-08
52.6362344819896,5,3.99431692052598e-10
46.1155614571597,5,8.60315717177158e-09
47.8120107112538,5,3.88001030669468e-09
59.2822786714343,5,1.71005292643401e-11
54.3711360009426,5,1.75818464601243e-10
51.8039494986792,5,5.91803714071916e-10
51.7427772149688,5,6.0914475054167e-10
51.863743479043,5,5.75329526745653e-10
53.8056731142481,5,2.29768050443865e-10
36.1147526428352,5,9.00908215146929e-07
50.1384281745318,5,1.29828804464392e-09
60.5562289275386,5,9.32763119547304e-12
52.2823925481991,5,4.7211571405199e-10
47.3203075672031,5,4.88818434604629e-09
54.2854131491108,5,1.83099932953133e-10
51.1136302334658,5,8.19732468178198e-10
54.6407217525135,5,1.54750034609875e-10
50.7236265094589,5,9.85286813854808e-10
49.723165584706,5,1.57884217917556e-09
58.167761619375,5,2.90451526306811e-11
61.1699094456174,5,6.96415945311592e-12
59.3440433773166,5,1.66055556460886e-11
49.5408556694849,5,1.72039550956773e-09
45.9211733988085,5,9.42396704335079e-09
57.857365854223,5,3.36595036231525e-11
59.8396409489275,5,1.31182193321565e-11
51.0080771500617,5,8.61584146655649e-10
61.8356157077349,5,5.07152169943504e-12
49.4840888649038,5,1.76700466800284e-09
56.4686811545263,5,6.50689654383845e-11
59.1826917311267,5,1.79298084311128e-11
51.2431909058488,5,7.71124366119809e-10
49.2854524405394,5,1.94023645604933e-09
58.439769868997,5,2.5523759993158e-11
50.6228065967521,5,1.03325952516736e-09
57.2198706275793,5,4.55582138900494e-11
58.7290779190586,5,2.22449465479708e-11
55.8727766153406,5,8.63183918080417e-11
44.1169559083894,5,2.1929895755548e-08
56.6980043951697,5,5.83613848752974e-11
48.4219123617042,5,2.91283634979832e-09
45.2911536426363,5,1.26598035111802e-08
50.7632928636876,5,9.67027467551138e-10
59.2000654857147,5,1.7782296600803e-11
52.5249270715314,5,4.21002808693876e-10
60.5202440802492,5,9.48878752854199e-12
54.1240861718366,5,1.97629236931146e-10
57.6810574286047,5,3.65992357418355e-11
53.1989224575501,5,3.06144730431745e-10
50.3408666100702,5,1.18014332889074e-09
37.9550573907335,5,3.85249461560974e-07
56.2162725426026,5,7.33444084577199e-11
57.8573161481986,5,3.36602982689262e-11
53.3158565899669,5,2.89676016744948e-10
57.5783359580219,5,3.8428737004718e-11
63.221375536641,5,2.61943783954971e-12
50.4079801575654,5,1.1433926759293e-09
50.1157561785377,5,1.31223340119081e-09
52.2827342310925,5,4.72039517912751e-10
48.7928071963803,5,2.44651560968905e-09
60.0874428906709,5,1.1659213770369e-11
51.9477894757882,5,5.52944193044198e-10
52.2057515919078,5,4.89520660834701e-10
52.235982322539,5,4.82580172077196e-10
49.3578651236233,5,1.87520571495435e-09
53.4189611914297,5,2.75890019982535e-10
44.3992571447807,5,1.92179732713325e-08
