"chi","df","p_value"
47.7960374567767,5,3.90924294285407e-09
53.7988437168956,5,2.30511686035881e-10
57.8305406963472,5,3.40910883913148e-11
64.1142369625569,5,1.71072108208217e-12
56.0112112069465,5,8.08347611647256e-11
60.285995104088,5,1.06079897467422e-11
50.3541521625014,5,1.17277594384282e-09
48.0877505420323,5,3.40839633971253e-09
64.0337782154012,5,1.77769682033002e-12
46.4749302274695,5,7.26884314238599e-09
61.9768840687195,5,4.74134554803098e-12
52.795732067171,5,3.70429676927813e-10
52.0409942677645,5,5.29134276402335e-10
49.4033903190548,5,1.835439274219e-09
57.294941662485,5,4.39632759207263e-11
57.596395760944,5,3.81005991372256e-11
62.2430422611665,5,4.17646951884026e-12
56.7994522869505,5,5.56186872522759e-11
44.9087091266572,5,1.51421927385446e-08
52.0029885681404,5,5.38717064508992e-10
53.6168062117277,5,2.51243310642985e-10
55.4752650724971,5,1.04216030084781e-10
53.7205907600445,5,2.39205801381263e-10
51.0431476694975,5,8.47447470417439e-10
57.1791707036374,5,4.64469229571481e-11
56.1440294911892,5,7.59007305164641e-11
48.5861715210254,5,2.69627869904938e-09
61.0307030693601,5,7.44150098197476e-12
58.7074740502993,5,2.24745458477478e-11
43.7309486013409,5,2.62655464771727e-08
52.978308133168,5,3.39801605549244e-10
54.4262956440691,5,1.71286625961519e-10
49.2887936321586,5,1.93718696291569e-09
50.0403018023562,5,1.35972983014475e-09
56.0776575365379,5,7.83276008639224e-11
46.4530170767809,5,7.34394425508304e-09
40.5603950813654,5,1.1510751032388e-07
48.4435755094999,5,2.88331174242591e-09
49.3792549671834,5,1.8564156913027e-09
54.3371363964868,5,1.78671226469218e-10
50.2076387902658,5,1.25662506019696e-09
54.6889340188031,5,1.51257013947568e-10
44.1867168671213,5,2.12261852858157e-08
50.1161337865261,5,1.31199991849987e-09
35.12175361802,5,1.42276875883352e-06
42.7334389520602,5,4.18446344032242e-08
53.140743528486,5,3.14683268959875e-10
48.7231181930361,5,2.5280580325873e-09
42.302453584041,5,5.11595281576262e-08
52.4773260052452,5,4.30578998409449e-10
60.2528793200847,5,1.07765022086579e-11
47.846153910891,5,3.81825383739475e-09
54.6589744358498,5,1.5341824206256e-10
57.4605044346189,5,4.06400232825595e-11
54.3113601146237,5,1.80864747094746e-10
52.4321350236537,5,4.3987135274898e-10
52.0767698237618,5,5.20269250983556e-10
53.8683791312545,5,2.23051075000135e-10
53.0534105170583,5,3.2794865921736e-10
41.8925442541414,5,6.19281020615599e-08
55.5947214306077,5,9.84796852907845e-11
49.8484386522462,5,1.48836943973027e-09
53.7860712673931,5,2.31908897085313e-10
43.757208478112,5,2.59452463304996e-08
57.0759546449622,5,4.87790660071829e-11
53.1788178171639,5,3.09068892857357e-10
55.7491621510453,5,9.15279536208837e-11
49.2029228720298,5,2.01709965687726e-09
57.4387505010052,5,4.10619443936499e-11
48.7912233888674,5,2.44833934939379e-09
50.5182036610985,5,1.08549633463182e-09
55.3798998831251,5,1.09033929322228e-10
46.9987481971704,5,5.68480507144284e-09
45.7382178312604,5,1.02676800702626e-08
49.8172399428144,5,1.51040576658014e-09
45.9244353763825,5,9.40956904376914e-09
51.6363040178248,5,6.40545309062101e-10
52.9224212041166,5,3.48898422145182e-10
49.5211443115795,5,1.73643913656282e-09
47.3072232058229,5,4.91831230245033e-09
49.7286196768529,5,1.57479134100253e-09
52.9129124153551,5,3.50470195997641e-10
47.361594811217,5,4.79431798442359e-09
55.6000061540792,5,9.82333206712348e-11
57.8805955570704,5,3.32901741996855e-11
43.5963159683102,5,2.79706569427987e-08
52.5056584917351,5,4.24853314280691e-10
53.1952686702666,5,3.06674103055956e-10
51.8181885125959,5,5.8783844482424e-10
49.8032359936839,5,1.52040259632929e-09
49.2129199896064,5,2.00762960914995e-09
47.9132358990058,5,3.69975993984154e-09
57.1082140125753,5,4.80378852527877e-11
45.4894056737455,5,1.15371873210788e-08
50.8275054729226,5,9.38181747529347e-10
52.7936526721853,5,3.7079391843243e-10
59.2630193490562,5,1.72578625573918e-11
57.6979109794033,5,3.6307483611997e-11
50.6435441079162,5,1.02320537010548e-09
42.2613728961727,5,5.21486828736904e-08
57.6911662663885,5,3.64239618113182e-11
56.8901197573294,5,5.32765026861753e-11
47.0107973056705,5,5.65274233968664e-09
49.0445385439974,5,2.17321845598806e-09
41.8528809506527,5,6.30829809306215e-08
48.8962498514078,5,2.33029041844238e-09
55.0479040363396,5,1.27607375505504e-10
53.1525195957453,5,3.12936003658737e-10
50.5091108775717,5,1.09015968350005e-09
66.3462828309606,5,5.89002354785516e-13
51.5342219402918,5,6.72165971674982e-10
53.9885209065116,5,2.10724178998793e-10
62.6496901394819,5,3.44045137654418e-12
50.3468291238379,5,1.17683117662303e-09
51.3923888241922,5,7.18700861720969e-10
50.7415097902458,5,9.77012531154186e-10
56.6245087519422,5,6.04323178640419e-11
63.0692668440304,5,2.81655168602096e-12
48.4090111499291,5,2.93056240729595e-09
49.1732523204035,5,2.04546906864713e-09
59.1831411893047,5,1.79259769594115e-11
44.3183233763488,5,1.99593259593335e-08
50.8341993227357,5,9.35224574819749e-10
53.6502477937363,5,2.47299988575344e-10
50.8132227492639,5,9.445227141527e-10
50.3209229751238,5,1.19128965519093e-09
53.2747603854031,5,2.95360638734346e-10
49.1411242924124,5,2.07663712522731e-09
51.265100269412,5,7.63193553507077e-10
57.7214613781561,5,3.59036864469295e-11
69.3947671917095,5,1.36950238144326e-13
54.8002602596917,5,1.43488999880677e-10
54.5737638979622,5,1.5973510933797e-10
49.1839996044557,5,2.035147406434e-09
65.0813626604137,5,1.0780195943398e-12
54.5912309631187,5,1.58419426031087e-10
46.4077339943972,5,7.50159943103739e-09
57.5677461552784,5,3.86224589728894e-11
50.3581664631087,5,1.17055888813818e-09
53.3592918706191,5,2.83786470528412e-10
63.3771958753993,5,2.43178919561019e-12
58.9016933711625,5,2.0492570372841e-11
44.7085394949868,5,1.66292151975086e-08
57.3846694523079,5,4.21298972454995e-11
45.9658592725142,5,9.22862511686834e-09
46.5205150175312,5,7.11505873044755e-09
47.8077882765317,5,3.88771651611014e-09
49.3731570636731,5,1.86175320714254e-09
49.1942486710871,5,2.02535262862719e-09
59.5722481535132,5,1.4897624824845e-11
48.759405694785,5,2.48526572424707e-09
55.225008915525,5,1.17337272416713e-10
41.2622799127699,5,8.30492306047897e-08
58.1930839195488,5,2.86978231913302e-11
55.3226585832573,5,1.12031886698759e-10
51.9336697563301,5,5.56643255102603e-10
55.179802680233,5,1.19877556555654e-10
47.6938639096392,5,4.1014969935155e-09
44.7335678195308,5,1.64356007890541e-08
60.2094678141657,5,1.10014595519103e-11
51.185102867801,5,7.92551458051854e-10
51.9814884245452,5,5.44214607795788e-10
63.5585663730593,5,2.230209850972e-12
52.1600691781622,5,5.00198015054556e-10
52.4421730106281,5,4.37790165320189e-10
51.1040891489382,5,8.23430608069344e-10
52.1703050424526,5,4.97785564338769e-10
62.1025861860384,5,4.46564119884739e-12
52.3924493130049,5,4.48196547148433e-10
54.0666454166838,5,2.03075553737384e-10
59.541631293861,5,1.51161626877515e-11
43.7559968082946,5,2.59599394145123e-08
47.0534155665592,5,5.54077503839274e-09
53.8096125665245,5,2.2934018276291e-10
48.8823578854795,5,2.34557299642807e-09
61.810978298718,5,5.13141195944184e-12
62.5591778360575,5,3.5921764982389e-12
50.5459292081015,5,1.071399429249e-09
49.8956506439691,5,1.45563093192782e-09
49.0898368274828,5,2.1273767217886e-09
46.0690148949756,5,8.79296501622677e-09
46.9452349017293,5,5.82940960847823e-09
48.469192732085,5,2.84878307286805e-09
48.1272279081706,5,3.34572721293261e-09
49.292725141991,5,1.93360481019911e-09
56.3713165205994,5,6.81445731323543e-11
52.274191106777,5,4.73948342902528e-10
48.0378561607592,5,3.48927963383732e-09
46.7208348718531,5,6.47681270786436e-09
53.6086502684125,5,2.52214511646224e-10
49.5859783776164,5,1.68422333014975e-09
51.6122575582086,5,6.47857594768547e-10
54.4217007034586,5,1.71659647078988e-10
54.7880499353559,5,1.44321181970568e-10
54.3344300744064,5,1.78900277264746e-10
60.7014018676841,5,8.70475877273191e-12
47.626625281799,5,4.23313137621745e-09
50.1245583001697,5,1.306801632565e-09
53.294899583311,5,2.92561114882977e-10
55.709076372649,5,9.32837914720019e-11
48.4220113003622,5,2.91270082368455e-09
60.8374854432357,5,8.15864772771253e-12
55.8547058718332,5,8.70610755187706e-11
57.122172358401,5,4.77206770471747e-11
48.1462588458314,5,3.31592802154972e-09
59.5274166332663,5,1.52187094224958e-11
37.8181573740071,5,4.10427399521291e-07
53.4246256794472,5,2.75151891019091e-10
49.4427042602008,5,1.80177591381933e-09
47.7339440599459,5,4.02498150793238e-09
43.9437456145611,5,2.3779330340763e-08
46.5723746540303,5,6.94404672660562e-09
52.5778164380189,5,4.10611766692016e-10
53.6033346167482,5,2.5284950925868e-10
52.6412119748913,5,3.98493257340308e-10
52.5823220655825,5,4.09738475769042e-10
51.9134833245493,5,5.61974584483721e-10
45.4315532264733,5,1.18541127184483e-08
54.579627367874,5,1.59292239982557e-10
49.9499986324269,5,1.41883251362337e-09
54.4836748058309,5,1.66696094714159e-10
52.0916787907287,5,5.16618762775743e-10
49.1439756824453,5,2.07385188371355e-09
55.8601762170613,5,8.68355809886976e-11
53.2936656115313,5,2.92731883692606e-10
50.0492630884641,5,1.35400040234491e-09
40.218770783167,5,1.3490934973812e-07
46.8270832084108,5,6.16180180881423e-09
52.2141837324018,5,4.8757482302258e-10
56.1046412803009,5,7.73317435128801e-11
63.0002234930133,5,2.91084463237793e-12
45.7634101067864,5,1.01471781631316e-08
52.5984907252241,5,4.06619858925705e-10
50.4780253611182,5,1.10625375195219e-09
53.7090945192928,5,2.40510339510574e-10
51.9928890403739,5,5.41292558456792e-10
57.4653262345766,5,4.05470911173209e-11
56.8233686693197,5,5.49910641317342e-11
49.5367598930769,5,1.72371696182305e-09
52.3194387374565,5,4.63925367792144e-10
60.3850680472844,5,1.0119394314768e-11
55.961354749529,5,8.27684021837146e-11
48.8924546780995,5,2.33445560861039e-09
57.4068015724988,5,4.1689537464579e-11
39.4623774838548,5,1.91657953381805e-07
51.7479570034999,5,6.07656950875048e-10
50.9896750856574,5,8.69095745362797e-10
62.2897750762948,5,4.08446237058634e-12
51.5085654262779,5,6.80355181687359e-10
45.1675702643309,5,1.34140415552378e-08
56.8625633160072,5,5.39777510462971e-11
52.9499051640615,5,3.44394840295093e-10
45.9890444766349,5,9.12886834659999e-09
42.2882842111575,5,5.14985727220296e-08
56.2346129610168,5,7.27092253023337e-11
55.8526760776739,5,8.71448947649779e-11
56.8008074993504,5,5.55829329187901e-11
55.9029221356443,5,8.50934962182325e-11
54.7933042566241,5,1.43962490387405e-10
49.7393542845541,5,1.56684883945864e-09
49.3009625611069,5,1.92612078420732e-09
47.1204489532279,5,5.36912223216704e-09
53.0723355729974,5,3.25027487519607e-10
52.189797483455,5,4.93223523693111e-10
50.8695190560799,5,9.19774501500915e-10
51.2666780806426,5,7.62625564126129e-10
45.7575207581826,5,1.01752217167637e-08
52.7980788753078,5,3.70019022256579e-10
49.0759216654096,5,2.14135523850524e-09
52.1264553345346,5,5.0820268224826e-10
49.3630969851324,5,1.87059230591981e-09
44.4604659321747,5,1.86755880303128e-08
61.5512992996974,5,5.80724698736597e-12
55.089513501629,5,1.25116642929323e-10
63.0261892889566,5,2.8750187686132e-12
47.8727865565455,5,3.77076343510021e-09
50.9965878523737,5,8.66266369650519e-10
52.1306436851257,5,5.07198356332697e-10
56.2523836800132,5,7.20990099987194e-11
54.3049817008192,5,1.81411674841229e-10
45.4674641722132,5,1.16563797442423e-08
46.24638934387,5,8.09126336594341e-09
55.0689014390026,5,1.26344352289311e-10
56.2129440799336,5,7.34602753166722e-11
55.2176728323176,5,1.17745828692758e-10
44.0198974530527,5,2.29478145141095e-08
54.5372776773137,5,1.62518667489126e-10
57.5943720156661,5,3.81372300287942e-11
63.5134483988348,5,2.27873958648597e-12
57.776906002489,5,3.49706392773424e-11
53.1090053640427,5,3.19441019062785e-10
52.512200120136,5,4.23542154940194e-10
56.2446394814162,5,7.23643012880165e-11
46.7212459853839,5,6.47556338606727e-09
51.6259665849278,5,6.43678673257892e-10
61.5758210961836,5,5.73979854843742e-12
42.9616767078095,5,3.76175640860826e-08
53.7840989639056,5,2.32125404374584e-10
53.7505244117068,5,2.3584210579422e-10
51.3011142565293,5,7.50333539216565e-10
39.9456148240723,5,1.53155730400584e-07
46.6097760441158,5,6.82326180731147e-09
52.922967496994,5,3.48808335542717e-10
53.2618796346265,5,2.97165174254896e-10
50.347418021879,5,1.17650454972698e-09
50.3974967099346,5,1.14905714215407e-09
50.6267650898548,5,1.03133275020079e-09
48.7505210979719,5,2.49567569038169e-09
56.1219459198455,5,7.66997620577388e-11
53.7650171104441,5,2.34230535710538e-10
53.526617023761,5,2.62193708911983e-10
47.3144734475151,5,4.90159514529121e-09
49.8932311440591,5,1.45729110171615e-09
56.5066185280916,5,6.39084395141338e-11
55.2905853633905,5,1.13747505741568e-10
56.2641629032105,5,7.1697351653055e-11
55.5293657406093,5,1.01577905770767e-10
46.5248372850938,5,7.10064664600842e-09
52.13436264253,5,5.06308246267217e-10
57.0075997092329,5,5.03874978504024e-11
55.0534942546148,5,1.27269890463123e-10
57.0718989489674,5,4.88730524403506e-11
49.571287906761,5,1.69591573416366e-09
50.670390515775,5,1.01033426117862e-09
52.586555125296,5,4.08919703015076e-10
50.6462158724748,5,1.02191713720799e-09
51.5819321494357,5,6.57198097284636e-10
55.0396518369138,5,1.28107198970976e-10
48.2499981590361,5,3.15808350257989e-09
53.3623550240956,5,2.83375665449875e-10
51.8329539895791,5,5.83754559824094e-10
54.7055265209254,5,1.50073162620713e-10
46.7680733208568,5,6.33482225134256e-09
46.4348230938924,5,7.40688648098188e-09
49.5043599810223,5,1.75021795688477e-09
57.7654501051454,5,3.51614195088683e-11
45.2027738065557,5,1.31947416131468e-08
49.5554981174829,5,1.70857340033982e-09
67.6627967502254,5,3.13807650449764e-13
46.519059709296,5,7.11991784247843e-09
64.7963593624584,5,1.2352132154716e-12
63.4068069375934,5,2.39767776897957e-12
53.8567395583159,5,2.24282904863641e-10
58.1393743247608,5,2.9439513486797e-11
55.6518035134006,5,9.58509400747808e-11
57.5151545515465,5,3.95990673975986e-11
47.4387730659623,5,4.62364758159731e-09
50.1747356638884,5,1.27626289811176e-09
57.9378247065766,5,3.23974533999254e-11
58.9940025079188,5,1.96127225786119e-11
52.103492255854,5,5.13744370006071e-10
49.7859783776164,5,1.53281290839005e-09
59.3676868236431,5,1.64198885328616e-11
51.9473745751318,5,5.53052537534033e-10
55.4010899558064,5,1.07944540807052e-10
52.5828970248972,5,4.09627169264418e-10
52.5576650371506,5,4.14540339326178e-10
56.6238268589264,5,6.0451871431032e-11
49.9754462233415,5,1.40192265863066e-09
52.3407382685893,5,4.59280711937955e-10
50.6055377245055,5,1.04170714473942e-09
49.3790627705559,5,1.85658368848469e-09
49.4694439447543,5,1.77923210177572e-09
54.350881190504,5,1.77512439123142e-10
54.8788456420177,5,1.38246496359519e-10
50.9412451122409,5,8.89178223136687e-10
46.3940162362493,5,7.55002112106689e-09
54.618134861649,5,1.56414051281731e-10
56.6298309258785,5,6.02799190521878e-11
48.382686366032,5,2.96706666411168e-09
56.7050385077041,5,5.81669333066157e-11
45.4084554418366,5,1.19830573806603e-08
59.3846292140977,5,1.62881193317459e-11
57.584787957782,5,3.83111846925594e-11
49.7654041862467,5,1.54774034359034e-09
59.1480568889394,5,1.82275301643397e-11
51.8773659804605,5,5.71640770915787e-10
52.4301648241248,5,4.40280993888777e-10
59.5555770685333,5,1.50162260979811e-11
56.603453280019,5,6.10390141710336e-11
43.0134082132236,5,3.67202550309041e-08
48.9576274288888,5,2.2639488311349e-09
50.6415563403322,5,1.0241648540815e-09
52.2148159193931,5,4.87429248130738e-10
63.0399057847292,5,2.85627172231412e-12
59.0491289610968,5,1.91053731708836e-11
59.5996257583457,5,1.47048806934799e-11
49.7817817163885,5,1.53584605714581e-09
57.6400348099967,5,3.731919619841e-11
55.7955434998722,5,8.95374783266101e-11
56.2274593962269,5,7.29563187906827e-11
58.065918130759,5,3.0484964511357e-11
35.209089311995,5,1.36677897627155e-06
50.2527112663834,5,1.23021244226368e-09
49.5635571209008,5,1.70210128182043e-09
54.763532557183,5,1.46006711287653e-10
57.9189279488822,5,3.26895506688361e-11
50.8235373542088,5,9.39939163422481e-10
59.7958165411129,5,1.33945969143703e-11
52.4682623615464,5,4.3242686566556e-10
55.7267508355346,5,9.25055088095019e-11
49.2246338848861,5,1.99658970493295e-09
44.1475821306579,5,2.16181361488858e-08
48.7139552950854,5,2.53897916093216e-09
61.2142268635552,5,6.81870560653364e-12
42.7980918146539,5,4.06013534773886e-08
51.0002209682629,5,8.64783031429769e-10
62.904065163809,5,3.04744281865947e-12
53.7319876939455,5,2.37919501707331e-10
60.1249559483647,5,1.14529321444444e-11
45.6872946667803,5,1.05156343560071e-08
48.986149534657,5,2.23376436904171e-09
60.8000237221344,5,8.30547738770485e-12
55.695954297809,5,9.3865836667209e-11
52.3888818406272,5,4.48952582099875e-10
44.8911274483505,5,1.52673123263765e-08
54.9017634329874,5,1.36753946118531e-10
53.1116663984119,5,3.19039371632481e-10
50.7633136928789,5,9.67017968619071e-10
62.0920446691472,5,4.4881338629113e-12
53.486900647914,5,2.67165726765299e-10
58.3786929998138,5,2.62753820573949e-11
62.0695405164588,5,4.53653065769265e-12
57.5927432886347,5,3.81667364029415e-11
48.2656946903446,5,3.13486216782191e-09
59.0177709293923,5,1.93923442119171e-11
52.1638973310232,5,4.99294410236835e-10
62.1288077707611,5,4.41017857851427e-12
62.8510034831036,5,3.12554110467212e-12
60.24707255186,5,1.08063246171743e-11
54.1712967959864,5,1.93262212332058e-10
58.9407785067995,5,2.01153191969253e-11
57.0029011486562,5,5.04999824760781e-11
50.5577967975645,5,1.06542137213769e-09
51.8385132270624,5,5.82224312953599e-10
48.3584901571552,5,3.00101908366922e-09
47.5631533712256,5,4.3612546170449e-09
54.9244607816837,5,1.3529160288857e-10
57.6508070259597,5,3.71287828238869e-11
51.2527667056951,5,7.67648026899183e-10
57.6527444563318,5,3.70946391755483e-11
59.8969548353705,5,1.276534366506e-11
57.4667767037068,5,4.05191772621225e-11
57.5139744937086,5,3.96212611053879e-11
50.5876073150436,5,1.05055128914398e-09
52.5583774901665,5,4.14400807189549e-10
56.1012589036903,5,7.745587688292e-11
57.5575601022103,5,3.8809714679625e-11
55.6490600038503,5,9.59756670559092e-11
47.6836187879304,5,4.12128725492677e-09
58.205043662403,5,2.8535223729578e-11
43.0299555854318,5,3.64377602253525e-08
43.8674441320066,5,2.46425982092041e-08
64.5500975710848,5,1.38935081777986e-12
57.5428056184113,5,3.90825624137233e-11
46.6388776853088,5,6.73073138193085e-09
54.3722157525492,5,1.75728615786764e-10
51.3831642276526,5,7.21836401976453e-10
61.65755247536,5,5.52058927628945e-12
55.7454764361885,5,9.16880089013702e-11
53.678775580193,5,2.43984937049894e-10
59.9054972233005,5,1.27135667699664e-11
49.9169090427093,5,1.44112508857889e-09
60.0535384903465,5,1.18488407015886e-11
50.8445221331196,5,9.30682436092276e-10
45.1991362197543,5,1.32172353171101e-08
51.0299850934525,5,8.52725878851492e-10
52.3662223631874,5,4.53784478678493e-10
58.4200143805577,5,2.57644959329031e-11
65.747273637713,5,7.84256363686246e-13
52.0177077054332,5,5.34985395826741e-10
49.6053467902532,5,1.66893047462332e-09
55.9637392185266,5,8.26748801272298e-11
45.4877501212407,5,1.15461382093261e-08
62.0033156811198,5,4.681995691259e-12
58.9181564798246,5,2.0332814511994e-11
50.6827503263765,5,1.00446295656272e-09
