"","Temp","a_est","b_est"
"1",-1.86758943614917,3.88173646031835,-0.202045882259075
"2",-0.734855652970526,3.68051694055656,-0.190095342620618
"3",1.56263154604455,3.62033276306342,-0.209888562541103
"4",1.92495488469417,4.16035231739277,-0.177189151661786
"5",-0.96944682652769,3.80624097418891,-0.180003815497496
"6",0.578806947831795,4.01155102191453,-0.179703219066198
"7",0.0272017289214404,3.63611182663574,-0.190339217275684
"8",0.732223185593139,3.92230253928378,-0.185524517887132
"9",3.0107246496039,4.54241246793023,-0.191109726485862
"10",0.688013300862038,3.87271000153128,-0.230897665509737
"11",0.329416479459502,3.79021120232033,-0.20148838964765
"12",1.09676573443122,4.25492342558167,-0.228814299954327
"13",0.383244225627557,3.68315630695745,-0.206900735021216
"14",1.9943510175827,4.18156847963416,-0.216599380075257
"15",1.14168397321295,3.97438296378171,-0.197010675867184
"16",1.08957860880238,3.93799423553788,-0.211823286291968
"17",2.00716850860444,4.00231360101186,-0.182238202321139
"18",2.21729611361488,4.35001311714619,-0.214580078592818
"19",2.99024980001066,3.98317433461657,-0.2034426479647
"20",1.57296142723454,3.92326019534386,-0.179411014281387
"21",-1.14593317994227,3.84537198529717,-0.20036550000244
"22",0.550297877193989,4.21221504985036,-0.220725017037067
"23",1.12269076905384,3.9932963285166,-0.201767810425969
"24",3.17446466876631,4.08026077360356,-0.169694807529174
"25",-0.150124610576461,3.79673993639807,-0.182018944660398
"26",-0.0110848808218095,3.57830396599769,-0.22087032254189
"27",1.21192753019952,3.67113687588175,-0.197686952859102
"28",2.48345168603824,4.06205802179505,-0.188067751842894
"29",1.21747054654201,3.51405164014023,-0.197982937544988
"30",2.47405787386278,3.67548051063774,-0.235863222114678
"31",3.3425074593344,4.08484399631737,-0.176357374649034
"32",4.61129723190432,4.04830767019915,-0.194701292415862
"33",0.956475326968092,3.46232606414,-0.201551814272368
"34",2.57727199419838,3.89834980359163,-0.187118504042406
"35",0.259922512779053,3.94533570597082,-0.203426909214038
"36",0.0495628995825679,4.058720950769,-0.183138130804055
"37",6.26313200792163,4.14798192638689,-0.182029351505664
"38",0.762810336800982,4.099468574284,-0.180149005889199
"39",3.12730545809841,3.54599318798296,-0.212817158143838
"40",0.275913593968778,3.93475131928117,-0.229999801594354
"41",1.93172367451274,3.77988358304906,-0.175851406009421
"42",0.9222227137655,3.95608489161947,-0.242131161464675
"43",2.42887531066911,4.29068345739265,-0.206084801985071
"44",1.30525705386799,3.83182650114471,-0.222652072596251
"45",1.87731684789245,4.06482203960078,-0.210646596901447
"46",-0.910898234829331,3.67212496804349,-0.182578690979241
"47",-0.0913810214824849,3.78043520629887,-0.249990356629056
"48",3.48965216191286,4.15731402850429,-0.186193341638276
"49",2.30623158961636,3.74527849319579,-0.204477220568318
"50",3.34319838812337,4.02121323697096,-0.196726513225995
"51",4.89683054875491,3.89120191604342,-0.185072934534238
"52",1.12772597432544,3.96502641889152,-0.199020518107534
"53",0.168698392022815,3.74678210774442,-0.160810861555271
"54",0.651875281472813,3.80436453062037,-0.246363767064247
"55",0.525549169657456,3.87533887658469,-0.156672909044675
"56",1.12082679464303,3.77239818955393,-0.193492506130026
"57",5.05958602132872,4.48848297058937,-0.189681711848769
"58",3.26735464658152,4.0459829521467,-0.20148548578348
"59",1.59659683795413,3.90267279683791,-0.189091477065857
"60",-1.52773939892589,3.49250008998798,-0.209182265470824
"61",1.9261022117123,4.2173010718008,-0.170231136122135
"62",-1.58647612055884,3.57388975599426,-0.185777400662219
"63",0.976730386214477,3.79502202547109,-0.164417251485147
"64",1.6537725279021,4.14498976654066,-0.196880319625664
"65",0.754615283086983,3.92074718193443,-0.194792444166418
"66",0.0538079746212441,3.94046659227827,-0.168519932079958
"67",-0.524603576447286,3.46786824978006,-0.202265468692424
"68",5.06417253967174,4.13299332358498,-0.180743179212255
"69",0.926689897346799,3.96599357758757,-0.218900333316478
"70",0.270829490366367,3.71077251957589,-0.236520474513885
"71",0.883410449403652,3.96302180899944,-0.195123091799001
