"","Temp","a_est","b_est"
"1",1.3963167259439,4.11901388984134,-0.208489305451826
"2",5.30889438416846,3.73131736853379,-0.176448758630082
"3",0.739701115986813,3.85765192109877,-0.182232738594717
"4",-3.7398368485118,3.8746505635657,-0.212040317903885
"5",3.96164146188514,3.59958520278781,-0.238946820927218
"6",1.23817506376022,3.84267456184782,-0.207246698943697
"7",1.76244069795912,4.15527660647344,-0.200366705865752
"8",0.454313369490705,3.99342007812936,-0.179527746324312
"9",-2.6003988073328,3.66447064643388,-0.246388755064366
"10",3.54877361259741,3.62026154577124,-0.216884609458908
"11",6.79935580529865,3.55623619672264,-0.173406669425675
"12",1.15006626432925,3.88177224416625,-0.185994025758019
"13",0.713034431203145,3.77793228731293,-0.204041015030465
"14",4.35000514304725,3.70258599794879,-0.20900875897736
"15",8.00955555251933,3.72444069512813,-0.186117266781819
"16",5.70141553715251,4.18555022022754,-0.205593005388895
"17",-3.47534428035892,3.94274161766749,-0.232623775965247
"18",2.04068630845664,3.74191044233102,-0.183578971393139
"19",0.688386674913581,3.95527906728154,-0.221875685033469
"20",-3.51497791880647,4.01922437018403,-0.188548594284317
"21",0.00498700098933957,3.8066802274041,-0.213397237407534
"22",-2.28411126847946,3.84585593779177,-0.171151940978451
"23",6.04697527128192,3.81677231132167,-0.194531185089623
"24",-0.173034244803977,3.96770404055848,-0.207949065295645
"25",3.17299429612682,4.0953104215158,-0.221806138264504
"26",8.28573324705115,3.98523583320739,-0.190940580886948
"27",-2.22224865114543,3.86696938267224,-0.213926853723513
"28",-1.30995315349264,3.71898092168713,-0.21665928939324
"29",-1.77695770936769,4.19645042296298,-0.207150937540594
"30",2.84479046024394,4.4062134123583,-0.206198103099208
"31",0.0894695052225274,3.7489615325536,-0.1995303016204
"32",-0.938502667120783,3.82483538119435,-0.219093576766327
"33",3.32408504865658,4.05194522099428,-0.201293369734669
"34",10.8029448666666,3.74838624159293,-0.186228562085771
"35",-0.797548860211082,4.42253801695314,-0.193124877790002
"36",2.60275251042614,3.8354397563239,-0.219599789195565
"37",-3.74732790357994,3.94497150985601,-0.205388847834482
"38",8.74386444349264,3.85753794876333,-0.204556360146873
"39",-1.1405559974624,3.89281946477711,-0.188299695338885
"40",6.92726139610982,4.0825921856084,-0.238415198493192
"41",4.75043312581909,4.02625166434892,-0.241248483438783
"42",0.423757413694424,3.55981194213509,-0.215428785964141
"43",3.24244944661848,3.84436119460175,-0.222223539045879
"44",3.44815717433669,3.87988176430298,-0.205837678921802
"45",2.33175012143808,4.05074732106963,-0.216140081909571
"46",1.10466165432606,3.66194231123614,-0.195451930150114
"47",1.11611699311746,3.94078401435512,-0.236104420776531
"48",1.12634112989566,3.86718542519969,-0.148903041377682
"49",-0.838469936398491,3.84888154838562,-0.202232397328929
"50",4.84387564613022,4.33159766535484,-0.209500877032256
"51",-0.826206944784895,3.88661456461145,-0.184409385499577
"52",2.15977122956954,4.18935687774799,-0.191067659586378
"53",4.28987612401429,4.24046290666261,-0.196635106350675
"54",-1.34704162086273,3.60778153327931,-0.20205752152542
"55",5.17056852936232,3.91042998562656,-0.215603498270754
"56",2.2495496427246,3.75651067515636,-0.160981590367449
"57",3.18581997452573,3.89518426719791,-0.208859360309848
"58",-1.72633769954689,4.1576835408608,-0.182691151673154
"59",-2.84855588831521,3.4669676098294,-0.226016252622899
"60",0.397267183560852,3.40238401792802,-0.205394747419429
"61",3.03075251665652,3.36524706967664,-0.225646250444531
"62",5.42316303479075,4.18726604586965,-0.179101641447248
"63",6.37147673262811,3.81295376168502,-0.212697125022257
"64",1.40533337659173,3.55445741869333,-0.190793008318924
"65",4.73475531966255,3.4857724824866,-0.193480578123611
"66",1.56678529678653,3.76770866986533,-0.191800788074563
"67",3.01028118476654,3.83335462830725,-0.167961890419767
"68",-3.14189859155165,4.12870054838371,-0.185849013976541
"69",2.34411971725721,4.14307371815035,-0.178397200203158
"70",4.94398538277447,3.78194469120263,-0.184338131502784
"71",2.71212727719201,3.34658608206049,-0.200413188149049
"72",-2.91808633512821,4.08815787820162,-0.202042450468113
"73",2.69084537194991,4.36555888513575,-0.16533270847728
"74",3.04676600543357,4.29124888571775,-0.181357699809854
"75",2.6225147396895,3.77080844257478,-0.229214668725414
"76",1.88146785202372,3.8340153952553,-0.207694898891601
"77",2.17154910963938,3.67778129120557,-0.214150162520348
"78",-0.871968970828263,4.16392469698099,-0.207928048173912
"79",1.97552999339903,4.14988701433622,-0.21636182032306
"80",-1.43630690847483,4.35439926721678,-0.211291729875939
"81",5.47020404296445,3.90697765733459,-0.191634768665458
"82",3.85850678948433,3.84694254725913,-0.214742763001604
"83",-0.060996195614651,3.57020470916279,-0.19953909235165
"84",1.21875600300139,3.49140360841661,-0.180103210817741
"85",-4.03830783234115,4.19026561503094,-0.175893365461082
"86",3.99684330034166,4.04903708130066,-0.224979720084861
"87",1.57780001153672,4.03291042202051,-0.161578109598015
"88",6.13416500170671,4.23856565585339,-0.227509482749775
"89",3.78121585416128,4.05288821992364,-0.188944106806853
"90",1.20283963025755,3.61119616486448,-0.17724422916814
"91",3.59170679434098,4.0189246972803,-0.184281179293637
"92",5.55808283190171,3.57043903251617,-0.203199993400093
"93",4.38572765751557,3.9143107587331,-0.174446028539674
"94",4.24303437740474,4.07992608930166,-0.186505689968157
"95",4.05838686227073,4.07081462463843,-0.195939539488423
"96",-1.65780213706743,3.73272684239351,-0.202779803120605
"97",6.03297947618009,4.19113170593735,-0.198494852858257
"98",-1.76468756652697,4.30131343864383,-0.152038919465162
"99",0.987971163145183,3.9910961463004,-0.237548153234557
"100",1.27086996807246,4.17810648397395,-0.243234834596217
"101",4.40911212156835,4.21708880593848,-0.175393432796747
"102",4.21817444243822,4.24003697153629,-0.18955619397169
"103",2.19361417245239,3.88847669233821,-0.21025725593854
"104",4.35500436269308,4.02045912281946,-0.194071521978525
"105",2.00417445884316,4.13448540427029,-0.194141378127102
"106",0.744332116025931,4.05659264640662,-0.201700557641947
"107",-0.103313161184713,4.11749143145395,-0.199209825753854
"108",-0.860494591830877,4.16686337527401,-0.220894395091649
"109",0.226544090079047,4.13231640363622,-0.207622518255994
"110",2.98048743272677,4.46352367473357,-0.206299067766025
"111",1.39643890972267,3.62169537502987,-0.18566806953227
"112",1.72154216686331,4.47916917576881,-0.199708372815751
"113",-4.39355990563309,3.88298767150344,-0.211639857731762
"114",2.32377427898701,3.94132553800297,-0.226871989644683
"115",4.71580941660381,3.77772416227991,-0.191602316597283
"116",5.62908279189965,3.78834661027382,-0.182098408823858
"117",2.64871726952577,4.24934325839231,-0.19102314477425
"118",-1.2734393055659,4.25772401646503,-0.214553331187789
"119",-1.28885217671701,3.83484578572961,-0.211235745652144
"120",1.17712802428443,3.45441767761898,-0.218719190659671
"121",0.162046061534647,3.62524643192914,-0.209034871078511
"122",2.25978872569839,3.57176963352475,-0.177233389609916
"123",2.73822518962078,3.48993584447012,-0.223608262057304
"124",2.03688127528218,4.36964344465918,-0.177685002700748
"125",1.11461300644808,4.40749608391992,-0.214876371312135
"126",6.96918219382775,3.6466800127865,-0.235425882589276
"127",-1.92013985185787,3.53801544691706,-0.20193987707384
"128",-0.143278773471653,3.97490489760465,-0.177788253977707
"129",-1.78364478071434,4.42942625711454,-0.195402372131384
"130",1.59416124077074,3.84711128720945,-0.200502808440579
