"","Temp","a_est","b_est"
"1",-1.81703728404205,3.53085210122732,-0.166023755541723
"2",5.67577562324181,4.33580396681988,-0.184556841523491
"3",4.03191201075217,3.71203053887213,-0.22289604147593
"4",-1.1930950194942,3.62326636558767,-0.208504649884983
"5",3.06827369900984,4.17992409596544,-0.174328114881175
"6",2.62667395263058,3.9016042564542,-0.223382326304202
"7",3.28672096738762,4.0923471300838,-0.209374729947106
"8",0.780998877754056,3.93253331334468,-0.211728807990129
"9",1.36275135948008,4.07857216784998,-0.226856844139182
"10",4.66418494265912,4.3230861681687,-0.206132407115224
"11",4.23261408650486,4.13030374984582,-0.209105526712264
"12",1.83327415815229,4.21596099427277,-0.224518217501487
"13",3.1443597246851,3.99734794023491,-0.173635832681654
"14",-0.155482091324996,3.73665504285462,-0.206205588006214
"15",3.99818559180006,3.61867461345179,-0.157601458797376
"16",3.10782117196101,4.15889664286543,-0.176355409940606
"17",2.88495326892341,3.94043041474345,-0.187208668778359
"18",-1.19585722871783,3.7276287239893,-0.211441547764678
"19",2.6780002127575,3.80257722813521,-0.203557113676802
"20",0.216733976579268,3.48769815093868,-0.213857613203424
"21",3.36846031752571,3.94158270596065,-0.190507964289317
"22",1.86152297870391,3.88393214332385,-0.193686335203796
"23",1.95974951448896,3.48339311664772,-0.16762325041547
"24",1.83264864794857,3.56444329857818,-0.19702122693532
"25",3.57846183483184,4.04036570285168,-0.205308738819456
"26",2.59374156926356,3.83002384645011,-0.166118966846378
"27",2.75697723498342,3.96841811472239,-0.216259880755707
"28",1.76506339164467,3.57049735397501,-0.196742135190624
"29",2.25135525042886,3.93030020780598,-0.189868043962252
"30",1.72186661749002,4.0033986935494,-0.229920622181801
"31",-0.963842416524533,3.88199860394448,-0.157572315034857
"32",1.9177966784929,3.86459126848645,-0.184727257269415
"33",0.38916108431871,4.10498742265916,-0.229625334401221
"34",-1.51611126196812,3.64524180858044,-0.23132259165596
"35",1.29348309258606,3.93988233345797,-0.181943500037145
"36",-0.273168717394769,3.96091448564909,-0.206226117853543
"37",-1.46755028234147,3.5365059881068,-0.191112620306919
"38",1.92342185939776,4.0141580766801,-0.210289610817241
"39",0.997938852941909,3.9890197206331,-0.16579880769343
"40",2.73193388701477,3.68768454933666,-0.209945046228388
"41",3.2405872553711,4.13415555311203,-0.185728419589082
"42",4.61040651853357,4.26302317140507,-0.241717071181892
"43",3.54991281527687,3.93244487939021,-0.172196517930728
"44",2.21931764677503,4.15563259708368,-0.19706692261488
"45",3.44786714070729,3.91773362798097,-0.192464193286598
"46",3.25025130041247,3.79992063093002,-0.182369069096236
"47",1.32201024323616,3.89753827004785,-0.189516171209023
"48",2.09058670253418,4.02664543170997,-0.2332626205427
"49",2.3101848548595,4.119821314395,-0.200210169605357
"50",3.13780820859633,4.28089328436529,-0.192825953065313
"51",-0.934183899096568,3.79727277092248,-0.21513126462882
"52",5.7112797656618,4.04221282720108,-0.216753352048756
"53",0.450094692240017,3.57664660062762,-0.181036692710455
"54",2.38975928176317,4.03423409795552,-0.189147795257109
"55",1.49208224623899,3.66107072023906,-0.164465832343755
"56",-0.856048851190801,3.89306411828371,-0.205689247526369
"57",4.25620379610591,4.04005409187776,-0.191536493963237
"58",2.3310032771251,3.55431935810477,-0.196299423729529
"59",2.39815770403946,3.85213892825947,-0.219841372879909
"60",4.26835014166882,4.0921838917012,-0.171760066283577
"61",2.31124369670851,3.98098393722485,-0.193770448190362
"62",0.806003609774402,3.7187250525459,-0.22031540290125
"63",6.29620524347322,4.33621352909415,-0.209631728461725
"64",1.68287348277425,3.67761266306885,-0.188042800036708
"65",-0.210874435093077,3.9177429755305,-0.237224226903324
"66",2.41860130321921,3.80276154730145,-0.221295786363048
"67",1.14694054022519,4.11930162114307,-0.242062843852388
"68",0.154197408177906,3.52802690310281,-0.174740869224426
"69",1.91353828311605,3.63116820122947,-0.189595492297537
"70",1.17054770317447,4.0083177163226,-0.207460277465063
"71",1.58171778263647,3.96354021144522,-0.223079038265691
"72",2.38228556432198,4.31720561065922,-0.201293435142569
"73",0.331843240012747,4.04866308957371,-0.20875148933355
"74",1.85125646516744,3.81302441833078,-0.181800262672215
"75",0.521629013042441,3.96544706966537,-0.223811837765661
"76",1.71805850650481,3.82143696838504,-0.203781277629325
"77",2.06076528194661,4.10421965622337,-0.197764373034112
"78",-1.76596562282915,3.52959656195547,-0.212720789577731
"79",3.27066694014976,3.99193237614821,-0.235124510988365
"80",1.44949317573855,3.61964766167786,-0.192262210468857
"81",4.99421287280679,4.27257315414724,-0.20909454618965
"82",1.35081083668552,3.9883426982425,-0.203758803404488
"83",1.79541246960435,4.05950829183936,-0.206225763494317
"84",0.845603769253582,3.90495541323878,-0.192697280538272
"85",3.97857365559124,3.69513611174506,-0.167557379485915
"86",3.01044196074055,4.4176132739159,-0.216409566041038
"87",-0.304919757144323,3.92494966361724,-0.217293879074806
"88",-2.24571448944396,3.48354658473158,-0.151467909219417
"89",-0.231373280415568,3.84258699668783,-0.178514702181049
"90",0.721360118139985,3.55083197155223,-0.18290851308841
"91",0.768980387250142,3.9687209208328,-0.177262149336374
"92",2.1303939142424,3.87076920741664,-0.232546996759257
"93",3.84254355289176,3.95709382573515,-0.183934512892491
"94",5.33699520568069,3.66833928918443,-0.168007714706734
"95",-0.103589710390634,4.04045859361591,-0.208809427174465
"96",0.984670819507534,4.0064139471083,-0.20762724118666
"97",2.19283688444715,4.09580515231046,-0.21311099785144
"98",3.09685937328375,3.99231832490014,-0.185870614891706
"99",2.92170638512816,4.08283369957125,-0.175416024060062
"100",1.9916677922119,3.84272681072915,-0.192752163315561
"101",4.21830220532158,3.91761852362408,-0.170713984065154
"102",4.52750045095377,3.77160885294336,-0.185166000342915
"103",5.44368992700919,4.30110884601083,-0.181518184413879
"104",2.59724271317478,4.07870504294563,-0.216921067296464
