"","X0.226126972304727"
"1",0.226126972304727
"2",0.262270239357674
"3",0.231814574347256
"4",0.244077409127032
"5",0.218601738126407
"6",0.226669198915381
"7",0.24240234098519
"8",0.204543329054673
"9",0.21680290021571
"10",0.21827421220332
"11",0.246857515187807
"12",0.255712977873068
"13",0.206491784161493
"14",0.203907657563953
"15",0.189294995998796
"16",0.233367049590279
"17",0.243477644547587
"18",0.239034751871321
"19",0.218949527393098
"20",0.189711587855375
"21",0.185767472396252
"22",0.182697058997521
"23",0.17587811685379
"24",0.165755761304088
"25",0.180230925453852
"26",0.189031435582728
"27",0.171193283965845
"28",0.167517321490318
"29",0.163659368919922
"30",0.188490597113266
"31",0.184788055591487
"32",0.207111133079605
"33",0.167004853389135
"34",0.166916840542008
"35",0.170764242567466
"36",0.180752100915519
"37",0.241555590349549
"38",0.2318206013115
"39",0.227581865817668
"40",0.222602556253737
"41",0.20141421505759
"42",0.226786136351929
"43",0.232862936258422
"44",0.210196467358448
"45",0.236230554591643
"46",0.219718752767079
"47",0.204395274327216
"48",0.211412088325365
"49",0.23844853342615
"50",0.202638394540564
"51",0.206932554367166
"52",0.211790164494985
"53",0.22133777125769
"54",0.220016402566671
"55",0.231046752112155
"56",0.206990557602267
"57",0.170634196617549
"58",0.146090603861438
"59",0.144901554770889
"60",0.156108139220364
"61",0.156090380616416
"62",0.173123515353637
"63",0.150491964770515
"64",0.139090533718406
"65",0.150186461959866
"66",0.179490537371621
"67",0.153468653111527
"68",0.175945175924105
"69",0.208989286504315
"70",0.193568713358867
"71",0.236698621257605
"72",0.21512854649992
"73",0.205949053870533
"74",0.172949518180131
"75",0.219311835909264
"76",0.209276466187047
"77",0.195300713801135
"78",0.209657899203841
"79",0.203338956726982
"80",0.18818980297864
"81",0.216664004294311
"82",0.202073018462507
"83",0.20599578905465
"84",0.18744554465451
"85",0.207705596128928
"86",0.188497297465213
"87",0.216464963214548
"88",0.196455589700478
"89",0.187164241743353
"90",0.140290135453462
"91",0.154311671816463
"92",0.180442212042844
"93",0.207186048744107
"94",0.146232256515878
"95",0.145900028873606
"96",0.136586758867886
"97",0.186296627459529
"98",0.199623468913836
"99",0.192406079016502
"100",0.199637073428895
"101",0.187007889144869
"102",0.206643090473231
"103",0.205123506130574
"104",0.180301099066789
"105",0.185566301382398
"106",0.213024658113994
"107",0.170679359173714
"108",0.206524064679809
