"MyNumber","ID","sciname","Label","SL","Stage","Sex","Station","Muscle","Otolith","Lat_dec.x.x","Long_dec.x","Year.x","Weight.x","Min_Depth","Max_Depth","DIC","Suess","Depth_Mid","d13C","d18O","d13C_musc","d13C_musc_SD","d18O_SW","sd_d18O_SW","mean_M","sd_M","se_M","mean_Temp","sd_Temp","se_Temp"
"BAS_167","44","Krefftichthys anderssoni","KRA",65,"4","F","JR16003/129/2",1,"C",-54.66,-45.2,2016,3.1,82,208,1.85,-0.1,145,-4.31,3.78,-27.46,0,-0.329588232,0.669374557,0.195648523174641,0.0105523523481827,0.000192658713861409,0.740656322640625,2.29612370575111,0.0296428295773537
"BAS_168","32","Krefftichthys anderssoni","KRA",50,"2","M","JR16003/147/1",1,"C",-53.96,-49.24,2016,1.6,198.3,398.5,1.9,-0.1,298.4,-4.2,3.14,-27.84,0,-0.257544352,0.672300445,0.190951779106329,0.0104815020178558,0.000191365169723852,2.24292272229975,2.2746117050133,0.0293651108420166
"BAS_169","24","Krefftichthys anderssoni","KRA",48,"2","F","JR16003/146/1",1,"C",-53.94,-49.17,2016,1.4,699.1,991.1,1.9,-0.1,845.1,-3.8,3.25,-28.24,0,-0.161485846,0.676222208,0.175261624095422,0.00986735340992044,0.000180152401516298,2.20448210038618,2.30304999400741,0.029732247574246
"BAS_170","46","Krefftichthys anderssoni","KRA",58,"2","F","JR16003/129/1",1,"C",-54.68,-45.22,2016,1.7,195.6,406.8,1.85,-0.1,301.2,-4.4,3.91,-26.86,0,-0.221522412,0.673768368,0.202748653208547,0.0111124853752099,0.000202885296998291,0.675634795636809,2.30412888100824,0.0297461759455348
"BAS_172","31","Krefftichthys anderssoni","KRA",44,NA,"M","JR16003/147/1",1,"C",-53.96,-49.24,2016,1,198.3,398.5,1.9,-0.1,298.4,-3.95,3.65,-26.72,0,-0.257544352,0.672300445,0.189476364534099,0.0105603119770145,0.000192804036136761,1.14726559319093,2.29394828932751,0.0296147450720881
"BAS_174","21","Krefftichthys anderssoni","KRA",54,"2","M","JR16003/129/2",1,"C",-54.66,-45.2,2016,1.8,82,208,1.85,-0.1,145,-4.15,3.78,-27.14,0,-0.329588232,0.669374557,0.192279153691356,0.0106477324180476,0.000194400107721457,0.757130443733148,2.32825973629341,0.0300577039476988
"BAS_175","22","Krefftichthys anderssoni","KRA",46,NA,"F","JR16003/146/1",1,"C",-53.94,-49.17,2016,1,699.1,991.1,1.9,-0.1,845.1,-3.65,3.45,-27.35,0,-0.161485846,0.676222208,0.175150642736041,0.0105046705813933,0.000191788167886334,1.7273021775259,2.32945427792666,0.0300731254138719
"BAS_176","23","Krefftichthys anderssoni","KRA",43,"2","F","JR16003/146/1",1,"C",-53.94,-49.17,2016,0.8,699.1,991.1,1.9,-0.1,845.1,-4.16,3.52,-26.92,0,-0.161485846,0.676222208,0.195306117130202,0.0107623016250724,0.000196491845690888,1.6520910194218,2.29734368229776,0.0296585794068469
"BAS_177","28","Krefftichthys anderssoni","KRA",46,NA,"M","JR16003/129/2",1,"C",-54.66,-45.2,2016,1.1,82,208,1.85,-0.1,145,-3.65,3.49,-27.19,0,-0.329588232,0.669374557,0.1750292270804,0.0103362157971077,0.000188712618377237,1.30226420554372,2.29138080876369,0.0295815990405369
"BAS_178","26","Krefftichthys anderssoni","KRA",50,"3","F","JR16003/129/2",1,"C",-54.66,-45.2,2016,1.5,82,208,1.85,-0.1,145,-4.46,3.84,-27.17,0,-0.329588232,0.669374557,0.202906893771193,0.0107313630382652,0.000195926986961168,0.640649865071577,2.30651218289752,0.0297769442406221
"BAS_221","27","Krefftichthys anderssoni","KRA",41,"2","M","JR16003/129/2",NA,"C",-54.66,-45.2,2016,0.9,82,208,1.85,-0.1,145,-3.84,3.81,-27.15,0.84,-0.329588232,0.669374557,0.181903684568617,0.0118963528137048,0.000217196692936872,0.68311993286092,2.29290526404772,0.0296012796736271
"BAS_188","#26","Protomyctophum bolini","PRM",NA,NA,"F","JR177/305/1",1,"Y",-52.83,-40.12,2008,1.8,200,401.2,1.9,-0.1,300.6,-3.13,3.85,-24.64,0,-0.168690234,0.675927267,0.177188618926427,0.0103799753903917,0.000189511555588868,0.956945828679812,2.32385016124223,0.0300007765785753
"BAS_189","#126","Protomyctophum bolini","PRM",37,"1","M","JR177/301/1",1,"Y",-52.9,-40.21,2008,0.8,203,402,1.9,-0.1,302.5,-1.62,3.41,-22.95,0,-0.168690234,0.675927267,0.129231168096052,0.0103914111982516,0.000189720343919807,1.84773481429239,2.31475243347721,0.0298833254181678
"BAS_191","#30","Protomyctophum bolini","PRM",37,NA,"J","JR177/301/1",NA,"Y",-52.9,-40.21,2008,0.6,203,402,1.9,-0.1,302.5,-2.27,3.49,-24.97,1.01,-0.168690234,0.675927267,0.143827876410741,0.0112492014182021,0.00020538137902228,1.65562178394797,2.31670147170523,0.0299084873934953
"BAS_192","#25","Protomyctophum bolini","PRM",49,"2","M","JR177/328/1",1,"Y",-52.72,-39.08,2008,1.6,204.1,405,1.9,-0.11,304.55,-3.07,3.99,-25.4,0,-0.168690234,0.675927267,0.169908824232516,0.0100382498831737,0.000183272529962929,0.702002337310872,2.30693040865851,0.0297823435119797
"BAS_193","#26","Protomyctophum bolini","PRM",52,"3","F","JR177/328/1",1,"Y",-52.72,-39.08,2008,2.2,204.1,405,1.9,-0.11,304.55,-3.95,3.52,-26.04,0,-0.168690234,0.675927267,0.197101260366203,0.010431042737912,0.000190443913528495,1.55607439686108,2.2943703122953,0.0296201933651747
"BAS_194","#34","Protomyctophum bolini","PRM",36,NA,"J","JR177/301/1",1,"Y",-52.9,-40.21,2008,0.7,203,402,1.9,-0.1,302.5,-1.95,3.55,-24.35,0,-0.168690234,0.675927267,0.135013584673158,0.00966153570059248,0.000176394701445199,1.55355443711989,2.29949357540517,0.0296863344075173
"BAS_195","#33","Protomyctophum bolini","PRM",39,"1","M","JR177/301/1",1,"Y",-52.9,-40.21,2008,0.8,203,402,1.9,-0.1,302.5,-1.76,3.48,-23.22,0,-0.168690234,0.675927267,0.133269212821369,0.0101545021157866,0.000185394995635009,1.63647640997507,2.31368924487625,0.0298695997123498
"BAS_196","#27","Protomyctophum bolini","PRM",55,"3","F","JR177/328/1",1,"Y",-52.72,-39.08,2008,2.4,204.1,405,1.9,-0.11,304.55,-1.78,3.49,-25.16,0,-0.168690234,0.675927267,0.124436864897767,0.00925938430492517,0.00016905245508056,1.65443665272608,2.34172944105865,0.0302315970884792
"BAS_200","64","Protomyctophum bolini","PRM",37,"1","M","JR16003/112/2",1,"Y",-55.262,-41.203,2016,0.6,NA,NA,1.85,-0.09,NA,-2.85,3.26,-23.36,0,-0.348799933,0.66859658,0.170176304268885,0.0116011722087435,0.000211807457074361,1.8061416049308,2.27241766075111,0.0293367858523889
"BAS_201","59","Protomyctophum bolini","PRM",56,"3","M","JR16003/112/2",1,"Y",-55.262,-41.203,2016,2.3,NA,NA,1.85,-0.09,NA,-3.37,3.32,-24.4,0,-0.348799933,0.66859658,0.182683181684895,0.0116056477717354,0.000211889169301301,1.66592112574706,2.27634865887105,0.0293875348198973
"BAS_203","61","Protomyctophum bolini","PRM",49,"2","M","JR16003/112/2",1,"Y",-55.262,-41.203,2016,1.7,NA,NA,1.85,-0.09,NA,-3.43,3.71,-25.38,0,-0.348799933,0.66859658,0.178653920648792,0.0108742738434843,0.000198536169352159,0.838797578284743,2.30322170015125,0.0297344642910311
"BAS_204","62","Protomyctophum bolini","PRM",39,"1","M","JR16003/112/2",1,"Y",-55.262,-41.203,2016,0.8,NA,NA,1.85,-0.09,NA,-3.27,3.38,-23.63,0,-0.348799933,0.66859658,0.184382699093184,0.0121007285315812,0.000220928065966447,1.52329059165788,2.28432785689298,0.029490545823414
"BAS_205","63","Protomyctophum bolini","PRM",44,"2","M","JR16003/112/2",1,"Y",-55.262,-41.203,2016,1,NA,NA,1.85,-0.09,NA,-3.33,3.65,-25.62,0,-0.348799933,0.66859658,0.173433245944963,0.0109508696153629,0.000199934610421073,0.938010116518196,2.3154476151919,0.0298923001755131
"BAS_212","70","Protomyctophum bolini","PRM",44,"2","M","JR16003/113/1",1,"Y",-55.29,-41.35,2016,1.1,196.7,398,1.85,-0.09,297.35,-3.88,3.64,-25.68,0,-0.348799933,0.66859658,0.192896348668602,0.0109112663223281,0.000199211556522851,1.0290633214641,2.3129536579835,0.0298601033263987
"BAS_213","74","Protomyctophum bolini","PRM",50,"3","F","JR16003/129/1",1,"C",-54.68,-45.22,2016,1.7,195.6,406.8,1.85,-0.1,301.2,-3.72,3.52,-25.34,0,-0.221522412,0.673768368,0.189385093847116,0.0114667876976224,0.000209353942803684,1.54290195604392,2.30590525807532,0.0297691088748594
"BAS_214","77","Protomyctophum bolini","PRM",36,"2","M","JR16003/129/1",1,"Y",-54.68,-45.22,2016,0.5,195.6,406.8,1.85,-0.1,301.2,-3.08,3.94,-25.45,0,-0.221522412,0.673768368,0.165210530924952,0.0107357319360779,0.000196006751757283,0.614315852383703,2.3213403668216,0.0299683752719303
"BAS_215","78","Protomyctophum bolini","PRM",54,"4","F","JR16003/129/1",1,"Y",-54.68,-45.22,2016,1.9,195.6,406.8,1.85,-0.1,301.2,-3.4,3.67,-26.27,0,-0.221522412,0.673768368,0.171657258526038,0.0105281548059041,0.000192216929203337,1.18405323650506,2.29708758877728,0.0296552732537139
"BAS_217","76","Protomyctophum bolini","PRM",51,"3","M","JR16003/129/1",1,"Y",-54.68,-45.22,2016,1.5,195.6,406.8,1.85,-0.1,301.2,-4.02,3.71,-25.41,0,-0.221522412,0.673768368,0.199917360879243,0.0114234727076135,0.000208563122900151,1.14761351106237,2.2886094391368,0.0295458208124997
"BAS_218","75","Protomyctophum bolini","PRM",44,"2","M","JR16003/129/1",1,"Y",-54.68,-45.22,2016,1.2,195.6,406.8,1.85,-0.1,301.2,-2.97,3.83,-26.17,0,-0.221522412,0.673768368,0.157213576037946,0.0104643219981816,0.000191051506913387,0.913454574832046,2.30170835653376,0.029714927108939
"BAS_219","66","Protomyctophum bolini","PRM",53,"4","F","JR16003/113/1",1,"C",-55.29,-41.35,2016,2.1,196.7,398,1.85,-0.09,297.35,-3.9,3.8,-25.89,0,-0.348799933,0.66859658,0.191891283755196,0.0112851967914391,0.000206038561618537,0.575071763414878,2.2566069651598,0.0291326706499986
