"","post_M"
"1",0.206374112692873
"2",0.192800022370476
"3",0.185042656076144
"4",0.199455975871367
"5",0.193894234274117
"6",0.2004782388233
"7",0.215046379546079
"8",0.193110933615145
"9",0.195004746826161
"10",0.19516448468158
"11",0.19429080584705
"12",0.195609662624871
"13",0.191207094322601
"14",0.196078525789746
"15",0.1855628018336
"16",0.20669756969569
"17",0.18134662944757
"18",0.195329923766237
"19",0.175835992189112
"20",0.183184910159972
"21",0.201150288244322
"22",0.199829756167843
"23",0.184774084572446
"24",0.191906162849554
"25",0.176541796277328
"26",0.198404907930348
"27",0.215730155590372
"28",0.183408998822043
"29",0.196603959905995
"30",0.206857735242666
"31",0.203286635272405
"32",0.188786294710385
"33",0.198403464090321
"34",0.206475127870509
"35",0.171050243078502
"36",0.18062394898856
"37",0.214925326016974
"38",0.197986923899538
"39",0.215638647893084
"40",0.187758961854541
"41",0.18789295218886
"42",0.188833704968878
"43",0.204625879790061
"44",0.184391590982002
"45",0.180151547016743
"46",0.210804132030909
"47",0.221155313937695
"48",0.190237381271982
"49",0.187886247513915
"50",0.18213272522651
"51",0.189894933110917
"52",0.204161476905192
"53",0.186385020402045
"54",0.202274720466967
"55",0.188583866778697
"56",0.21294395303851
"57",0.22035223038015
"58",0.199484602157121
"59",0.207620586992167
"60",0.203326120080239
"61",0.187248024735594
"62",0.181644016068646
"63",0.198951184900967
"64",0.209661098302501
"65",0.183465606745782
"66",0.185671599132197
"67",0.187448107870901
"68",0.209121318741515
"69",0.193003021083441
"70",0.19424383223439
"71",0.201006396211704
"72",0.195187339772665
"73",0.18454756391117
"74",0.173256862883953
"75",0.197547212462523
"76",0.194935889713289
"77",0.209178442803836
"78",0.191382953417197
"79",0.185834598685378
"80",0.20699320507938
"81",0.220987120006677
"82",0.193026513407928
"83",0.203659144288369
"84",0.178649768257318
"85",0.208366088649293
"86",0.189231250234252
"87",0.196037494835941
"88",0.200408339530482
"89",0.203190191349773
"90",0.1756157841575
"91",0.18765626852422
"92",0.197967761630509
"93",0.195307852524218
"94",0.197835313424868
"95",0.215004156154411
"96",0.188696312609927
"97",0.198017619519752
"98",0.188667578197514
"99",0.187991224208622
"100",0.201212205652472
"101",0.201223880916686
"102",0.193387635341526
"103",0.192938060021462
"104",0.174892122438335
"105",0.16756948772823
"106",0.162569828789452
"107",0.176725149526413
"108",0.180483623006538
"109",0.185134813331413
"110",0.177589976624391
"111",0.186213471138906
"112",0.208958791951913
"113",0.171689588105017
"114",0.191389598399613
"115",0.199234944164652
"116",0.184362611844326
"117",0.187824756457709
"118",0.181447579442923
"119",0.184611513051274
"120",0.184035476124423
"121",0.191133248268347
"122",0.217684889984137
"123",0.178167906402693
"124",0.197551924543217
"125",0.194456285755183
"126",0.196982710097146
"127",0.178976128025099
"128",0.188375172692735
"129",0.187984536985955
"130",0.199918827920212
"131",0.175044122263928
"132",0.177751754436003
"133",0.194978237544753
"134",0.182682377600352
"135",0.203120812704667
"136",0.191985402573346
"137",0.182115028732792
"138",0.201696603614276
"139",0.202512116853656
"140",0.180323998409164
"141",0.188859828990883
"142",0.171580839143705
"143",0.189672875125624
"144",0.187878713642893
"145",0.195616522469909
"146",0.199525363088795
"147",0.209609472093839
"148",0.193665505778916
"149",0.187263477653999
"150",0.200707265780653
"151",0.206244383095668
"152",0.199873381030875
"153",0.200729478805383
"154",0.195780932159802
"155",0.201080567239985
"156",0.204925084340118
"157",0.202603090158046
"158",0.20065410127201
"159",0.189479117387966
"160",0.20533792037082
"161",0.180474339687154
"162",0.195382895968729
"163",0.190228712710468
"164",0.215841610094885
"165",0.18559259261927
"166",0.195419544222044
"167",0.183107333933442
"168",0.194387879511558
"169",0.199622896284499
"170",0.226755140085402
"171",0.198499434762209
"172",0.201991114202163
"173",0.188117384226745
"174",0.2091820444718
"175",0.212036919770478
"176",0.188347362591244
"177",0.202924927306689
"178",0.17898848701859
"179",0.190344641662829
"180",0.196985852731186
"181",0.185511843548286
"182",0.187175152970679
"183",0.184795993150305
"184",0.206555515865735
"185",0.203682177796431
"186",0.210760956475395
"187",0.190488193564312
"188",0.194636643901012
"189",0.190634166253941
"190",0.193800841252058
"191",0.212900236214129
"192",0.188516642967945
"193",0.188760152171729
"194",0.191776437059098
"195",0.196366056814849
"196",0.192954154490222
"197",0.19584762208785
"198",0.204401301735327
"199",0.170697565804247
"200",0.187367768425233
"201",0.193201397724531
"202",0.199703734874126
"203",0.193847580412645
"204",0.186307521439208
"205",0.174611685281166
"206",0.196472253494325
"207",0.195084506215629
"208",0.204008600616613
"209",0.179284266126793
"210",0.182340781790646
"211",0.176817675709654
"212",0.194553669105288
"213",0.204805157762858
"214",0.213748326868919
"215",0.198562486562365
"216",0.196704758986284
"217",0.186593593636162
"218",0.193369382503983
"219",0.189368644686564
"220",0.190370624706372
"221",0.208377261451811
"222",0.197313892244296
"223",0.181639825033182
