"","post_M"
"1",0.195999998066095
"2",0.215416228276977
"3",0.189664679362533
"4",0.212494546382519
"5",0.20872303632854
"6",0.21340468115967
"7",0.212021471770936
"8",0.192305084983031
"9",0.194413146968255
"10",0.212257532235701
"11",0.193788048244797
"12",0.217993149253062
"13",0.204254579151907
"14",0.198630013459806
"15",0.215776733606918
"16",0.217896653936202
"17",0.204304835508059
"18",0.187161110329972
"19",0.204398050928789
"20",0.188532830202721
"21",0.206875266998992
"22",0.208369250890026
"23",0.212189117986434
"24",0.182078774770618
"25",0.212951123915292
"26",0.212117343079958
"27",0.220042865606368
"28",0.195630675516714
"29",0.207319218589585
"30",0.218328148745311
"31",0.19850971220529
"32",0.192657915392281
"33",0.194319771467936
"34",0.202308723397302
"35",0.195951830228046
"36",0.22940598496718
"37",0.211010583924138
"38",0.201035782949296
"39",0.199047575474232
"40",0.194390809435773
"41",0.201646622092986
"42",0.221069836215655
"43",0.205545711020054
"44",0.211611565266719
"45",0.197985447011071
"46",0.213770334968083
"47",0.213412701187522
"48",0.208232571154892
"49",0.211034302159617
"50",0.204527892510184
"51",0.180302569588438
"52",0.227948714468205
"53",0.198954179791911
"54",0.21315016911424
"55",0.191688064840201
"56",0.192837237602676
"57",0.196080667200872
"58",0.223274012376111
"59",0.21759762298316
"60",0.218396375176384
"61",0.208310348489411
"62",0.202734551452078
"63",0.198203458567721
"64",0.199244009302232
"65",0.231433596694856
"66",0.203890561578355
"67",0.193816703774291
"68",0.216966199965976
"69",0.208235740892475
"70",0.203233515813814
"71",0.195909559886688
"72",0.212055801590264
"73",0.211363768980662
"74",0.19448485370331
"75",0.217963371287805
"76",0.19713397629011
"77",0.209563545145184
"78",0.195120348811054
"79",0.212228645292938
"80",0.207677272954274
"81",0.203153014134703
"82",0.214236188845354
"83",0.21813458041093
"84",0.211887549683574
"85",0.198648338616207
"86",0.189981991669747
"87",0.217958108980294
"88",0.206515652574265
"89",0.203870937427448
"90",0.205907241289824
"91",0.21381660441623
"92",0.210325102540683
"93",0.203716094281375
"94",0.192805475547921
"95",0.192310455669206
