"","post_M"
"1",0.18636929306033
"2",0.179451894013438
"3",0.201172611274171
"4",0.170180402388644
"5",0.197620919097057
"6",0.178381045222241
"7",0.184784466422076
"8",0.169459896810165
"9",0.213139204091951
"10",0.188066847516903
"11",0.178374266199686
"12",0.200086845023925
"13",0.193044994757968
"14",0.182988363546318
"15",0.191211358777666
"16",0.22211466302169
"17",0.196361970413992
"18",0.185022470142846
"19",0.200839120139621
"20",0.182236566669711
"21",0.182718959558162
"22",0.185804147755471
"23",0.191680196760317
"24",0.17991617971674
"25",0.192905662310678
"26",0.209847110902529
"27",0.200489147733368
"28",0.198844648031627
"29",0.215287190587715
"30",0.212311404739872
"31",0.180121892572523
"32",0.190588250156331
"33",0.183758845453862
"34",0.185116562009849
"35",0.19231154131893
"36",0.197236782192416
"37",0.183300485088687
"38",0.189592601415686
"39",0.204923211339544
"40",0.190621168498902
"41",0.206672973068122
"42",0.208440047086332
"43",0.175634959171404
"44",0.186071693143437
"45",0.191041390003933
"46",0.176873597043382
"47",0.182820072399332
"48",0.185460861009109
"49",0.183387367442279
"50",0.193969094186201
"51",0.193344799203881
"52",0.188209236946185
"53",0.184430889628121
"54",0.200660723998316
"55",0.176037814703937
"56",0.186306129894916
"57",0.190467392252717
"58",0.185544758814544
"59",0.200012057751071
"60",0.199703343451325
"61",0.194394318389079
"62",0.210145192659162
"63",0.182423421747408
"64",0.172481764217825
"65",0.187198164622975
"66",0.212128313523583
"67",0.165532811464275
"68",0.190919377258217
"69",0.190939281385936
"70",0.193029779685198
"71",0.221128878642481
"72",0.200220189390316
"73",0.195811904090124
"74",0.171494225500106
"75",0.197816116245945
"76",0.189228493361409
"77",0.181775859511985
"78",0.195345648279725
"79",0.211051318117611
"80",0.18953275509663
"81",0.198642525988303
"82",0.186089049633947
"83",0.209565427778882
"84",0.195676222885115
"85",0.198409979126732
"86",0.177553915706421
"87",0.19842412635123
"88",0.179661244145602
"89",0.198761730760212
"90",0.189836022919878
"91",0.195530474947263
"92",0.183242230286483
"93",0.191004696910141
"94",0.187441840888571
"95",0.195150177301128
"96",0.184742339310674
"97",0.194365196355833
"98",0.185989447420916
"99",0.203206252728925
"100",0.19654596674181
"101",0.171469730618427
"102",0.181449674052043
"103",0.200498740555218
"104",0.187072594320007
"105",0.185295942983078
"106",0.178508972658574
"107",0.170462525476719
"108",0.202979690241584
"109",0.200763152317042
"110",0.203351802118444
"111",0.215159660773666
"112",0.203399626398566
"113",0.192820609765611
"114",0.196281532629169
"115",0.177547817415137
"116",0.182845995803785
"117",0.183003500874446
"118",0.20827887423609
"119",0.190953309322815
"120",0.18538073771113
"121",0.199967184076227
"122",0.187394297442106
"123",0.189827342597268
"124",0.20483140797008
"125",0.179495725304491
"126",0.181166863805347
"127",0.185549629634318
"128",0.185658782949138
"129",0.197548379982477
"130",0.189282492470775
"131",0.217239762925015
"132",0.18897639160069
"133",0.187299539588602
"134",0.182415543912225
"135",0.175580090717368
"136",0.220523184943367
"137",0.177304394922754
"138",0.21352904586056
"139",0.19615898761131
"140",0.20547892417573
"141",0.197548293466296
"142",0.18146623881483
"143",0.207485789415737
"144",0.200389283698481
"145",0.185909170549572
"146",0.204645817721846
"147",0.191600734595046
"148",0.198822210826836
"149",0.190814179494903
"150",0.187137341688066
"151",0.18686712926579
"152",0.187790344767734
"153",0.178041634763032
"154",0.205378336901669
"155",0.189644596218934
"156",0.180101927402318
"157",0.205214770658532
"158",0.197958082167259
"159",0.20061345979243
"160",0.195661132528957
"161",0.171555839985718
"162",0.200978290524273
"163",0.182179874454028
"164",0.19375150853175
"165",0.199517653177053
"166",0.203463131828143
"167",0.194879981187762
"168",0.198374096766748
"169",0.182993171710523
"170",0.185523614769737
"171",0.186031915275891
"172",0.191734575950171
"173",0.186070771246985
"174",0.18198666945867
"175",0.174929629391058
"176",0.201337060402064
"177",0.209068448015173
"178",0.199623535347848
"179",0.184136582245298
"180",0.207421649547037
"181",0.17250699520379
"182",0.18873624321942
"183",0.189757165569199
"184",0.212288486717576
"185",0.182311387898904
"186",0.213686860723582
"187",0.181966888618493
"188",0.202025873724214
"189",0.187030611872953
"190",0.199598295587883
"191",0.196564501031779
"192",0.17676819908348
"193",0.184252359685127
"194",0.188466022810408
"195",0.186737556463977
"196",0.181353299817152
"197",0.194588165750192
"198",0.207062909736986
"199",0.19974198602468
"200",0.202678056695761
"201",0.221182931632408
"202",0.184625721767757
"203",0.183865170971598
"204",0.181478562946329
"205",0.174612987338341
"206",0.195673403389674
"207",0.21960691359186
"208",0.194316090037995
"209",0.183545088797962
"210",0.198402921789943
"211",0.196038119593
"212",0.203387648220074
"213",0.197440245273632
"214",0.178918042072701
"215",0.203078450648756
"216",0.179807339912472
"217",0.197191863980452
"218",0.201034715498212
"219",0.199545078289396
"220",0.183114210794804
"221",0.178885861021189
"222",0.195616079071791
"223",0.178706996105397
"224",0.197720673077052
"225",0.200169873653434
"226",0.208949662928167
"227",0.210610156232356
"228",0.203666280790563
"229",0.195610135057182
"230",0.195298572484138
"231",0.201173095403987
"232",0.202473644071784
"233",0.188314309441311
"234",0.175869930361939
"235",0.187556496296049
"236",0.188921369308473
"237",0.19178311994015
"238",0.209676128622012
"239",0.194569370613357
"240",0.181971500543812
"241",0.196983878652106
"242",0.193290095065464
"243",0.183267151651844
"244",0.174418322169514
"245",0.185495736754193
"246",0.190867004330742
"247",0.182064678288191
"248",0.219488245999734
"249",0.193789073104806
"250",0.18741817014843
"251",0.203134412554362
"252",0.207804131857318
"253",0.194626193309103
"254",0.188146415607017
"255",0.172703439042041
"256",0.202948780814513
"257",0.185327282949127
"258",0.205420481429534
"259",0.188414119352244
"260",0.190697992064011
"261",0.199588417734102
"262",0.193959275261929
"263",0.184612510751629
"264",0.180361648807116
"265",0.18969260201059
"266",0.20008271681007
"267",0.201023300436171
"268",0.202969370037594
"269",0.187111306400321
"270",0.20859346335292
"271",0.191854081784972
"272",0.179848457965835
"273",0.194085332297196
"274",0.194458828009021
"275",0.182769830555767
"276",0.197554162906105
"277",0.178867930343385
"278",0.165202489520087
"279",0.19365329363298
"280",0.196417344085765
"281",0.204173795683589
"282",0.178037800237173
"283",0.190676780615564
"284",0.193531576637317
"285",0.212242147138368
"286",0.179664904040675
"287",0.184131383930588
"288",0.221059194561377
"289",0.188102778358825
"290",0.189243752113698
"291",0.20218021229766
"292",0.194975750248975
"293",0.182474510190243
"294",0.194224446076105
"295",0.187029188960105
"296",0.176889116304688
"297",0.18640680685788
"298",0.191778834049814
"299",0.194673581569741
"300",0.183858261342045
"301",0.192306785424434
"302",0.191594474820612
"303",0.190051272998303
"304",0.176547164426631
"305",0.194874114666116
"306",0.195841055170093
"307",0.201280725335467
"308",0.178464117288216
"309",0.176227699283112
"310",0.173632898386702
"311",0.183936355287705
"312",0.172572867811608
"313",0.207533014455382
"314",0.193695975854795
"315",0.199190391964889
"316",0.190500232026768
"317",0.18228851662024
"318",0.17821466098792
"319",0.212270456665611
"320",0.196406100445138
"321",0.188389160696128
"322",0.187933739791075
"323",0.205757167000191
"324",0.196841080536469
"325",0.198552373067456
"326",0.216967387315616
"327",0.1985352862744
"328",0.186076357145379
"329",0.185016437373885
"330",0.184383254365487
"331",0.187688340642134
"332",0.19677931264169
"333",0.200544844354037
"334",0.199454241513773
"335",0.191845246512842
"336",0.204323523939742
"337",0.200099474959013
"338",0.211315919855336
"339",0.185153439616392
"340",0.193622515911386
"341",0.182954547778306
"342",0.195176555696787
"343",0.207425033835986
"344",0.168636075448821
"345",0.187986960748093
"346",0.189196089480669
"347",0.18717133443508
"348",0.200543134015586
"349",0.215361356923275
"350",0.195317168991934
"351",0.185718551840113
"352",0.187648016449139
"353",0.180925946432953
"354",0.195038787245703
"355",0.19535073521073
"356",0.199798772605385
"357",0.202859560014668
"358",0.178979153658233
"359",0.200878790393477
"360",0.179464676178811
"361",0.190177933004504
"362",0.194476173691402
"363",0.20095815880221
"364",0.224327024152651
"365",0.188448700930295
"366",0.194777073977096
"367",0.218578954607269
"368",0.189091731305229
"369",0.186742452654496
"370",0.179060271161938
"371",0.189980162087897
"372",0.193302578729787
"373",0.198117814918773
"374",0.193499125569898
"375",0.181741561194784
"376",0.172033831013322
"377",0.20362924931981
"378",0.18984603682021
"379",0.202448781613756
"380",0.192966821446753
"381",0.187640921687702
"382",0.201751272473352
"383",0.193857642446356
"384",0.204658702536942
"385",0.205563844742483
"386",0.203382495526581
"387",0.198573360852835
"388",0.21936019403481
"389",0.189124464570254
"390",0.204449149081224
"391",0.206027424748851
"392",0.18765575863049
"393",0.188799001323405
"394",0.193427213640579
"395",0.187821495629644
"396",0.182051745283668
"397",0.18660165388447
"398",0.209544884848531
"399",0.205596220542386
"400",0.191679226535494
"401",0.182498010909697
"402",0.198794453129192
"403",0.207308686186588
"404",0.201588285631652
"405",0.190195536576072
"406",0.212897142621922
"407",0.187607729017148
"408",0.187461961854238
"409",0.186389614724462
"410",0.1756440971511
"411",0.19526188620764
"412",0.184550013010263
"413",0.169887251465029
"414",0.171668996236542
"415",0.177859880996599
"416",0.189720272668844
"417",0.193436005827961
"418",0.186850831665056
"419",0.186251013390615
"420",0.187853736864769
"421",0.181055984859558
"422",0.182905915135209
"423",0.204667845542165
"424",0.192065027041345
"425",0.179044671524263
"426",0.188096243276976
"427",0.203796958224576
"428",0.165678502079692
"429",0.213289943974148
"430",0.193647140876481
"431",0.191941118111218
"432",0.189457838553348
"433",0.195559752036249
"434",0.170813350915058
"435",0.182489214533224
"436",0.21127563468626
"437",0.191002459457457
"438",0.205133558223238
"439",0.18627833655753
"440",0.1979160313331
"441",0.215071333536577
"442",0.192099761848584
