"","post_M"
"1",0.17022010815287
"2",0.187647049472249
"3",0.17717744140496
"4",0.19147856116834
"5",0.180697533640461
"6",0.170676320451574
"7",0.183801086138665
"8",0.16435550850411
"9",0.190377685157838
"10",0.168670115710554
"11",0.201358883036912
"12",0.182681038544729
"13",0.173930184059192
"14",0.177476572482666
"15",0.174888314425167
"16",0.164226789838029
"17",0.177329314656699
"18",0.16501870107557
"19",0.169753447357871
"20",0.187158596793983
"21",0.167420527828663
"22",0.174108665212941
"23",0.163894648292364
"24",0.165953613074615
"25",0.162785803270784
"26",0.195717498983456
"27",0.179264104660173
"28",0.187538891011132
"29",0.167285993632445
"30",0.185473401558585
"31",0.184133634093671
"32",0.189078010479205
"33",0.175372773032274
"34",0.177494318261716
"35",0.167392910789945
"36",0.178523358402968
"37",0.164155777262614
"38",0.164580351293526
"39",0.186131099927058
"40",0.210799704338489
"41",0.173875292903617
"42",0.174655639238926
"43",0.203170431469064
"44",0.175152676832161
"45",0.159138851023993
"46",0.202274938821426
"47",0.180038364890649
"48",0.175608899549603
"49",0.164286511695443
"50",0.178159159722228
"51",0.174884871933292
"52",0.163038774117959
"53",0.180300010481188
"54",0.185570772402246
"55",0.185769962546946
"56",0.174361682305709
"57",0.163450907553404
"58",0.158165982914962
"59",0.187086474223188
"60",0.17140063943044
"61",0.17356804829086
"62",0.17976200580665
"63",0.162011360330525
"64",0.199244442685059
"65",0.167284007075457
"66",0.18872314771043
"67",0.171664038744384
"68",0.179744865070044
"69",0.179102100799446
"70",0.176517420885003
"71",0.165234809809127
"72",0.177597711022936
"73",0.194180661411815
"74",0.171783647445126
"75",0.188593825043005
"76",0.182691774274512
"77",0.199725088468387
"78",0.177140701563415
"79",0.150224065449834
"80",0.171840675875598
"81",0.183695963622171
"82",0.186857171307306
"83",0.170835568545252
"84",0.176868869308564
"85",0.174847564414999
"86",0.161872011405871
"87",0.173365614497493
"88",0.169256669073646
"89",0.174090688438574
"90",0.153935495682685
"91",0.163090956011309
"92",0.181940138928045
"93",0.174810699716597
"94",0.173261377678912
"95",0.170563987070512
"96",0.170360706939389
"97",0.180204670042794
"98",0.169272782547024
"99",0.177805042627767
"100",0.198623594132709
"101",0.171972761450297
"102",0.176968064814996
"103",0.18799262548078
"104",0.185651907611731
"105",0.174124180842625
"106",0.175624046846105
"107",0.173301303072094
"108",0.167387837102821
"109",0.186348348174482
"110",0.183366219355959
"111",0.166669523720194
"112",0.179261622453099
"113",0.159742765632793
"114",0.191104136148
"115",0.170573423135453
"116",0.172267848407986
"117",0.179498450009827
"118",0.172746408100052
"119",0.176301556915694
"120",0.173959433043936
"121",0.169182790343158
"122",0.181242816862311
"123",0.163340196366533
"124",0.182079563027221
"125",0.168052361953774
"126",0.182117424538758
"127",0.184967554955709
"128",0.181267971838551
"129",0.20296306447839
"130",0.170564942610921
"131",0.193549008305192
"132",0.170811404483694
"133",0.15919576453365
"134",0.176591413581793
"135",0.180362607538173
"136",0.203532829862345
"137",0.176296895877976
"138",0.197172274892553
"139",0.18230481225496
"140",0.176995705277221
"141",0.181662731957563
"142",0.185539950772261
"143",0.17637546445845
"144",0.161899655775394
"145",0.17637447025566
"146",0.158199937707739
"147",0.196507109177429
"148",0.163888519909255
"149",0.181914746508248
"150",0.17097529047759
"151",0.202917513353187
"152",0.18938744657794
"153",0.159423061084509
"154",0.167574567770192
"155",0.191714722506895
"156",0.165513246347412
"157",0.182231849255943
"158",0.182224676645966
"159",0.172489663599065
"160",0.176831787425241
"161",0.176816384661671
"162",0.178430000190521
"163",0.174859656074818
"164",0.178328946316622
"165",0.173310422701726
"166",0.175006908277449
"167",0.166125656047138
"168",0.175488122332225
"169",0.175206056744575
"170",0.180313156776588
"171",0.16090816023641
"172",0.170110455519506
"173",0.169784364683123
"174",0.189250005545136
"175",0.192193724630875
"176",0.173015617984222
"177",0.202440926360379
"178",0.163578470038288
"179",0.192194984633261
"180",0.178440479245972
"181",0.168712868775374
"182",0.164370512987184
"183",0.167410649526704
"184",0.177163121827656
"185",0.163372115317628
"186",0.193519033809004
"187",0.163442993884605
"188",0.161573318824466
"189",0.191071147444066
"190",0.169785008982263
"191",0.15655088535601
"192",0.183544659678892
"193",0.15623843639774
"194",0.189153693005035
"195",0.169655389225907
"196",0.179221640851003
"197",0.174016920232328
"198",0.177473429543185
"199",0.16502966413787
"200",0.181923799295718
"201",0.186061136974424
"202",0.178901878695246
"203",0.176279348541101
"204",0.197213697792777
"205",0.170717620134394
"206",0.180608286764914
"207",0.182091407237141
"208",0.178267408532794
"209",0.170331881538475
"210",0.177999740268082
"211",0.172435640344191
"212",0.200350279010873
"213",0.171803957964291
"214",0.182880137208417
"215",0.163843420939478
"216",0.178521118733833
"217",0.163902092436867
"218",0.205657905614808
"219",0.181740395883372
"220",0.182442448349058
"221",0.176448689280084
"222",0.182534551719452
"223",0.177012474655288
"224",0.18487462235417
"225",0.174545014011585
"226",0.210995137227453
"227",0.195322047018428
"228",0.174605027617352
"229",0.186091177701186
"230",0.1758021323702
"231",0.175468778397472
"232",0.186278550510448
"233",0.169998032536197
"234",0.183982972895745
"235",0.189488553912578
"236",0.183031216397929
"237",0.18279070249655
"238",0.174354444706468
"239",0.183358707310636
"240",0.192313434485685
"241",0.184298558064667
"242",0.173769347587407
"243",0.180875472218394
"244",0.179174113921478
"245",0.183874471475362
"246",0.168391250466876
"247",0.185359852102124
"248",0.178459352394947
"249",0.190048183456248
"250",0.181025414596484
"251",0.184287485177082
"252",0.185870113095707
"253",0.169876501732337
"254",0.181814707969621
"255",0.180958893257295
"256",0.167016493408971
"257",0.181167367124592
"258",0.201074858433328
"259",0.176803425384815
"260",0.173356181310566
"261",0.190620982421321
"262",0.175425970832251
"263",0.178401691215401
"264",0.175767313856081
"265",0.171846223876055
"266",0.167863939427077
"267",0.178451614404399
"268",0.171968273992131
"269",0.172216463438109
"270",0.190502960290685
"271",0.179958174746916
"272",0.18186438069534
"273",0.169147841489529
"274",0.172210523089023
"275",0.174418393983415
"276",0.172077110264458
"277",0.195418498670499
"278",0.168172731462156
"279",0.182921234460022
"280",0.174552908041264
"281",0.182972790869288
"282",0.173141666728121
"283",0.176779488585186
"284",0.181299972747459
"285",0.187554441377867
"286",0.185900952811284
"287",0.181306135591882
"288",0.182475221031327
"289",0.170467768323118
"290",0.16571433944463
"291",0.176725558118572
"292",0.178629488411321
"293",0.16449413628238
"294",0.157353124784378
"295",0.195847352145291
"296",0.163709292062563
"297",0.174442490667867
"298",0.174050790888757
"299",0.182569775469362
"300",0.176209971344543
"301",0.160969968556647
"302",0.165663264544775
"303",0.151604273618796
"304",0.179096441521334
"305",0.163698560142792
"306",0.174369590684083
"307",0.164140218715015
"308",0.159705179924339
"309",0.178792398164229
"310",0.174941611114689
"311",0.188829182077272
"312",0.173470006687894
"313",0.17565063565464
"314",0.193282646644317
"315",0.172757872336473
"316",0.159384753349248
"317",0.192327324386313
"318",0.175808900422527
"319",0.173666136068247
"320",0.183513562175688
"321",0.175091226831667
"322",0.176606504827586
"323",0.18329464025613
"324",0.175379924260216
"325",0.172234836191001
"326",0.183695838491776
"327",0.159792685226557
"328",0.179025239486236
"329",0.161328468204533
"330",0.197748522885451
"331",0.18779449961237
"332",0.168616338229914
"333",0.184413551476271
"334",0.181866154949491
"335",0.175963363856574
"336",0.17534755869266
"337",0.179196719794565
"338",0.16946213452878
"339",0.192620278200749
"340",0.170823693644031
"341",0.165251428156026
"342",0.166508793449801
"343",0.175149620743832
"344",0.158347675973855
"345",0.170147434752808
"346",0.159664096427451
"347",0.184414931307985
"348",0.179923877777568
"349",0.183935799866342
"350",0.173363425017581
"351",0.174071660981938
"352",0.185044761596674
"353",0.185866519151752
"354",0.177394414487888
"355",0.178084093334384
"356",0.184824900843497
"357",0.183270532300103
"358",0.163378743519647
"359",0.185092234459254
"360",0.18310227075511
"361",0.180904260091246
"362",0.167599413086132
"363",0.189613446692528
"364",0.190045166931548
"365",0.183615108691311
"366",0.173406862555382
"367",0.176334993519618
"368",0.175341091143927
"369",0.186987893964691
"370",0.170827405714918
"371",0.160559911902602
"372",0.186967317061957
"373",0.18892702626321
"374",0.206422810982885
"375",0.167198790462896
"376",0.183399675276697
"377",0.203730588436619
"378",0.186003736285394
"379",0.173059383277346
"380",0.194149383491884
"381",0.19522497642045
"382",0.169579578776434
"383",0.173773890393064
"384",0.173556297486754
"385",0.17398838834517
"386",0.179180382942417
"387",0.189548581193317
"388",0.17849304713969
"389",0.181356990107233
"390",0.172184642984545
"391",0.199010057288503
"392",0.182247168332436
"393",0.176754840847178
"394",0.188223242398702
"395",0.165277956998298
"396",0.176967899510539
"397",0.175456306270429
"398",0.19448431515839
"399",0.192324131032406
"400",0.19444952488188
"401",0.157773803953138
"402",0.167852298798435
"403",0.153583956880317
"404",0.166734393288821
"405",0.176400151241784
"406",0.167635291135702
"407",0.165260751617659
"408",0.170430469657584
"409",0.175844874114955
"410",0.172585792456187
"411",0.179666468196135
"412",0.172521979149995
"413",0.187779464110154
"414",0.1654524973951
"415",0.172799228203416
"416",0.187408860258193
"417",0.186217084497431
"418",0.170447396564846
"419",0.181496343846976
"420",0.190451112312806
"421",0.169882067522378
"422",0.173060613075841
"423",0.171545683331473
"424",0.151899158749926
"425",0.18347675638982
"426",0.176428102880425
"427",0.182566921250131
"428",0.17669838859969
"429",0.171683820991694
"430",0.169996127198483
"431",0.161082511989502
"432",0.182068159740954
"433",0.176577411437568
"434",0.164151256714803
"435",0.172005331115552
"436",0.184517908418025
"437",0.159175611264969
"438",0.171276954741
"439",0.17850957461827
"440",0.165342574524002
"441",0.16623291966115
"442",0.170683604945449
"443",0.17436968186327
"444",0.179504376992146
"445",0.180976677760253
"446",0.182998345582517
"447",0.176289659724503
"448",0.198912852344937
"449",0.168684316953247
"450",0.170535518293509
"451",0.191581884924754
"452",0.179430343725909
"453",0.160789288306118
"454",0.167868134291223
"455",0.164554224961953
"456",0.179680603632337
