"","post_M"
"1",0.226807285543377
"2",0.21951731498821
"3",0.237393692214146
"4",0.233862373414925
"5",0.240198992808425
"6",0.243747332170028
"7",0.228836515883604
"8",0.217216042128014
"9",0.218407006261399
"10",0.22941634536593
"11",0.224251382315355
"12",0.230493599527735
"13",0.208339482054672
"14",0.212407024046107
"15",0.233290225504954
"16",0.229325234146074
"17",0.21551182551019
"18",0.242109596543485
"19",0.226364574078182
"20",0.2193644390028
"21",0.227131941374049
"22",0.231913433462829
"23",0.231960060233971
"24",0.226519506374149
"25",0.219481455428479
"26",0.239097793996909
"27",0.252779846063997
"28",0.225057249533776
"29",0.246402488051772
"30",0.22511817375958
"31",0.223354841412756
"32",0.220601634110612
"33",0.211795457292149
"34",0.240178287288697
"35",0.227473472339534
"36",0.215394176964794
"37",0.215044095085392
"38",0.216007416966376
"39",0.228747624406835
"40",0.218231770272272
"41",0.213153736552176
"42",0.221738424931487
"43",0.230271593641718
"44",0.247095190758711
"45",0.213832471952419
"46",0.214577959884767
"47",0.254545589122714
"48",0.213453711733283
"49",0.224070159034893
"50",0.222381764282573
"51",0.23668383237047
"52",0.236334436062965
"53",0.241043052052553
"54",0.197808819774093
"55",0.226610756468256
"56",0.22483686487656
"57",0.240371512405036
"58",0.225529218142006
"59",0.244674421310427
"60",0.261855244129883
"61",0.21389892230607
"62",0.225360610245993
"63",0.219168863499453
"64",0.243521120679687
"65",0.227019527707964
"66",0.244236353803472
"67",0.222835382182927
"68",0.20649286007137
"69",0.220755057894642
"70",0.222751114128036
"71",0.215809995385096
"72",0.203845841619297
"73",0.254997153915003
"74",0.219739572680544
"75",0.247845134126123
"76",0.246175517011669
"77",0.226108495285536
"78",0.210239283029076
"79",0.209414806676133
"80",0.228824806856575
"81",0.231983741853957
"82",0.23250561006613
"83",0.219752969029678
"84",0.215791546972541
"85",0.219824441562783
"86",0.223794831187862
"87",0.231881080046438
"88",0.218300463069089
"89",0.21344938020925
"90",0.2267354779915
"91",0.243339221491565
"92",0.219549166048298
"93",0.224808522268477
"94",0.236604156392965
"95",0.227834702264221
"96",0.22865642077999
"97",0.234072786813646
"98",0.227337681095445
"99",0.232163472217727
"100",0.217573480842058
"101",0.227212954731792
"102",0.231742938492418
"103",0.228772541993078
"104",0.232446676287236
"105",0.219042415554566
"106",0.22366866505472
"107",0.246099278324016
"108",0.223303314753543
"109",0.21999270737635
"110",0.229765615909807
"111",0.226121394777721
"112",0.222467333774493
"113",0.237358272055341
"114",0.242277252515009
"115",0.232373749119505
